,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h","gas_feed actual liquid flow, m3/h","gas_feed actual vapour flow, m3/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"gas_feed Methane mass flow, kg/h","gas_feed Ethane mass flow, kg/h","gas_feed Propane mass flow, kg/h","gas_feed i-Butane mass flow, kg/h","gas_feed n-Butane mass flow, kg/h","gas_feed i-Pentane mass flow, kg/h","gas_feed n-Pentane mass flow, kg/h","1 actual vapour flow, m3/h","1 mass flow, kg/h"
611374,-20.0,4561.0,5500.0,4.909710361434027,60.69582203542982,0.515659805552219,0.0221198930319321,0.0957481570768512,0.0617183618548361,0.2836564398558093,0.0117190760632217,0.0093782665651305,2836.1289305372047,121.65941167562656,526.6148639226816,339.45099020159853,1560.110419206951,64.45491834771936,51.58046610821775,60.69582203542982,2904.3592708833794
1658,1.0,3876.0,10266.0,7.306093308424775,162.009482327898,0.483662785801227,0.0479213722395204,0.1032745526428445,0.2270925683988625,0.1210060069122611,0.0106183273495542,0.0064243866557301,4965.282159035397,491.9608074109164,1060.2165574314417,2331.332307182722,1242.2476669612724,109.00774857052342,65.95275340772521,162.009482327898,6481.232142806208
66452,-24.0,3853.0,15740.999999999998,19.963921109951368,126.72239207042604,0.3418044093137968,0.150357568502168,0.0858456990568841,0.2020792017562826,0.2096800402727938,0.0041603254316874,0.0060727556663871,5380.343207008475,2366.7784857926263,1351.2971488544126,3180.928714845644,3300.573513934047,65.48768262019135,95.59124694459933,126.72239207042604,5471.657743324295
436157,-8.0,4391.0,17468.0,13.393981767884808,212.3175013516036,0.4396370794507338,0.2225519241589129,0.0926462973000651,0.1090491425864578,0.106566897290305,0.0172308549673134,0.0123178042462116,7679.580503845418,3887.5370112078904,1618.3455212375372,1904.870422700245,1861.5105618670477,300.98857456903045,215.1674045728242,212.3175013516036,10976.507354412342
97001,-17.0,4205.0,16811.0,5.072198037907061,306.3446610919912,0.6501242460680773,0.1509548474870298,0.0398835490687365,0.0700675762658848,0.0450861320938295,0.0220556743484962,0.0218279746679457,10929.238700650447,2537.701941104458,670.4823433945293,1177.9060246057895,757.9429666293678,370.77794147256964,366.95008214283513,306.34466109199127,14154.85246520901
199561,-21.0,4876.0,11344.0,16.75098004922036,56.17028583537326,0.32627977757951,0.1727155011245397,0.0935918138541556,0.1379205147740581,0.2600166356964402,0.0057372027533103,0.0037385542179858,3701.317796861961,1959.2846447567783,1061.7055363615411,1564.570319596915,2949.6287153404173,65.08282803355205,42.41015904883091,56.17028583537326,3257.429822632901
235705,-6.0,4429.0,6681.0,3.2946841279642687,106.51908709294102,0.5887151168860777,0.0636907707695026,0.1066514737893806,0.1158515358443476,0.1050239873466382,0.0146431775649693,0.0054239377990837,3933.205695915885,425.5180395110468,712.5384963868518,774.0041109760863,701.6652594628898,97.8310693115599,36.237328435678194,106.51908709294102,4999.4255584086895
222906,-7.0,4358.0,19180.0,12.709296178424792,271.96616695112584,0.5231248920965283,0.0967809206940855,0.0585514027487076,0.2147489051750805,0.0841423142066601,0.011544753916772,0.0111068111621657,10033.535430411413,1856.25805891256,1123.0159047202117,4118.884001258044,1613.8495864837407,221.42838012368696,213.02863809033812,271.96616695112584,12695.493161843862
66890,-23.0,4242.0,10607.0,11.444984176882052,99.24852695107178,0.4167652261289399,0.1459749584540987,0.0232137747560725,0.1819583333874234,0.2135184401139565,0.008239046297519,0.0103302208619898,4420.628753549666,1548.3563843226248,246.228508837661,1930.0320422404,2264.7900942887363,87.39156407778404,109.57265268312581,99.24852695107175,4722.0921518676905
127712,-24.0,4709.0,29901.000000000004,24.002996677696785,332.6690397217844,0.5436505371961593,0.0956880921998122,0.0957032657212805,0.11946050639273,0.1288349171030738,0.0125483347008004,0.0041143466861434,16255.694712702361,2861.169644866585,2861.623348332009,3571.98860164902,3852.29285629901,375.2077558886328,123.02308026237382,332.6690397217844,17885.789877354302
178019,6.0,4274.0,16803.0,13.435650206061275,215.6802555756732,0.4100459279030525,0.1649905534271603,0.0476872339060317,0.065695099722704,0.2904221052877703,0.0076923523632499,0.0134667273900312,6890.001726554991,2772.3362692365745,801.2885913230506,1103.8747606405952,4879.962635150404,129.25459675968807,226.28142033469425,215.6802555756732,10014.103304616345
28243,-4.0,4777.0,17406.0,13.826631326855926,201.1131285684378,0.4734316330697493,0.136634309892102,0.0240204676493373,0.1059166929880722,0.2400859663882003,0.0067039439385434,0.013206986073995,8240.551005212055,2378.256797981928,418.10025990436503,1843.5859581503846,4178.9363309530145,116.68884819428641,229.88079960395697,201.1131285684378,10432.799441719257
92674,3.0,4553.0,29226.000000000004,25.76018344542499,326.40095765613785,0.4080845461710395,0.147700640112479,0.0517218891447548,0.2432228910250129,0.121144983971387,0.0110934386296632,0.0170316109456632,11926.678946394803,4316.698907927312,1511.623932144604,7108.432213097028,3540.583301547757,324.21683739053674,497.76586149795276,326.40095765613785,16503.66224964552
9868,-8.0,3898.0,16128.999999999998,9.135288148116077,264.93078662609906,0.4975647390722372,0.1949624832678972,0.0396848814180425,0.135876999527597,0.1101889187510062,0.0143713889269793,0.0073505890362404,8025.221676496113,3144.5498926279133,640.0774523916074,2191.5601253806117,1777.2370705349788,231.79613200324908,118.5576505655214,264.93078662609906,11463.803141196777
595543,-12.0,3643.0,10517.0,4.149364182874044,203.02715812418973,0.5390646532235448,0.1848278346308338,0.1530303845130819,0.0450492717209829,0.0458981835790506,0.0181836511430326,0.0139460211894732,5669.342957952021,1943.834336812479,1609.4205539240825,473.78319068957717,482.7111967008752,191.23745907127386,146.67030484968964,203.02715812418973,8421.497652192511
550775,-23.0,3706.0,9705.0,8.08838254040481,135.96437570370867,0.4888432419491591,0.1102445720347609,0.0461322007994302,0.0372221094825141,0.3039892822042474,0.007599892261883,0.0059687012680049,4744.22366311659,1069.9235715973546,447.7130087584701,361.2405725277994,2950.2159837922213,73.75695440157452,57.926245805987556,135.96437570370867,5350.891813545204
26101,-14.0,4448.0,26134.0,3.699282924765671,516.7111620507268,0.75241305744147,0.0754405044116232,0.0292530753631225,0.087098270339676,0.0380155275534906,0.0125172935756833,0.005262271314934,19663.56284317538,1971.5621422933607,764.4998715398434,2276.2261970570926,993.4977970829234,327.12695030690736,137.52419854448516,516.7111620507268,24187.923911186484
111110,3.0,4198.0,20198.0,10.088365256814283,351.8457013522936,0.5688641460903494,0.0455376782980772,0.0988464347587703,0.0356634494621952,0.2374333724282775,0.004016035849008,0.0096388831133221,11489.918022732878,919.7700262645633,1996.5002892576424,720.3303522374187,4795.679256306349,81.11589207826357,194.68616112287978,351.8457013522936,14942.838539082171
497165,5.0,4759.0,8742.0,7.604375794695904,97.16528331351846,0.4320959053467857,0.1110443088112531,0.0219011567304318,0.1854206857948369,0.2386386545725091,0.0032542893258953,0.0076449994182876,3777.382404541601,970.7493476279747,191.4599121374348,1620.947635218464,2086.1791182728743,28.448997286976713,66.8325849146702,97.16528331351846,4936.914077542608
110160,-11.0,4098.0,7403.0,8.717278122684514,65.9391618426541,0.3524245552255463,0.1084572133695103,0.0565411105011004,0.2207176273005,0.2451031910898898,0.0122747888960304,0.0044815136174226,2608.998982334719,802.9087505744847,418.57384103964625,1633.9725949056017,1814.498923638454,90.87026219731304,33.17664530977951,65.9391618426541,2887.6393317632464
589337,5.0,3700.0,7818.999999999999,6.202638350644739,116.62261196737258,0.3999393256193894,0.1488886955461321,0.0479793204576564,0.1459856534493289,0.240025788789008,0.0133521094995432,0.003829106638942,3127.1255870180053,1164.1607104752068,375.15030665841533,1141.4618243203026,1876.7616425412532,104.40014417692826,29.939784809887495,116.62261196737258,4616.875325473052
150765,-6.0,4713.0,29901.000000000004,24.30925434130356,335.66196533742834,0.4576771289669,0.1561313813095229,0.0546445926580231,0.2919934699027581,0.0073000104183749,0.0129872072993857,0.019266209445035,13685.003833239278,4668.484432536045,1633.927965067549,8730.89674356237,218.2776115198279,388.33048545893183,576.0789286159917,335.66196533742834,18060.75403754713
388277,-12.0,4158.0,10829.0,9.011620764674245,134.98781619121294,0.4523268950873301,0.1566407644051563,0.0941473582839307,0.2133749815763708,0.0671010377129969,0.0062637816530285,0.0101451812811864,4898.247946900698,1696.2628377434378,1019.5217428566856,2310.6376754905195,726.6371373940434,67.83049152064562,109.86216809396753,134.98781619121294,6340.129328462909
583394,-7.0,4514.0,10916.0,2.231839388371871,203.48564441396604,0.6866468564529852,0.0833812596060858,0.0483407433754569,0.127099982857421,0.0444912052403199,0.0049841727266914,0.0050557797410394,7495.437085040786,910.1898298600327,527.6875546864875,1387.4234128716075,485.66599640333203,54.407229484563324,55.18889165318609,203.48564441396604,9777.67139662487
480686,7.0,3807.0,16089.999999999998,10.110377573396567,271.3192507168633,0.4626385269067931,0.1136665157977876,0.0572209665818004,0.1665419469991174,0.1826778737783964,0.012457259551868,0.0047969103842369,7443.853897930299,1828.8942391864023,920.6853523011683,2679.6599272157987,2939.2869890943975,200.4373061895561,77.18228808237171,271.3192507168633,10876.067606344815
450004,-2.0,4813.0,26091.0,18.296049484213096,319.66370772659343,0.4917474248574601,0.1314115903424465,0.0449285675226343,0.2369181771330872,0.0861330489724488,0.0045205875164269,0.0043406036554961,12830.182061955991,3428.659803624772,1172.2312552330516,6181.432159579378,2247.2973807401618,117.94664889109424,113.25068997554875,319.66370772659343,17133.2472615646
439857,-11.0,4214.0,24135.0,18.51649962446649,309.96032510586633,0.4572888914048746,0.1930048708667815,0.0802694800816043,0.108009546014812,0.1381317498037628,0.0119223912902441,0.0113730705379204,11036.667394056649,4658.172558369772,1937.3039017695196,2606.8103930674874,3333.8097815138153,287.7469137900414,274.4890574327089,309.9603251058664,14918.475636562376
449464,-15.0,4137.0,17112.0,14.435283420362731,213.59261146337155,0.4680141053196657,0.1318760610992971,0.0836903231050835,0.2160006905080292,0.0852165938143014,0.0054798171018711,0.0097224090517516,8008.657370230119,2256.6631575311717,1432.1088089741888,3696.2038159733956,1458.2263533503256,93.77063024721826,166.3698636935734,213.59261146337155,9807.423839589535
600192,-1.0,4279.0,18476.0,15.948582553165371,227.6273114354351,0.4347470246715265,0.1125171250491273,0.0376315362604015,0.1564199597618513,0.2379566455375013,0.0089805820883465,0.0117471266312451,8032.386027831123,2078.866402407676,695.2802639471781,2890.015176559965,4396.486982950873,165.92523466428992,217.03991163888446,227.6273114354351,10274.294011101229
111234,-16.0,3891.0,5371.0,5.479018638244112,59.29511499080613,0.3958627566887081,0.1629956040295141,0.0880925058551368,0.2093469577196639,0.1173354933017535,0.0120461165859683,0.0143205658192549,2126.178866175051,875.4493892425203,473.14484894793975,1124.4025099123148,630.2089345237181,64.69969218323574,76.91575901521807,59.29511499080613,2583.7847617922266
169200,5.0,3980.0,18316.0,13.05860769776242,273.4997305638364,0.4388109186759545,0.1361649526537746,0.0634874701353409,0.1180328771513144,0.2255158646250077,0.0073598780443176,0.01062803871429,8037.2607864687825,2493.9972728065354,1162.8365029989038,2161.8901779034745,4130.548576471641,134.80352625972117,194.66315709093564,273.4997305638364,11633.100891327138
497200,-14.0,4213.0,8361.0,7.547891720893053,99.71984887343842,0.4713144265703339,0.0665576380847048,0.0764930198265998,0.1879143431678986,0.1848897283039016,0.008936544609698,0.0038942994368629,3940.6599205545617,556.4884120262168,639.5581387702009,1571.1518232268002,1545.8630183489213,74.71844948168497,32.56023759161071,99.71984887343842,4427.373472539963
