,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"1 mass flow, kg/h"
274986,42.0,4480.0,20526.0,0.7844730415842535,0.0445278513776109,0.0495990195327247,0.077624572885442,0.0192676564764238,0.0083565449647172,0.0161513131788277,20526.000000000004
590469,10.0,3784.0,3592.0,0.624331814474698,0.0598930240014239,0.1058016761534334,0.1402931437611357,0.0350571594337566,0.0182013327049671,0.0164218494705851,3320.758294403468
500309,38.0,4284.0,2089.0,0.750695196973152,0.0434355048548489,0.0555620501920289,0.1026001103490037,0.0261547513470502,0.0161854923915741,0.0053668938923419,2089.0
124378,31.0,4292.0,19377.0,0.5705000093447873,0.1419590071231717,0.0614170913789442,0.1660109183804444,0.029420594238036,0.0221692813321188,0.0085230982024973,19377.0
53690,-15.0,4194.0,4725.0,0.699322965701833,0.1139433937424535,0.0919907703239366,0.0461959594977162,0.0225005139211066,0.0212880468952038,0.0047583499177499,4354.872140609303
580652,3.0,4240.0,12289.0,0.6660805888006414,0.1238961827586311,0.0808829745916293,0.0994536110453287,0.0097315315897766,0.0109150905106858,0.009040020703307,12156.106049402892
480070,-7.0,4399.0,18950.0,0.8018509624876903,0.0548626632210098,0.0525907786076354,0.0683066139752531,0.0039955421731977,0.0108641584546928,0.0075292810805204,18950.0
569795,-22.0,4849.0,13353.0,0.6756474750183922,0.0320832246718883,0.1371709014065934,0.1257207459380724,0.0190421251346899,0.0055749171843882,0.0047606106459755,10379.796515513726
572883,45.0,3989.0,16990.0,0.6470272047497183,0.0793251492965916,0.1629559802646117,0.058188176500622,0.0315855661803907,0.0120624629910149,0.0088554600170508,16990.0
392079,40.0,4401.0,15610.0,0.7246739045446391,0.0707689916016166,0.0795244263058262,0.0777400813854853,0.0193122715600936,0.0136881938661597,0.0142921307361792,15610.0
137203,36.0,4450.0,22743.0,0.5691151467989328,0.0521604128990003,0.1793361801357609,0.1476941608033254,0.0206594399338232,0.0204385130102814,0.0105961464188759,22743.0
489653,3.0,4233.0,13191.0,0.6619556719231305,0.1259535852795058,0.0485533585997384,0.1063977104009337,0.0198771610657018,0.0157369003789038,0.0215256123520857,12479.493999516224
41815,28.0,4088.0,21009.0,0.5340505212141597,0.0851931760603931,0.1763049588744228,0.1378471780096428,0.0201790596987711,0.0233989249521845,0.0230261811904255,20754.54331863105
201703,50.0,3974.0,2644.0,0.6500542545391643,0.0734103820394992,0.1269941363556455,0.1150579000208145,0.0068707912378735,0.0123264384365192,0.0152860973704837,2644.0
468365,21.0,3526.0,13073.0,0.6204018769312716,0.0874447073497899,0.1229340268609608,0.1210985015772943,0.0208305841457534,0.0124047415909144,0.0148855615440149,13073.0
251860,-15.0,4257.0,12044.0,0.6693351096198387,0.1430635563988542,0.0464366492439836,0.0706924597312223,0.0393605637881311,0.0160859486133425,0.0150257126046272,10587.427062357816
219888,-15.0,3981.0,3249.0,0.6914423865040387,0.1217354454231022,0.044175331223668,0.0811171733254938,0.0321920686340959,0.0056844991666503,0.0236530957229509,2900.2967190340114
341547,-4.0,4866.0,11110.0,0.7322046720833016,0.0287054078444666,0.0383925925109245,0.1483548119798866,0.0232282216947785,0.0230218746499903,0.0060924192366515,10034.31799756376
433810,-5.0,4555.0,6568.0,0.6101972304617982,0.1306047420564465,0.0672149055573442,0.1397162037500879,0.021824239811476,0.0155157372185085,0.0149269411443384,5548.085862349393
496083,-21.0,3573.0,13880.0,0.744794733591697,0.0661082993946197,0.1044582602026713,0.0407546513434378,0.0055102870250373,0.0212600815887573,0.0171136868537791,12722.500005165764
42719,-20.0,3976.0,5743.0,0.683823339928071,0.0802311015817132,0.1170600049826583,0.0692289042766348,0.012587669549574,0.0196649576486442,0.0174040220327044,4886.765702637189
326506,29.0,4046.0,17014.0,0.6609103255614022,0.0297201066172752,0.1554179340949802,0.0822984145115883,0.0366802160365709,0.0116864463591592,0.0232865568190238,17014.0
382808,35.0,4380.0,15750.0,0.5971343130953339,0.1486835629958839,0.1540370853575804,0.0673424428430977,0.0109080321418951,0.0152369404571048,0.0066576231091037,15750.0
489518,25.0,4398.0,23650.0,0.6573640631365197,0.0925119830094452,0.0958383663467859,0.1153838247526207,0.0186963946460652,0.0041068060183823,0.0160985620901804,23650.0
304126,14.0,4056.0,7264.0,0.6610152050867812,0.0563562471771827,0.0539932004727946,0.1711490174341555,0.0323391457861366,0.0076912660290118,0.0174559180139372,7065.530128992911
590462,5.0,3562.0,17239.0,0.6059053649172771,0.0953256770191465,0.0911195089137879,0.158912808446494,0.0228467055838458,0.0068470202242421,0.0190429148952063,15679.156119000449
180932,-23.0,3792.0,15516.999999999998,0.6649927520614659,0.0634464854265455,0.1312436848896972,0.1057165194272965,0.0102187568573431,0.0061903406267613,0.0181914607108902,12481.77819463897
42728,28.0,4037.0,22104.0,0.6726016296021246,0.0797339151691252,0.0757772308596173,0.1123922057034124,0.0219774987502672,0.0130881666830215,0.0244293532324316,22104.0
128213,30.0,4511.0,20261.0,0.66487472535474,0.1279113251505464,0.0765208581081411,0.0852047702718054,0.0214458753117708,0.0174820291464894,0.0065604166565065,20261.0
499559,7.0,4781.0,15117.0,0.7536705611381209,0.0410877528824478,0.0837237603435838,0.0842682993972714,0.0091209965161383,0.0229485965997446,0.0051800331226927,15117.0
155853,-24.0,4249.0,3706.0,0.6442180447718685,0.1187965305333089,0.0917850606830684,0.0936010555158558,0.019622547451334,0.0135102850610048,0.0184664759835593,2938.019359970321
79283,-4.0,3688.0,19528.0,0.6082320864243075,0.1492476847365516,0.1163201060643378,0.0788764889496026,0.0255924924842483,0.0131938761682735,0.0085372651726782,17958.21712984711
566717,47.0,4866.0,17963.0,0.7414707346067863,0.0354426277173841,0.0462893235636382,0.131695709934504,0.0052407092378326,0.0193965992750114,0.0204642956648429,17963.0
480240,40.0,4161.0,6825.0,0.747310537232864,0.0830125000372894,0.0534348341821701,0.0635948772127826,0.0271293524537605,0.0171021285694563,0.0084157703116767,6825.0
206507,25.0,4236.0,22028.0,0.6366692145647312,0.1396442346644861,0.1124533581296107,0.0670969160628055,0.0150087967822356,0.0211290451199029,0.0079984346762277,22028.0
482193,-9.0,3561.0,13407.0,0.6323680977429097,0.1289121351386467,0.0957758558176266,0.094812159405138,0.0219425539395725,0.0078011615938783,0.0183880363622279,11943.860919258535
92217,17.0,3823.0,15685.0,0.7193388038566083,0.0199288550428227,0.1142328734718403,0.0890629788453781,0.0257943124592915,0.0111708926707523,0.0204712836533066,15685.0
103531,29.0,3609.0,1422.0,0.695787115424564,0.0906987060466101,0.0529019886008386,0.0989471920976155,0.025573853249429,0.0183446238362521,0.0177465207446903,1422.0
77665,-15.0,4132.0,13565.0,0.5664971570167407,0.1269281135804209,0.081810645752899,0.1488793759051746,0.0391525579548891,0.0229318282206421,0.0138003215692333,9845.325570738589
71437,-20.0,4512.0,2169.0,0.7034404033894063,0.1429506731967279,0.0471339232066966,0.0397066153489741,0.0370138959835741,0.0228289119884706,0.0069255768861501,1954.172204636716
125212,20.0,3699.0,5728.0,0.7807439923171307,0.0824924916501598,0.064075395712433,0.0398391179115961,0.0095833109418605,0.0177111531072367,0.0055545383595829,5728.0
448913,-19.0,4900.0,16180.0,0.6942364261858661,0.0689231341002753,0.0421421880442438,0.1582670596576381,0.0070025899240364,0.0065492732971684,0.0228793287907716,13244.962832388934
508119,25.0,4816.0,15223.0,0.6380887192286708,0.0588250038592841,0.11297872688311,0.1225485311769734,0.0301292445130313,0.0223096656071591,0.0151201087317713,15223.0
349293,46.0,4276.0,12757.0,0.6373081715688668,0.1154233926926822,0.072880155698456,0.1237499485518899,0.0174911808893814,0.0161114001347621,0.0170357504639615,12757.0
302608,11.0,4528.0,1916.0,0.7188696849130972,0.0389271514214223,0.0517122741889597,0.1374492426646501,0.0242453251281672,0.0225263506481574,0.0062699710355462,1904.7692131478968
186929,39.0,4515.0,5057.0,0.6260401691469357,0.1137188769923805,0.1143408589725997,0.1167623234345667,0.0090274910273688,0.0078663760768411,0.0122439043493075,5057.0
127685,5.0,4844.0,9021.0,0.6903601597225754,0.1045073879455612,0.1303639888253993,0.0410551840986881,0.0052573708994378,0.0157809199877502,0.0126749885205879,9021.0
37437,38.0,4249.0,15943.000000000002,0.729204300774043,0.0402099781544721,0.0863746752340479,0.0965270835115152,0.0231443603965327,0.0125813561733762,0.0119582457560128,15943.000000000002
504209,4.0,4403.0,9125.0,0.5971638191166571,0.0646939860400682,0.1530912192768663,0.1259506536116954,0.0237656230353944,0.0177127798019985,0.01762191911732,7807.517782194504
14959,26.0,4484.0,9602.0,0.673291022859079,0.1102245515129595,0.0989402353413533,0.0581531553704534,0.0215727946117916,0.0174198114398994,0.0203984288644634,9602.0
205134,44.0,4087.0,24057.0,0.7129693672180994,0.0894208542162303,0.1114880628653385,0.0526715128293433,0.0040687544590587,0.0120255497697739,0.0173558986421558,24057.0
442456,22.0,4016.0,4192.0,0.6189641979113325,0.0797064287626789,0.1402173409690689,0.1081932874359209,0.0344953336052803,0.0059842686560706,0.0124391426596478,4192.0
270092,9.0,3777.0,1188.0,0.5540972616213684,0.1003218885600015,0.1201072928755006,0.1620258709697188,0.0408449730834138,0.01077496462503,0.0118277482649666,1039.7852617593064
120262,-10.0,4496.0,21653.0,0.7400977387619266,0.1286101278958897,0.0439142277705973,0.0495443964157164,0.0155283496800865,0.0172130273340752,0.0050921321417083,21290.85070931398
302329,20.0,3581.0,6811.0,0.6606648624112075,0.1254521983255684,0.1178667103911515,0.0664289860708253,0.0080514710135019,0.0084601364822823,0.013075635305463,6811.0
163882,-24.0,4012.0,10388.0,0.6904939606117682,0.0595261779831797,0.1485455397538964,0.0575822877810737,0.0145931640305995,0.0209046921482144,0.0083541776912681,8659.696113906046
344977,-21.0,4589.0,15978.0,0.661210310790916,0.0719748013811133,0.0994044761828675,0.1011170787542116,0.0372786682506583,0.0228960784210906,0.0061185862191426,12528.431052921946
27001,23.0,4169.0,4502.0,0.6209299814824183,0.1345696387960871,0.1116756426264671,0.090409725996093,0.018902679060238,0.0180081186823813,0.005504213356315,4502.0
232032,14.0,4687.0,12851.0,0.6477099782755618,0.0843448320343281,0.1240963311189631,0.1019006379567848,0.0286640752951853,0.007320177285997,0.0059639680331798,12851.0
120812,39.0,3949.0,3226.0,0.6702064689837354,0.028335645569842,0.1480959234147,0.1187936157435705,0.0103849202141188,0.017976155015454,0.006207271058579,3226.0
517936,44.0,4524.0,22125.0,0.7909698156182785,0.0289824347308664,0.083377906679973,0.0435237477121456,0.0261016814479366,0.0197665502155908,0.0072778635952087,22125.0
867,35.0,4869.0,7849.999999999999,0.7032787804494673,0.1620458572008475,0.0386160877855784,0.050777067162651,0.0143126558055335,0.0134629052013805,0.0175066463945418,7849.999999999999
158670,13.0,3964.0,2619.0,0.6193791375955741,0.1275861575242794,0.0472882070726855,0.1501773524418248,0.02305559731994,0.0138763278806577,0.0186372201650383,2543.196116831982
535815,10.0,4409.0,5395.0,0.6367990347640557,0.075409712528786,0.1644337498603552,0.0613770119076323,0.0176538610410626,0.0231101328673988,0.0212164970307091,5167.775997257673
311146,9.0,3774.0,10878.0,0.6776325373530125,0.0658300733005124,0.1495367354390449,0.0536274829629677,0.0274968067720702,0.0077032566845679,0.0181731074878241,10878.0
69157,8.0,4117.0,12657.0,0.5876496638666344,0.0664168216903758,0.1479064667694364,0.1434137925137157,0.0104963382244334,0.0262033795376954,0.0179135373977084,11078.19482638864
37835,1.0,4158.0,5905.0,0.6057132500672829,0.0653708072735294,0.1618249824982925,0.0972297766818073,0.0380891975735632,0.0232084820878273,0.0085635038176973,5072.609704428913
236577,3.0,3595.0,12275.0,0.7485971146834487,0.0531057215857163,0.1252821942467941,0.0377842967495328,0.0069093999065457,0.0079423546169611,0.0203789182110009,12275.0
532905,41.0,3666.0,18138.0,0.6724424937063013,0.0874184937650782,0.0812564157137145,0.123432576513614,0.0041506729697342,0.0139175863289344,0.017381761002623,18138.0
583989,20.0,3818.0,6615.0,0.6506758516251355,0.1114147541114048,0.0797413743121145,0.1084467615852646,0.0263374883707383,0.0078586603084466,0.0155251096868954,6615.0
316776,26.0,4587.0,11719.0,0.70390091084233,0.0282904371175029,0.1452037986836998,0.0558915540003668,0.019873793288099,0.0232661661864722,0.023573339881529,11719.0
348723,15.0,3672.0,3719.0,0.5341202351551302,0.1532116236426795,0.1263354209303707,0.1397660802140249,0.0212617555355777,0.0172812115684414,0.0080236729537751,3588.185247652481
168147,-10.0,4857.0,3036.0,0.6091983358665275,0.1011631536555209,0.0810156863574189,0.1517954704068666,0.0259120278763061,0.0066338784573094,0.0242814473800505,2371.413156750536
532471,35.0,4446.0,2191.0,0.7157142338167014,0.0818137022156302,0.0806128532576554,0.0648067646575912,0.0203621527991098,0.0161328613594541,0.0205574318938576,2191.0
264352,33.0,4773.0,11786.0,0.5968374715186728,0.0376389611590819,0.1669991653832196,0.1152345908279969,0.0422748109518151,0.0174931997402821,0.0235218004189313,11786.0
160548,-24.0,4695.0,12252.0,0.6769526687157126,0.0887173428601261,0.1279261990743734,0.074109983317381,0.0130482999933361,0.0052054356756756,0.0140400703633948,10075.41895689773
50349,49.0,4221.0,15970.0,0.6759013496130476,0.1435410860418755,0.0670847587197822,0.0885812428164141,0.0048349105907299,0.0112967282589489,0.0087599239592012,15970.0
559638,22.0,4470.0,19063.0,0.6503289728043518,0.0990305108842935,0.0858905830484285,0.1302260336103807,0.0090791648702819,0.0077194142374759,0.0177253205447872,19063.0
353338,-14.0,4374.0,2491.0,0.716940507957079,0.0516328083657702,0.0912243588496503,0.0687556619845756,0.0543660170845931,0.0092453909414227,0.0078352548169088,2197.348392789092
161084,-9.0,4220.0,22797.0,0.64980694737844,0.1284316581377197,0.0965569956978151,0.0734819791056414,0.0324063207044988,0.0075752706660343,0.0117408283098505,20570.184415931275
372819,13.0,4683.0,15607.0,0.6163570097511011,0.1179221254072154,0.1131547685760799,0.1227550344640494,0.0095775304732365,0.0143405774593782,0.0058929538689393,15607.0
414099,-25.0,3771.0,23652.0,0.680158253117233,0.0879892816668992,0.1501792848625226,0.0488633940710391,0.0114226743064993,0.0080556100792489,0.0133315018965578,20138.83362269909
83755,41.0,4218.0,2009.0,0.6628017048799559,0.0559194665721066,0.1035747289597209,0.124197650047809,0.0294547515561861,0.0169777151347772,0.0070739828494438,2009.0
42656,12.0,4670.0,10301.0,0.6178832790411426,0.1081974783300417,0.1089523600316503,0.1144497410819923,0.016859817541017,0.0155579610002242,0.0180993629739317,9891.53900605751
195022,-4.0,4587.0,12752.0,0.6410218791021098,0.1234267780728914,0.0979190792813859,0.0774506325314945,0.0324518785661289,0.0180725427133932,0.009657209732596,11508.06710766947
413380,3.0,4588.0,21616.0,0.6454680267622228,0.067881964546079,0.0796722591031609,0.1291153688177478,0.0379205348874749,0.0167210828913286,0.023220762991986,18932.957519223142
374159,-16.0,4330.0,6365.0,0.7497205012293806,0.0477700424484757,0.1032292075977193,0.0511979163826992,0.0111614117916332,0.0210643245019174,0.0158565960481743,5825.369573744182
466356,-8.0,3998.0,24269.0,0.6593525792883257,0.1538571150211941,0.0852639675317876,0.054720676269364,0.0199499023368984,0.0066162367874758,0.0202395227649542,22816.91280939422
96022,-17.0,4105.0,18943.0,0.7174029750563025,0.0334816712239611,0.1085781453895079,0.0842929259047804,0.025067921317439,0.0079660108399161,0.0232103502680928,16290.90109231382
315410,-6.0,4513.0,24885.0,0.6306912943878824,0.076973834049392,0.1084490700674363,0.1030590063249854,0.0410161256663822,0.0107034366147992,0.0291072328891222,20505.89952386832
549308,2.0,4129.0,12301.0,0.7764864343679756,0.0620896318182172,0.0457641588316077,0.0723676810636546,0.0184836245808341,0.0063386558767129,0.0184698134609978,12301.0
97976,-23.0,3637.0,18255.0,0.6729604354114225,0.0227707665882824,0.1577344370755245,0.0958997666935058,0.0070470455571861,0.0247941193074458,0.0187934293666327,14348.654538989374
118070,-15.0,4284.0,2262.0,0.7603297622532257,0.0283398243120156,0.052271238043837,0.1141705148012464,0.0222800112053317,0.012786446144441,0.0098222032399026,2034.35808625836
589761,8.0,4148.0,13092.0,0.6522012924667521,0.0322894024483675,0.071441075135653,0.1653162301021243,0.0329613181518577,0.0204580122273091,0.0253326694679363,11586.64332349214
275583,6.0,3783.0,1651.0,0.7398594948785344,0.0582797725447309,0.0673530535751147,0.1009613235198933,0.0072731573864799,0.0153133437193939,0.0109598543758526,1651.0
175919,13.0,4554.0,15679.999999999998,0.5819111940537973,0.1005805020140057,0.1403464305694465,0.1045170717909041,0.0371246807096134,0.0175727050132597,0.0179474158489729,14454.18006723333
134996,47.0,4833.0,17886.0,0.7717921366553442,0.0279739695945599,0.076182528661015,0.0760516709475771,0.0271201977965387,0.0054936486787457,0.0153858476662193,17886.0
330123,25.0,4387.0,15814.0,0.6585691343516868,0.1144032740186901,0.0925806884579506,0.0760609945288203,0.0257697213203007,0.012121437759215,0.0204947495633363,15814.0
194782,0.0,4613.0,8541.0,0.7137223115631267,0.0629312458402012,0.0331439085255614,0.1381581562624811,0.0271245411382143,0.0142337465293099,0.0106860901411051,7986.329464908576
468565,46.0,3857.0,20902.0,0.6150797581736261,0.1045604960007913,0.1295341722653537,0.1000070648915545,0.0270807568704798,0.0051013780926058,0.0186363737055885,20902.0
491634,49.0,4253.0,6713.0,0.6557947751993995,0.043415806021184,0.043358871153452,0.1845366861861615,0.0361717560885506,0.0252448028628454,0.0114773024884067,6713.0
459387,32.0,4722.0,17697.0,0.6965382381606401,0.0531746511963359,0.1661116525789465,0.0503965688938174,0.0073869294740584,0.0105411749065691,0.0158507847896324,17697.0
535461,-3.0,4605.0,11760.0,0.7082539774103611,0.0739671675431436,0.1327580055701094,0.0512509484495459,0.0220853302034635,0.0067921347583584,0.0048924360650177,11630.15631614977
462006,13.0,3795.0,1332.0,0.6997141294462935,0.0919488065417384,0.0813308112565993,0.0554624887772618,0.0398089625220106,0.0117328695685419,0.0200019318875542,1332.0
276701,-19.0,3828.0,8039.0,0.8030354979802492,0.0473768431961198,0.043302780208106,0.0643892259822701,0.0129871640483078,0.0151850775891825,0.0137234109957647,7599.746703476371
563066,-23.0,3712.0,19580.0,0.7020745625128396,0.0939635340727183,0.0607816025306522,0.0990680011626465,0.0265257116352535,0.010215926883955,0.0073706612019346,16902.039271182744
114813,-1.0,4312.0,13379.0,0.6334610097999203,0.0897345832428906,0.0893474312157383,0.1249897640505168,0.0366615004083928,0.0173535278243594,0.0084521834581815,11743.519276502271
481751,-24.0,4178.0,10723.0,0.6127546396452692,0.0976761496483267,0.1011735322356884,0.1463532346181537,0.0196201545412058,0.0154542255901058,0.0069680637212502,7831.528715802182
464961,48.0,4798.0,19464.0,0.6490837757451487,0.1411268958654746,0.0677397163975388,0.0930554263674016,0.0203583330685308,0.0091797771441813,0.0194560754117239,19464.0
191633,-23.0,3992.0,6151.0,0.7170867325252378,0.0354244272694966,0.084862084776985,0.113033292161567,0.0241627217614686,0.010955863884958,0.0144748776202869,5097.351993785762
76129,-22.0,3984.0,24604.0,0.6589026981050536,0.0608617837096792,0.0836870741492775,0.1105287225083844,0.0376455321466615,0.0178082748857446,0.0305659144951989,18901.65517031825
91059,45.0,4455.0,18272.0,0.6920429308178945,0.08405842250228,0.0907214609883515,0.0540414037835682,0.0427376701316339,0.0166634837184985,0.019734628057773,18272.0
251281,31.0,3619.0,24994.0,0.6410468439795622,0.0931592106392032,0.0974296272108476,0.1046453241392195,0.0150647335843794,0.0244145744153098,0.0242396860314779,24994.0
304089,40.0,3989.0,9459.0,0.70176468698135,0.0381663578218323,0.1023395330963891,0.0678889707478034,0.0471394048972241,0.0213592080624263,0.0213418383929743,9459.000000000002
337754,-6.0,4863.0,14967.0,0.6919257558069438,0.0695532991716141,0.0900704216552084,0.1026026479936886,0.0156732797388536,0.021894821115445,0.0082797745182465,13521.054661328477
91266,32.0,4863.0,21281.0,0.6508982636483707,0.0648150548394672,0.097905765882282,0.121866481370981,0.0333565238966586,0.0152983164362777,0.0158595939259625,21281.0
407240,-19.0,4161.0,15651.0,0.6925433837342443,0.0464850504956021,0.0953013597657358,0.1008425971943381,0.0215279078486871,0.0219002900194578,0.021399410941935,12821.667279126992
306497,-11.0,4873.0,4806.0,0.6236758772217592,0.1115898594063218,0.0947747075542026,0.1232489616339635,0.0271672329500407,0.0052465209275103,0.0142968403062016,3931.041197633783
306084,-19.0,3605.0,12382.0,0.6747289498082573,0.0523054675754752,0.0960813859662319,0.1022214759039939,0.0353358738093842,0.0252121926117292,0.0141146543249281,10047.080096036118
240030,5.0,4366.0,9199.0,0.6020155941217951,0.1704131967560011,0.0605359718011691,0.1067629993068692,0.0196293797145901,0.0173841936066338,0.0232586646929414,8520.114667690365
216653,35.0,4772.0,16312.999999999998,0.6040875681419119,0.1349437193686044,0.067912374457509,0.1320631599372271,0.0248916599037305,0.0118908440069476,0.0242106741840694,16312.999999999998
269124,34.0,3975.0,4272.0,0.6694612461888773,0.1084836145938196,0.0636274446799151,0.1163673611812465,0.0124292437994991,0.0134503216364967,0.0161807679201453,4272.0
357729,47.0,4098.0,4101.0,0.684568867861801,0.0926110230595966,0.103335497210119,0.0947643161278399,0.0115647017679273,0.0080757773074794,0.0050798166652366,4101.0
370134,-16.0,3721.0,20175.0,0.6593090753335108,0.1177022524094094,0.0713252055592557,0.1130355630418914,0.0192006589903714,0.0132694539258052,0.0061577907397561,17508.41370045327
568595,46.0,3606.0,17836.0,0.6426420531959299,0.073059201292778,0.0717217255824074,0.1479489469171698,0.0352832018806139,0.0209009199133959,0.0084439512177048,17836.0
364995,4.0,4704.0,6292.0,0.718552881659376,0.1172109852498344,0.0855629601519937,0.0414015261026991,0.0079178293522965,0.0138554431606525,0.0154983743231476,6292.0
125050,4.0,4143.0,2331.0,0.6297685608290919,0.0844651717311372,0.1126160256037019,0.1271884299762845,0.0239885834292358,0.0147228198423346,0.0072504085882136,2153.513440842309
519193,-15.0,3631.0,5409.0,0.7518725493192059,0.0896479065953824,0.0339576529324108,0.0934543048156754,0.0056450981412465,0.0070745219380114,0.0183479662580673,5108.831876330214
148061,22.0,4665.0,8429.0,0.6855754952867796,0.0551998436808871,0.0425302190066986,0.1637974123291616,0.0203717771562618,0.0211201389196362,0.0114051136205749,8429.0
182825,-17.0,4703.0,5530.0,0.6928096666479859,0.1109329497464999,0.0884823205817466,0.0752716316694989,0.008530923188145,0.0111452277214109,0.0128272804447125,4942.96781297559
225541,-23.0,3814.0,4931.0,0.6907695598737695,0.1199371528057243,0.0442342348975936,0.0933780757970103,0.0218898558933568,0.0134791371795772,0.0163119835529681,4239.76685241722
9746,45.0,3733.0,13078.0,0.5902952083920924,0.1260263188213658,0.0987611042468266,0.1244837818796675,0.0241995117323115,0.0147443646744173,0.0214897102533187,13078.0
367367,18.0,4891.0,12291.0,0.6140745614360044,0.088689897343418,0.1221972416202503,0.1298914864105366,0.0136403104893479,0.0167073577333766,0.0147991449670659,12148.942668998498
210352,20.0,4282.0,3421.0,0.6338135797693148,0.0914599494422969,0.1823668634888783,0.0594964830022329,0.0163522890337803,0.0095786756719055,0.0069321595915909,3421.0
410501,25.0,4720.0,20491.0,0.7059708029518043,0.0379005560038071,0.1141079169950685,0.0652078967840818,0.0354874069284594,0.0260555558973644,0.0152698644394139,20491.0
277866,47.0,4052.0,14774.0,0.5890195277302435,0.1058516212954255,0.144011064734008,0.1007876209284057,0.0246682194653995,0.0164828924777084,0.0191790533688093,14774.0
290337,1.0,4141.0,2764.0,0.5733889340238757,0.0827000217910707,0.1042594709902255,0.1674312738656046,0.0385712328325284,0.0203736415407282,0.0132754249559664,2212.524291439723
550857,-13.0,4748.0,5313.0,0.6649196777874706,0.0349142314442031,0.096010250526504,0.1331379086947764,0.037232079210208,0.0196648480066091,0.0141210043302285,4199.200502542285
87960,-4.0,4393.0,19999.0,0.6546403978113349,0.0756178891735062,0.0646064733229325,0.1479467315748126,0.0079028098757257,0.0273327550378992,0.021952943203789,17077.834958118
483852,31.0,4408.0,22346.0,0.7091627375305934,0.0225226023569086,0.1485103742175365,0.0749484090120939,0.0194908788711588,0.0085275221872902,0.0168374758244183,22346.000000000004
167443,17.0,3774.0,2949.0,0.6914857958385957,0.0873485059367646,0.0703504352753111,0.099991519994444,0.0192822826512498,0.0159920706696632,0.0155493896339711,2948.9999999999995
597373,45.0,4171.0,5753.0,0.7135511921800963,0.0439851335595992,0.1096508299728695,0.0788463635376935,0.0156738727524577,0.0214527230499553,0.0168398849473283,5753.0
223887,17.0,3773.0,24949.0,0.6672743068748244,0.1082438222392991,0.1012876311262589,0.0913729379484152,0.0066610852956872,0.0146278782862331,0.0105323382292818,24949.0
349520,7.0,4659.0,12285.0,0.6372565320205265,0.1245770853874407,0.1467651346978705,0.0567393758583029,0.0057912206669607,0.0066133648310319,0.022257286537867,12139.147740666269
123273,38.0,4425.0,9719.0,0.6474351286030877,0.0776995719572156,0.0660937211814432,0.1526566921360532,0.0208588482240664,0.0151990945708674,0.0200569433272661,9719.0
511290,22.0,4446.0,14485.0,0.6859772604309915,0.1249472110700448,0.0507541212868157,0.0975776202540895,0.0161860811825326,0.0178920332517247,0.0066656725238011,14485.0
255649,4.0,3785.0,21819.0,0.7038262378174506,0.0925034716474891,0.1050102329599982,0.0539478534380356,0.0142291265112412,0.0155721480310428,0.0149109295947422,21819.0
361608,34.0,4441.0,22549.0,0.6218639944180681,0.0435830996585451,0.1215711198443835,0.149360461187865,0.0148865705773898,0.0244319767926568,0.0243027775210916,22549.000000000004
574674,26.0,3776.0,13298.0,0.7480642227011569,0.0608744834516915,0.0812540881363261,0.0627145815073944,0.0136574319378409,0.0138494255817595,0.0195857666838304,13297.999999999998
380647,-12.0,4887.0,14410.999999999998,0.7100242225816807,0.02390959256622,0.0809731394109284,0.1323570243430763,0.0367647888226402,0.0104961174141728,0.0054751148612813,12237.361534461152
83621,-25.0,4754.0,15698.000000000002,0.6306061534323135,0.1010637855406659,0.0763390343224528,0.1252312067423288,0.0446230826699734,0.0101519111673067,0.0119848261249585,11494.509275702274
266597,-1.0,4387.0,9625.0,0.6259191801908233,0.0267063395671968,0.1188231328259079,0.1558314737530535,0.0393089860560868,0.0235208815626946,0.0098900060442369,7797.529059774357
4431,1.0,4073.0,7744.0,0.6203463584851368,0.1184681904211381,0.0374053064527052,0.1704617001094677,0.0136353075521894,0.0257285144770339,0.0139546225023289,6795.869569690143
308438,10.0,3968.0,7344.0,0.6232948255197015,0.1303654992930982,0.1445243689806962,0.0458301624577665,0.0309696396246557,0.0186292729732261,0.0063862311508556,7344.0
212541,-6.0,4147.0,2289.0,0.6970647338539642,0.0857803151560956,0.051381020823962,0.1257095849307623,0.022063488484365,0.0102650847336709,0.0077357720171799,2118.04146579132
497719,-1.0,3594.0,14175.0,0.6692422982437027,0.0836987915930747,0.1365249090993967,0.0519294287797508,0.0189075113325753,0.0173691946489217,0.0223278663025777,13405.202792433369
583089,16.0,4137.0,5818.0,0.7091455700804752,0.137184715230395,0.0458460847203489,0.0545681334041399,0.0291067071782922,0.0158624624512347,0.0082863269351137,5818.0
498008,-7.0,4709.0,10374.0,0.6489979366240421,0.0830565999012825,0.0579599325745459,0.1336252018798577,0.0337817305256667,0.0208291356272394,0.0217494628673654,8581.504651479756
366989,-2.0,3852.0,21603.0,0.5841446497774665,0.1179894191358841,0.1599527069436696,0.0908182844128417,0.0274916903064112,0.0120350349945108,0.0075682144292158,19031.1312721931
