,"4 temperature, C","4 pressure, kPa","4 mass flow, kg/h",4 Methane mass frac,4 Ethane mass frac,4 Propane mass frac,4 i-Butane mass frac,4 n-Butane mass frac,4 i-Pentane mass frac,4 n-Pentane mass frac,Q-104,"5 temperature, C","5 pressure, kPa","5 mass flow, kg/h",5 Methane mass frac,5 Ethane mass frac,5 Propane mass frac,5 i-Butane mass frac,5 n-Butane mass frac,5 i-Pentane mass frac,5 n-Pentane mass frac,"16 temperature, C","17 temperature, C","16 mass flow, kg/h","17 mass flow, kg/h",16 Methane mass frac,16 Ethane mass frac,16 Propane mass frac,16 i-Butane mass frac,16 n-Butane mass frac,16 i-Pentane mass frac,16 n-Pentane mass frac
423705,-45.0,2442.0,1782.0,0.5837866127547945,0.1528237273044719,0.0680959579918761,0.1468317144007355,0.0157298991114898,0.0153037744352509,0.0174283140013811,482.856455092324,-35.0,3621.0,10180.0,0.1322947152120646,0.0206486833327768,0.1700388310870415,0.292938861625039,0.2710809349226408,0.0629388342527133,0.0500591395677234,-50.67180851513203,30.797328528487867,2569.618511181209,9392.381488818788,0.8392402523060922,0.1142207562287269,0.025703005147402,0.0189134792434468,0.001264427299584,0.0003812224361296,0.0002768573386183
168803,-13.0,2332.0,19258.0,0.7523427484225494,0.0250560286312639,0.0511682976861454,0.1357504811189637,0.0202537855304946,0.0099733662477451,0.0054552923628376,1605.2827885634606,-42.0,4637.0,24277.0,0.0785440737554712,0.1055923047742467,0.0776891215033861,0.3545831475715956,0.2972112798545048,0.0385209921872496,0.0478590803535457,-16.881548709325443,50.63735186532375,20378.593999917462,23156.40600008254,0.7936025487829642,0.0313958830700917,0.0467845266345662,0.1070878787986014,0.0144046209167654,0.0046534669803521,0.0020710748166588
73096,-5.0,2361.0,9974.0,0.6556683874922083,0.1071826330056171,0.1462896484883889,0.0424214741970911,0.0125773439441502,0.0192075381738155,0.0166529746987286,463.5023617514277,2.0,4282.0,9346.0,0.1290991138641012,0.0346287479249949,0.131399781695754,0.2313822978888148,0.43559785248095,0.0034615563317365,0.0344306498136483,-7.278634440300152,69.27327697361306,11334.456177500166,7985.543822499835,0.676307413202497,0.104278454590896,0.1385452272085569,0.0411153500935087,0.0136404904470716,0.0146633983821453,0.0114496660753243
145272,-20.0,2645.0,1859.0,0.6839959301503344,0.0285753205051441,0.0627886529647051,0.1623677287145694,0.0178088784852497,0.0190032417481577,0.0254602474318393,734.8231428628353,-20.0,3972.0,12290.0,0.1191659171560172,0.0439746157177964,0.0948273205337327,0.3224292704106702,0.3306104717965233,0.0209020799963393,0.0680903243889207,-26.227747256722267,63.82407784379893,3179.074761458128,10969.925238541871,0.8223310632763227,0.0502785102555717,0.0452309434968523,0.0711277377136805,0.0058697319361497,0.0026455590532368,0.0025164542681861
237524,-46.0,2196.0,16148.000000000002,0.680870913369127,0.1221596045190313,0.0673167431070042,0.0666818292095955,0.0413761932267102,0.0129398621530494,0.008654854415482,1280.345732340912,-31.0,3980.0,20145.0,0.0854517952069104,0.0735448808960817,0.0510198408820732,0.2637554925805132,0.4611350366872905,0.0105700459671544,0.0545229077799762,-47.533375271712856,47.151721754997766,15052.399553971429,21240.600446028577,0.8245538380175427,0.1211704688239244,0.0338916539471353,0.0139200914600645,0.0056290339153815,0.0005822814538438,0.0002526323821072
391426,-12.0,2788.0,16200.0,0.6720835881743619,0.0300386914953166,0.1317795378703249,0.1170505802633432,0.030034734821752,0.006434148489798,0.0125787188851031,534.2465017035148,-31.0,4675.0,6836.0,0.177299530701719,0.0580074043371665,0.0158305366447285,0.2258991639356444,0.4461706858229317,0.036238910163912,0.0405537683938976,-18.428717754004,59.1993401962539,15753.35164968328,7282.648350316716,0.762384050339951,0.0316657158739341,0.1145441543638864,0.0722798572390115,0.015104727561507,0.0016306669983298,0.0023908276233799
450323,-49.0,2572.0,24445.0,0.7395980134335576,0.0530073748349189,0.1139737679777701,0.0416232862271714,0.018648288299319,0.0164046391088384,0.0167446301184244,1413.5049998122558,-24.0,4126.0,24298.0,0.0854084071421444,0.1303335627351627,0.0570213657492307,0.5848443691537291,0.0599394230446448,0.0780470375082273,0.0044058346668609,-52.68335602491314,41.07359730993102,22478.344042264667,26264.65595773534,0.8832208320139705,0.0537241387295125,0.0526564175349752,0.0073744965574861,0.0020813436058485,0.0005732889918696,0.000369482566337
154201,-27.0,2635.0,24418.0,0.7285322882121466,0.0778831588983128,0.1012036128568569,0.0457171765103733,0.016929827594852,0.018248559146662,0.0114853767807963,478.0059020989924,-24.0,4583.0,7005.0,0.11328415060386,0.09094944826372,0.0401015775346476,0.2691072064800576,0.403588601135352,0.0356237398531096,0.0473452761292528,-31.822914790020235,47.13501085829228,23139.33775731656,8283.66224268344,0.7982784811321312,0.0806847631431307,0.0838930281416305,0.0249676651193671,0.0071728296244716,0.0034573246579531,0.0015459081813157
377983,-43.0,2102.0,21101.0,0.7361551963379136,0.0642652127303989,0.0805614229250961,0.0544860355902347,0.0263311840077712,0.0174138483013852,0.0207871001072001,1039.711093530908,-28.0,4851.0,12898.0,0.071975068885061,0.0794264505746898,0.018829166119639,0.3803117823022645,0.3143568250657911,0.0608492803303705,0.0742514267221839,-43.78435225704496,62.57225292490284,18986.71208633714,15012.287913662864,0.8606869347452036,0.0657718541381599,0.0500911707693124,0.0160428544029239,0.0052448311672581,0.0012120166978036,0.0009503380793379
438975,-23.0,2221.0,12237.0,0.6058211276536115,0.1324354963778156,0.1097311538342579,0.1189933894026799,0.0088582088898175,0.0172078118094008,0.0069528120324168,631.832845762221,-6.0,4050.0,11004.0,0.1306595760508216,0.1083230725322872,0.0242495714096649,0.5625344239255485,0.0288238918078057,0.024653331417153,0.1207561328567188,-24.26577951341261,61.12963734015415,12534.915503877606,10706.084496122392,0.7006130260047181,0.1474587512226178,0.0873248018842548,0.0577331281388913,0.0032752058921696,0.0027840336554306,0.0008110532019174
116208,-4.0,2104.0,22938.0,0.602954143823907,0.1618105262568598,0.0539466548086975,0.1382883188615387,0.0079998531447067,0.0264245420299662,0.0085759610743237,1360.7852237979644,-44.0,3724.0,23355.0,0.19309697979025,0.1294610951982505,0.0194291232181819,0.0342584725127851,0.5554175638042551,0.010314959974927,0.0580218055013501,-11.411880927464438,40.54973573895592,26695.359841556965,19597.640158443028,0.6781575912175956,0.1529431711006922,0.0452194639037599,0.1022760212648009,0.0054247964936615,0.0125577008749993,0.0034212551444904
356405,-47.0,2451.0,24857.0,0.7021832482477163,0.0326434988016287,0.1489976092830497,0.0717364364440068,0.008065618856829,0.0218692403867585,0.0145043479800108,631.6114317728491,-29.0,4761.0,5153.0,0.0908857979837699,0.1106539066255653,0.1109346705089512,0.3888629816841396,0.1882883332652643,0.0364120917830955,0.0739622181492141,-50.50905989179879,43.56773341669742,19966.82513999411,10043.174860005884,0.8910480341055098,0.0317180271953544,0.0638384843108851,0.0115743704690858,0.0008220601355899,0.0007023580619821,0.0002966657215929
725258,-1.0,2265.0,8758.0,0.6614989620709125,0.112995490146005,0.1368997621220914,0.0494489963822569,0.0073655624734077,0.011788131303631,0.0200030955016951,736.4127036079897,-40.0,3565.0,12089.0,0.1223889411261275,0.0336722571800107,0.0632948353837434,0.1641511597322538,0.523724670230874,0.019965441558829,0.0728026947881614,-8.763031218705635,50.19077982112424,10112.70390722455,10734.29609277545,0.700297563429514,0.1028381151917786,0.1200062623555276,0.0434699752726499,0.0069909529316815,0.0099349529113682,0.0164621779074802
626335,-35.0,2605.0,10494.0,0.6507988656126049,0.1280055633959575,0.0942466403268035,0.0859478897981311,0.0050072432007429,0.0192039595302257,0.0167898381355342,265.63041665913056,-10.0,4219.0,4739.0,0.1645545388133209,0.0343749048189679,0.0385834027848182,0.3793226305123381,0.2279655298771041,0.0594571969117776,0.095741796281673,-39.85444362436931,41.73987956535598,9569.28937692288,5663.710623077124,0.7838224550037888,0.1317290827894604,0.0569034910551923,0.0244419423129803,0.0009749364306799,0.0013413415155998,0.0007867508922982
154826,-29.0,2615.0,11227.0,0.7156252349132647,0.0188972237456687,0.1536046563204327,0.076580046188413,0.0113660437520067,0.0092610350936875,0.0146657599865264,1010.833479266743,-27.0,3703.0,15675.000000000002,0.0808967312273028,0.0285003348893716,0.0570675415915392,0.5764113495129302,0.2404352168565318,0.0120072273007062,0.0046815986216181,-33.53050686984406,56.76076470238007,10900.136194442854,16001.863805557145,0.8311382949041491,0.0203815615276611,0.1119086404713577,0.0309794797613098,0.0033360505241847,0.0010772617431481,0.0011787110681891
155065,-10.0,2011.0,9258.0,0.6319816657946234,0.1159743334690067,0.1286653666731783,0.0848304217535578,0.0161465051843718,0.0144327579581964,0.0079689491670653,764.803507735445,-10.0,4319.0,19335.0,0.0785181452245962,0.1429533142028528,0.1025549652774065,0.5539358438425758,0.0515661406707144,0.0350291194269545,0.0354424713548994,-10.854605774442804,39.35255998619874,11092.563020765609,17500.436979234397,0.6454067156740811,0.1433894256852614,0.1134999000682569,0.0727327420076379,0.0126939754546141,0.0083427612965461,0.0039344798136022
602477,-9.0,2790.0,18121.0,0.6737838050115463,0.1068902314474846,0.1109153423566886,0.0599658503207254,0.0197997363524686,0.0104383251319669,0.0182067093791193,991.8826741983538,-9.0,3667.0,17823.0,0.1013194239291427,0.0523467259876227,0.064403813804128,0.5365310911277653,0.1385758524729148,0.0384689545634905,0.0683541381149356,-15.138755040773503,65.72299243527021,19499.60222991252,16444.39777008748,0.7104095086224412,0.1098100848240278,0.1040970254807468,0.0490659180956956,0.0145316648404913,0.0050027686400929,0.0070830294965042
229241,-9.0,2582.0,12211.0,0.6775752929231601,0.0713244442244142,0.1518867823990141,0.03854139850358,0.0278865773685962,0.0111273315454661,0.0216581730357691,493.27909794524425,-18.0,3878.0,7583.000000000001,0.0610888564163928,0.022019923948682,0.1512303212228612,0.3659862301782728,0.3559146196366206,0.0148034667513206,0.0289565818458497,-13.697202195250668,66.12100968577101,12068.564117262404,7725.435882737597,0.7166322703486008,0.0729492443226076,0.1447885565077105,0.0314115381656214,0.0204189686999636,0.0053386300229966,0.0084607919324995
53686,-32.0,2449.0,22700.0,0.584105326383259,0.1491148374758438,0.1709212152159856,0.0509475887973933,0.0190351774861711,0.0170518532606152,0.0088240013807319,632.3137445709133,3.0,4296.0,9423.0,0.095244034660685,0.1371615035404657,0.0979837615181697,0.1285668090115402,0.3994050859510674,0.0413191861486627,0.100319619169409,-35.60116346968829,49.95016120838278,19453.800726051843,12669.19927394816,0.7244578059174313,0.155505982009569,0.1006722820375147,0.0141067958205831,0.0036326357078379,0.0012009883793471,0.0004235101277166
734391,-36.0,2761.0,11373.0,0.6700456455627694,0.0878247277893342,0.0860226336563373,0.1058206372195671,0.0256910550718974,0.0135346078118672,0.0110606928882271,1094.8520780575134,5.0,4430.0,20476.0,0.1323477567020646,0.0630194004603645,0.0825607470602377,0.2446159768508262,0.4022503806228521,0.028908039008821,0.0462976992948337,-35.334239603958764,69.82294604401324,12927.92865095923,18921.07134904077,0.7873663819947083,0.1080364569745991,0.0632488100823782,0.0341025910316966,0.0056143903327692,0.0010512449689192,0.0005801246149291
672063,-34.0,2706.0,9124.0,0.6738502872417415,0.0528977249881112,0.1423475663468478,0.0900680960400262,0.0102626382264005,0.0178066165560911,0.0127670706007818,486.3890556901068,-41.0,4636.0,9781.0,0.0899612411933934,0.0695843192019094,0.1118886807791667,0.3215189385748414,0.3385909780586763,0.0132455180206041,0.0552103241714085,-39.31215030668443,19.802828674352497,8095.81515406718,10809.184845932825,0.8330778373076336,0.0548800121924154,0.0839818116751615,0.0244416103897943,0.00189241403381,0.0011665659427552,0.00055974845843
153151,-46.0,2277.0,9176.0,0.7028087164988768,0.1526692128894751,0.0457964646665298,0.0432281274162329,0.0315825061224753,0.0076165935081275,0.0162983788982825,977.8438198786102,-6.0,4337.0,24620.0,0.2113132618620407,0.1575165700365149,0.0651836037837813,0.0600448537482506,0.4666778917249764,0.0287445455478744,0.0105192732965617,-36.53144303679542,50.78259264142355,15708.021934159788,18087.97806584021,0.7317561313760399,0.1984830041723245,0.0371257298991452,0.0206270566931501,0.0100564606864105,0.0008029838722936,0.0011486333006359
678806,-40.0,2517.0,13449.0,0.6928128566894891,0.0356942567172206,0.0717943219215306,0.1293135303579346,0.0254299515916275,0.0204363415875553,0.0245187411346418,451.9136803905392,-39.0,3572.0,6192.0,0.2597022276384531,0.2036155641137304,0.1834284622021494,0.1244586373963571,0.1790878956398402,0.0436121543934508,0.0060950586160187,-43.04494573873046,32.36923161281061,12240.288100782804,7400.71189921719,0.8859010765481793,0.0398934428762369,0.0391565074432082,0.029434914232822,0.0037972909829969,0.0010184215360383,0.0007983463805181
166432,3.0,2083.0,22459.0,0.6624058935487401,0.0691036486986904,0.1178768217184154,0.1157248129009092,0.0062305022066651,0.006728157602245,0.0219301633243345,1285.4163624867676,-34.0,4817.0,20237.0,0.1129109215912722,0.0679870498277091,0.1253375065673135,0.3001713606312565,0.3638446547828254,0.0029692926589598,0.0267792139406632,-1.986614267169216,57.00091821594924,24919.55501816991,17776.444981830093,0.6814390784625053,0.0704477423995648,0.1090913489726148,0.1062400557844139,0.0069523417330796,0.0060655037947699,0.0197639288530512
476971,-20.0,2736.0,14487.0,0.7293524467592296,0.0563207269096163,0.0360526504574076,0.1210625283959347,0.0222480344768027,0.0164773857249909,0.0184862272760179,194.2630004513468,-5.0,4129.0,2751.0,0.2247963694423554,0.0545374537253265,0.1663746754762907,0.1169044639763477,0.3204932458427396,0.0345991445935143,0.0822946469434253,-24.978552507283663,56.77488858176668,13565.52506056345,3672.474939436549,0.8208583493582879,0.060753044644812,0.0311369806580958,0.070562214110407,0.0102566730121108,0.0035427843028046,0.0028899539134816
20488,-48.0,2346.0,2878.0,0.6825655325094239,0.047989155075569,0.1481361540631383,0.0747852216951486,0.0246856542975111,0.0167323381018465,0.0051059442573622,303.5476495169668,-1.0,4676.0,5190.0,0.1800644546156905,0.040270835019078,0.0568048596227464,0.4895940277227586,0.1159641020126969,0.0455130291016188,0.0717886919054104,-43.12585678193955,73.35227895058938,3417.3208586271603,4650.67914137284,0.8371523411576547,0.0604038411612243,0.0827932563277425,0.0155064297434434,0.0032756971732705,0.0007242042149994,0.0001442302216649
431247,-30.0,2538.0,18226.0,0.682373160144721,0.0696901792166539,0.0724832638377665,0.1197820818075178,0.020163877821881,0.0170771062141851,0.0184303309572742,1727.869863509239,-33.0,4047.0,23748.0,0.1122997845118343,0.069243878543026,0.1138416365811815,0.2768835524206159,0.3698472662753445,0.0161395314997166,0.0417443501682809,-34.26818519153784,58.52920186348689,18021.2058463228,23952.7941536772,0.8254179402118469,0.0736648726788598,0.0499421250884873,0.0429616558982058,0.0051346823890444,0.0016557578808855,0.00122296585267
155936,-44.0,2524.0,7455.0,0.6977807823622526,0.0481977793774653,0.1062697144244219,0.0916494745666273,0.0311414892403456,0.0145780153650723,0.0103827446638149,1227.7216360072694,-16.0,3786.0,22524.0,0.0536003181298542,0.0456151987559979,0.1476821169562829,0.4493878490444262,0.2716845148516805,0.0087142819838483,0.0233157202779095,-46.12303516557972,54.305257601511926,7030.461457367006,22948.538542632985,0.8682929173175372,0.0545291755647573,0.0537941730290665,0.0184348241187162,0.0040449632346207,0.0006184405110504,0.0002855062242514
215231,-21.0,2323.0,13513.0,0.6488933410448432,0.1496401539748881,0.085569816922437,0.0658336872290795,0.0222784019395191,0.0153124097263322,0.0124721891629007,1097.5720444137055,-33.0,3832.0,15398.0,0.1090743434767363,0.0440725592495655,0.1056936455720348,0.4594005245438612,0.2408282679407741,0.0084598779478726,0.0324707812691551,-25.34848273468052,63.17877334919035,14182.018847475025,14728.981152524975,0.7261115316019746,0.146393181641766,0.0716073896049401,0.0392489709889095,0.0107648690971939,0.0036679437378646,0.0022061133273507
588307,-28.0,2280.0,7530.0,0.7028521138120906,0.1373733563272122,0.0522123535236674,0.0746108076735214,0.0146133527028803,0.0124733948601066,0.0058646211005211,561.2668131285192,-7.0,4604.0,10075.0,0.1272287255095291,0.1016059873532427,0.0197171702980223,0.1968052574384296,0.5409533253252428,0.0036452746937155,0.0100442593818175,-28.91699340020608,66.12204848807613,8746.71826744426,8858.281732555737,0.7452168797913208,0.1500582617992356,0.0452629194444228,0.0478034135176744,0.0075176297136822,0.0030836065452282,0.0010572891884357
348573,-18.0,2632.0,8319.0,0.661674752312596,0.0958639677978161,0.0841024614749887,0.0995687486887952,0.0307481145389489,0.0119725419384917,0.0160694132483634,472.07090650686695,-15.0,4258.0,10648.0,0.0625932861467533,0.0880986916282685,0.1714535291002507,0.0514964599458702,0.5156329195556054,0.0657277549440493,0.0449973586792023,-22.408716899287867,40.0115532975646,8028.76793051951,10938.232069480491,0.7466353441389855,0.1049163872941652,0.072125130944061,0.0572459113761598,0.0139846600576081,0.0025669033749474,0.0025256628140726
371921,-13.0,2271.0,23748.0,0.6334432156728401,0.1053929467712992,0.1482541131082212,0.0827477606852761,0.0058422209075735,0.0142496368182493,0.0100701060365405,299.72547479818127,-20.0,4811.0,3267.0,0.0929042667852858,0.0510322562951375,0.060678906367137,0.3576051938094316,0.3576733247737046,0.0461192515176663,0.0339868004516369,-15.34276583097602,67.00413259757192,22642.45805299712,4372.541947002893,0.6761387612102171,0.1091452141907341,0.1386541019219976,0.0631409297673145,0.0039052100691803,0.0057728062718108,0.0032429765687451
508377,-21.0,2403.0,5569.0,0.7691237720670969,0.0265594290796436,0.0461831209927231,0.1040785220251018,0.0324611974261768,0.0057597361028642,0.0158342223063935,726.8623334325273,-8.0,4641.0,16481.0,0.1590669458132484,0.0946653132987,0.1667202125461843,0.3857127984257433,0.1225339046330836,0.0584474910757356,0.0128533342073046,-21.6235678492597,50.07741144999147,8644.896632200886,13405.103367799113,0.7819106740128031,0.0757367760695842,0.0507728715621393,0.0684516050154373,0.0179462997695478,0.0016883821183881,0.0034933914520997
216325,-40.0,2583.0,14109.0,0.6435286034286591,0.0961062893663242,0.0782650905899571,0.0946895009399819,0.0333425946831253,0.0277320929211515,0.0263358280708007,484.9497022276257,-2.0,4284.0,5764.0,0.2059403547175911,0.057483458524486,0.098974666433842,0.1110995608726886,0.4395590306362232,0.0719881095140406,0.0149548193011282,-44.05288406726814,65.720743727095,12230.497503942766,7642.502496057238,0.8349543865408472,0.1009162468011109,0.0388779946900291,0.0189707783582536,0.0043428187243751,0.0011966372828631,0.0007411376025206
235706,-21.0,2158.0,10262.0,0.6907909629988253,0.0685557160596467,0.073402989493847,0.1194776083476442,0.0113018461622722,0.019837416456354,0.0166334604814104,1375.3489006093678,-10.0,4365.0,22285.0,0.1193714916933028,0.0285746258802151,0.0703732239366697,0.2434598250731515,0.4724379059412294,0.0176448362749876,0.0481380912004438,-22.16379236257231,72.74578940720835,12201.923774546083,20345.07622545391,0.7814030217203922,0.0697919696547165,0.0634699048666133,0.0723967644279617,0.0054747523890499,0.0046148968186276,0.0028486901226387
116684,-13.0,2094.0,12559.0,0.7015915514998724,0.0963988133453906,0.0500351854637225,0.1133767489935277,0.0113692522337458,0.0144594384903883,0.0127690099733524,958.254947379466,-42.0,4834.0,14609.0,0.161449289820833,0.0340005437714309,0.274788984279258,0.1465821573491833,0.2016029247357786,0.1152496714193702,0.0663264286241458,-18.37289345577898,50.127255599422085,14329.689411256437,12838.310588743558,0.7668203595650527,0.0881325666830287,0.0429760818074362,0.0836780843200935,0.0075567142011154,0.00631001900195,0.0045261744213231
634023,-5.0,2238.0,19660.0,0.542273673228153,0.133141992598854,0.1916012763992972,0.0891619801531087,0.0187117146782873,0.0155184926683937,0.0095908702739056,1317.3112473185683,-22.0,3557.0,21632.0,0.1248828821678125,0.1002868982508058,0.0737149410281204,0.1182766202620021,0.4654545399349371,0.0476027510554383,0.0697813673008835,-10.198581950949972,59.821478437953886,21606.97249366547,19685.02750633453,0.611764797407974,0.1381417419293941,0.1665907074233069,0.0630850044444691,0.0115970511205943,0.0058937432472867,0.0029269544269747
567100,-30.0,2663.0,20063.0,0.6683926528770145,0.130699632943451,0.0534053859483152,0.1030149136151378,0.0240286836216108,0.0131700679908023,0.0072886630036679,321.35783276420125,-27.0,4411.0,2411.0,0.1840375164234908,0.0123137770224671,0.055263750165246,0.5778095059947127,0.0959803883821458,0.0593478519341475,0.0152472100777898,-35.1525278807365,54.596188789494136,17729.363819304876,4744.636180695125,0.7779346546857561,0.1362252373427423,0.0377994182175716,0.0394595951973835,0.0066275447999651,0.0014145266322093,0.0005390231243717
533974,-41.0,2425.0,16729.0,0.7912799703842799,0.0696723125963137,0.0301133216512172,0.0648912608947357,0.0129350591509211,0.0131525731303798,0.0179555021921524,722.6728701996345,-30.0,4661.0,10426.0,0.1338039848090675,0.0108215208791181,0.0976472998923618,0.3027315070566319,0.3626432649275271,0.0239206859178989,0.0684317365173945,-44.4969757384963,55.3949562060605,16470.654931153942,10684.345068846058,0.8768106953400401,0.0700806883178436,0.0216044669223055,0.0253641255768317,0.0035777052572942,0.0013447363656714,0.0012175822200133
705276,-42.0,2502.0,17499.0,0.6374257704389065,0.0844594538187319,0.0579405481031635,0.1645811659907686,0.0081520953957427,0.02078377811709,0.0266571881355965,418.4832732168221,-19.0,4635.0,1535.0,0.0534224961257697,0.0339045449858592,0.1243761750096899,0.4018264296259321,0.3215892419146948,0.0207461645485122,0.0441349477895418,-45.80882015392203,56.31291315635241,13052.54874940935,5981.45125059065,0.856419334233791,0.0859473196359267,0.026352147110066,0.0289501962143188,0.0009255410148047,0.0007660949133577,0.0006393668777346
115258,-35.0,2043.0,19692.0,0.6420707976323946,0.0721770557272602,0.106446398108902,0.122759665582288,0.0280756072529017,0.0169676397043336,0.0115028359919196,1035.4935942480404,-17.0,4443.0,14788.0,0.0881884999518013,0.078502831700622,0.1326688701244753,0.3880004911517571,0.1962627211375255,0.0543370587512078,0.0620395271826108,-35.215475163945825,54.65749342184222,16963.568590140665,17516.431409859335,0.8120938732394776,0.0777792354711989,0.0663994586483405,0.0361979668421861,0.0056989396248239,0.0012547180968312,0.0005758080771415
478502,-34.0,2431.0,3129.0,0.6818290603631962,0.1042596175834942,0.1093670078199275,0.0555745092481356,0.0164884860918666,0.0165613806826518,0.0159199382107277,572.6331757564441,-45.0,3571.0,11855.0,0.1089281227699549,0.1054271604143542,0.1805587093735429,0.2432799615856121,0.3070226836363998,0.043121747007332,0.011661615212804,-40.221991208571694,20.75691852138096,3922.201394469312,11061.798605530688,0.8081071152452448,0.1012296958584687,0.0670718750520253,0.0176527343909221,0.0036741474907144,0.0013749449608585,0.000889487001766
87720,-32.0,2800.0,14411.999999999998,0.5533874647963805,0.1508195073551943,0.1618582691239443,0.0733475953817978,0.0245021225516601,0.0116739713596232,0.0244110694313997,296.76284382866226,-21.0,3733.0,6416.0,0.1764664352050987,0.0933085670527325,0.1207959499054364,0.3757027353730104,0.1664396656323692,0.0468381551153245,0.020448491716028,-38.52962729801504,10.627843659794166,11868.25438296766,8959.745617032338,0.7451049069323078,0.1553593371075602,0.0797267830862547,0.0151160100834037,0.0033554091976717,0.0005575221620998,0.000780031430702
39013,-43.0,2791.0,11835.0,0.6524145246276468,0.103974023766501,0.0762229336366415,0.1366686880121496,0.0058350212366216,0.0175837748973297,0.0073010338231092,1195.596854459828,-8.0,3805.0,23029.0,0.1439733129450478,0.0782636329366481,0.0933669319524218,0.5299084550065778,0.073438170544911,0.0636467942814841,0.0174027023329091,-43.53269054264814,56.47202055160648,13415.708472427154,21448.291527572845,0.8060496256040248,0.1229156740713938,0.0414072797061455,0.0278951267478156,0.0007684821591888,0.0007576880144831,0.0002061236969483
719394,-37.0,2725.0,21358.0,0.575058279978668,0.1217251025971943,0.1668962872079565,0.0650377877549584,0.0331978974045862,0.0160021053458548,0.0220825397107814,1457.2887808764283,1.0,4049.0,24029.0,0.1458732843429363,0.0554582201108561,0.0472967415331354,0.4723298320603373,0.1437228279736823,0.0987095043656175,0.0366095896134348,-40.82219116725534,64.94580373324919,20165.93823172482,25221.061768275165,0.7719156713894981,0.1331779644829272,0.0777812086614789,0.0119256742012809,0.0039646347014062,0.0006457212038816,0.0005891253595267
650031,-17.0,2173.0,23425.0,0.6138358841749052,0.1204472502412558,0.1121981477832599,0.1112456923017463,0.0089221906376246,0.0163629931425136,0.0169878417186945,1025.861569034152,-36.0,4550.0,15093.0,0.1554404396684002,0.0919783508956406,0.0703440084849403,0.3353728804873981,0.1869502560226424,0.0681543585260859,0.091759705914892,-19.85954269074361,45.01121231512491,23361.98017404434,15156.019825955664,0.7071165452051156,0.1225254592201922,0.0943240489037586,0.0650678573299315,0.0042096293444903,0.0038092876290677,0.0029471723674439
83649,-27.0,2461.0,10371.0,0.7043415110601579,0.0607259919688414,0.0749740686571884,0.1184542999791976,0.0268657678099081,0.0094342751812417,0.0052040853434649,665.3553440387893,5.0,3757.0,19702.0,0.0821247198257255,0.0578939014021341,0.097389504383967,0.4318446137302223,0.2983877332638064,0.0283485014708523,0.0040110259232921,-27.05487419444566,43.8086335728255,10924.773076464857,19148.22692353515,0.78450953395815,0.0766324806193277,0.0652578994441838,0.0610567942872702,0.0104017667344312,0.0015391726738756,0.0006023522827612
404480,-44.0,2472.0,10452.0,0.6420831603285502,0.1016697057020108,0.0982618594262566,0.114494915061597,0.0185282606125356,0.0153764656290259,0.0095856332400238,1096.8100765357078,-35.0,3857.0,22316.0,0.1074396415194295,0.015628597190992,0.1135162019326656,0.2893924853907324,0.4306025414350835,0.008289528395509,0.0351310041355876,-48.74241517400955,80.88693623644389,10649.67140892107,22118.328652113705,0.8431002708784199,0.0955702859763103,0.0407665816326078,0.0180137859421553,0.0018581827722286,0.0004930894252478,0.0001978033730301
204443,-43.0,2112.0,19599.0,0.7450049586681626,0.1013777722410252,0.0449431041725827,0.0560053740720872,0.0309986408184855,0.0158491101425258,0.0058210398851306,1308.214597937544,-3.0,4575.0,23451.0,0.1122522878897231,0.0173923071889244,0.0521292850155691,0.3886799259977954,0.3714877925762799,0.0285154543708791,0.0295429469608289,-42.21448819486125,66.43191862445923,20292.594362523207,22757.405637476804,0.8334562804332415,0.101877525995332,0.0335407079695774,0.0210963838446055,0.0081384467447725,0.0015184970239232,0.0003721579885476
398484,-22.0,2245.0,16208.000000000002,0.6787582610895377,0.0264319725888216,0.1216050170920277,0.1445163220209592,0.0041310928174303,0.0140891817006089,0.0104681526906144,399.9076597349271,-22.0,4663.0,3779.0,0.0711844597032341,0.0228353013710203,0.1648957650308739,0.5213196917936067,0.029525753326427,0.0725683174581995,0.1176707113166382,-23.90934112648173,67.82940404267924,14141.433990934987,5845.5660090650135,0.7930072102490657,0.0284667890651225,0.0992603773139055,0.0738521652572715,0.001625732617908,0.0024637615124307,0.0013239639842957
565435,-2.0,2638.0,11357.0,0.5904723512275104,0.0544380033393751,0.1519183534693933,0.1594978648773964,0.0281858001460705,0.0060043316347632,0.0094832953054909,1115.2372025789589,4.0,4037.0,22963.0,0.0866482466440569,0.0503490531236649,0.2446056884103274,0.1381680883457327,0.3176591107416725,0.0905053209238163,0.0720644918107291,-6.721078444423426,63.14247624536108,13078.65619482085,21241.34380517916,0.6507173564661565,0.0686123217494054,0.1428223226393762,0.1154083680921238,0.0175566921877531,0.0021675765241235,0.0027153623410614
511416,-32.0,2758.0,9482.0,0.6114509321393038,0.0277981586195069,0.1430687593060655,0.1593474317416088,0.033935297765753,0.0140692523303127,0.010330168097449,1439.8199830572005,-46.0,3685.0,18260.0,0.0677513097711538,0.0231802640565788,0.029612678984109,0.3811492450369559,0.4298185742495241,0.0362847928448545,0.0322031350568237,-37.41503484512416,57.2506944633422,7860.427308145494,19881.572691854515,0.8533142952153022,0.0299590116402039,0.075409898503006,0.0352515089742921,0.0049966711573446,0.0007168608617501,0.0003517536481007
