,"1 temperature, C","1 pressure, kPa","1 mass flow, kg/h",1 Methane mass frac,1 Ethane mass frac,1 Propane mass frac,1 i-Butane mass frac,1 n-Butane mass frac,1 i-Pentane mass frac,1 n-Pentane mass frac,"3 temperature, C","3 pressure, kPa",Q-100
565621,-24.0,4551.0,2508.6385725186474,0.8448597295578639,0.0289400668871428,0.069116084847721,0.0474857350874852,0.0074393955815508,0.0006186617065598,0.0015403263316761,-52.264832028436985,2192.0,33.23528756027099
247274,22.99999999998744,4810.0,1089.0,0.6987021929452877,0.0337540896293888,0.1125151627920002,0.1059402767278104,0.0344705117717668,0.0094367731023135,0.0051809930314324,-8.0476576128724,2395.0,15.400742486546504
34717,12.0,3828.0,5518.0,0.6421858319827171,0.1445925478407279,0.0854695452954098,0.1057061759512661,0.0071592911625804,0.0061173629495069,0.0087692448177917,-12.47985913881888,2181.0,60.575669348823794
115984,29.0,4054.0,7282.0,0.6326222859629157,0.1165522647240729,0.0962806000819027,0.1150530617630999,0.0184964483971694,0.0173499469131695,0.0036453921576697,-1.6383001711890302,2216.0,90.18990249135824
474806,34.0,3839.0,19656.0,0.6984545648306076,0.0623692864593547,0.0788391067673567,0.0843820189178216,0.0359872936281046,0.0127843934373286,0.0271833359594261,10.451918003588617,2477.0,194.5553707003164
111528,23.0,4682.0,12359.0,0.6856824067387427,0.0703274949321833,0.1182976593854935,0.0720783398339662,0.0284098202818555,0.0151480779231384,0.0100562009046202,-8.794793541626746,2330.0,175.15957470989633
595647,42.0,3648.0,21199.0,0.7211753721939023,0.10905333658093,0.038084006742608,0.0841760703712436,0.0311437742047198,0.00825438703051,0.008113052876086,16.60535360979418,2281.0,242.7616107317699
467633,21.000000000000057,3602.0,12526.0,0.6248902186396651,0.0776621861958619,0.1187780746648289,0.1270160457929795,0.0251038581569478,0.009816501078234,0.0167331154714824,2.3156086039037405,2318.0,110.47177193602327
583202,39.0,4004.0,3575.0,0.7831020056410548,0.0871435274281967,0.0451596177561898,0.0448980186553965,0.0052667182202729,0.0176141686012301,0.0168159436976588,2.693430471139948,2050.0,58.970060589422246
489314,23.999999999954127,4199.0,14757.999999999998,0.7150646311507272,0.099158459917633,0.0300111498833159,0.0884444735453136,0.0345900065332012,0.0195322944714493,0.0131989844983597,-9.648022768538226,2023.0,230.46813636730803
185294,46.00000000003888,3649.0,19616.0,0.6644007454919842,0.0368230899239067,0.1377698242013555,0.1050106397991313,0.0239565151874699,0.0245915548896952,0.0074476305064572,25.57020489583482,2488.0,174.33372741011408
194015,-24.0,4415.0,20420.19259029972,0.8046701537963408,0.0736581803467419,0.081038234019802,0.025846131830381,0.0120880297510514,0.0013312351441035,0.0013680351115792,-45.884693141245634,2527.0,204.0349813505527
51568,23.0,4737.0,4637.0,0.6416701892008065,0.0303483457490103,0.1932656632484329,0.0645359146121992,0.0300019437516294,0.0238083131532809,0.0163696302846406,-6.518538233426796,2191.0,68.78537876883092
376714,27.0,4052.0,19898.0,0.7190845236028826,0.0600728405236855,0.0444851464191392,0.1325255193099069,0.0209227943070843,0.0068914314345465,0.0160177444027547,-2.092269310019333,2287.0,248.9349597797518
452170,2.0,4238.0,15010.758504052626,0.7456943761549456,0.0424667275483943,0.0725437458807349,0.1023853962713707,0.0199195862223774,0.0121193949320356,0.0048707729901414,-21.469216894265287,2247.0,188.7442788944063
57160,-4.0,4125.0,5368.581209380799,0.7164144742411152,0.0690199755745053,0.1362238026944323,0.0604675185485173,0.0046921693085643,0.0081750925672286,0.0050069670656369,-23.403066881862003,2466.0,52.420355253382695
336047,39.0,3519.0,15569.0,0.6386346963634966,0.152674794383085,0.1037204389188029,0.0730902687980947,0.0069852850798634,0.0112418267005033,0.0136526897561539,11.676951231780436,2096.0,181.7715293235924
1984,18.0,3777.0,22600.0,0.6843039606408098,0.0800101302729309,0.1381723508269852,0.0576882082516547,0.0268849299222593,0.0074904629612227,0.0054499571241373,-9.740686333126632,2178.0,257.7149151036683
118004,2.0,4560.0,10305.245746063916,0.7224190262189352,0.0689009618201918,0.0794369220682781,0.0973836672586785,0.0148483206427025,0.0140037554514882,0.0030073465397253,-23.64199913862683,2285.0,136.38873314894045
348404,-1.0,3963.0,4845.492894445237,0.7161935841976339,0.0291337193747583,0.1532207555874487,0.0739414192937544,0.0212775471417363,0.0035460688656957,0.0026869055389725,-22.259032797303064,2166.0,56.188871287976326
257671,-13.0,4656.0,2307.050183959644,0.7907265690095048,0.0603621548949168,0.0679703114904245,0.0556352511105175,0.0199693979545717,0.0027316123684887,0.002604703171576,-39.72155561271524,2325.0,29.81220409307161
64951,-7.0,3757.0,1566.2632331962693,0.7626210905344052,0.10278631176739,0.0567594202564262,0.0370501336607726,0.0192611713576274,0.0098131861918477,0.0117086862315308,-22.464187458167828,2587.0,11.79689569352513
288493,29.0,4514.0,7766.000000000001,0.6789886440834285,0.0345463645551576,0.0851327393726129,0.1437717147667053,0.0309475683317764,0.0103734723718212,0.0162394965184977,-0.2541212974571749,2332.0,106.00204726260564
36573,39.99999999999852,4550.0,7113.0,0.7290530870517546,0.036884145451236,0.1078978218848273,0.0776943901363976,0.0225625553032755,0.0094164531776264,0.0164915469948823,7.613167225996051,2518.0,97.03280080038805
103561,9.0,4631.0,23119.0,0.7292157025624295,0.0255989429146031,0.1228657982039987,0.0852858251469743,0.008164811075649,0.0121649730954561,0.0167039470008892,-14.488305594542169,2548.0,274.6208425033401
537891,-6.000000000023306,4308.0,20041.0,0.7267497691843586,0.1406652248484023,0.0454362505483565,0.0564415797914873,0.0208347474210531,0.0044651824599947,0.0054072457463468,-32.5200645538001,2235.0,247.5955730992282
272696,23.0,3721.0,18289.0,0.653261231532705,0.0799830377020299,0.1271683291225481,0.0887219353865015,0.0124141011645406,0.0205902166099926,0.0178611484816819,-0.0899668509488265,2255.0,189.3168428983627
396623,27.0,4576.0,5382.0,0.7267794565492912,0.0259648249222175,0.0875939643920431,0.1118028720566223,0.0184248324659309,0.0194886568861133,0.0099453927277814,-8.752054914863947,2099.0,89.06210148315586
464023,44.00000000001438,3555.0,12407.0,0.5993863725980334,0.1286015271610872,0.1470894742988463,0.1012842543308559,0.0040433856103868,0.0054309049888624,0.0141640810119275,17.370120530053953,2136.0,138.90620151196345
561576,-2.0,4503.0,22814.55096267587,0.7787842104442863,0.052903492125208,0.0753963410087235,0.0509940526009615,0.0159836353300124,0.0141115180000795,0.0118267504907285,-33.00950811107407,2049.0,352.7611437147534
367556,1.0,3868.0,4388.546879247065,0.6583802351720112,0.1088325261410978,0.1257946109011995,0.0762824573922318,0.0231919750059748,0.0028098224509656,0.0047083729365191,-15.719066283929124,2438.0,38.127910583443736
120821,-25.0,4443.0,6830.757997971762,0.779368675614313,0.1088523060841868,0.070936719503984,0.0319647448167733,0.0068968976512803,0.001445854519246,0.0005348018102163,-51.49220639929891,2213.0,82.25396963516869
261896,36.99999999999847,4261.0,14872.0,0.704945640602401,0.0939296966877654,0.0438238509660633,0.1030586567435623,0.0178403755017016,0.0091557449625119,0.0272460345359943,8.01832630833718,2501.0,180.1958459251473
