,"1 temperature, C","1 pressure, kPa","1 mass flow, kg/h",1 Methane mass frac,1 Ethane mass frac,1 Propane mass frac,1 i-Butane mass frac,1 n-Butane mass frac,1 i-Pentane mass frac,1 n-Pentane mass frac,"3 temperature, C","3 pressure, kPa",Q-100
158495,4.0,4394.0,1792.7013688320114,0.7042748761739831,0.0528144514829622,0.1529856572272591,0.0415683382735343,0.027068316468349,0.0136679003340593,0.0076204600398527,-19.5763647301458,2346.0,21.59279983298916
44333,2.0,4542.0,18777.71147566521,0.7512091974044851,0.0345650079173311,0.0863025788367579,0.0879712725986357,0.0231555339444754,0.0102979850953452,0.0064984242029695,-24.19508982257605,2248.0,258.5216451346969
219947,38.0,4392.0,5887.0,0.6646694420811791,0.0663109743652381,0.0977704853520151,0.125571204041628,0.023394664424995,0.0117581705877511,0.0105250591471932,1.0778975009370697,2174.0,88.5443034531354
131352,-19.0,4866.0,1823.0511930929167,0.7339063855887593,0.1436478407588757,0.0829754930088164,0.0247540393105014,0.0108788918773661,0.0010864771176973,0.0027508723379835,-52.06290404091973,2010.0,26.96421346679608
26197,-21.0,3680.0,15481.323756799107,0.8116913276747656,0.0418812944501816,0.0868943545629914,0.0503997882075578,0.0057937869276925,0.002018230103483,0.0013212180733277,-37.58928709734207,2375.0,130.34411158250805
44161,18.0,4453.0,2670.0,0.68043924429951,0.0475024403209787,0.1188465883346091,0.1071378650343786,0.027937943242735,0.0075287269192885,0.0106071918484997,-13.203496660955976,2034.0,41.24408833732741
356178,8.0,4852.0,12979.162846584366,0.6413780996349919,0.0990105403289245,0.1467698551613629,0.0906533618136357,0.0042325415248236,0.0116832426429995,0.0062723588932615,-23.198992971633345,2027.0,203.10233923280248
230003,-14.0,4599.0,4382.587398722605,0.7392749954739145,0.1127236303752129,0.0732177203141265,0.0663513778381648,0.0052725199077629,0.0021063641429931,0.0010533919478249,-39.5127770464093,2323.0,53.29544621866444
257562,28.0,4039.0,16023.000000000002,0.7212752782290496,0.1223103938943522,0.0692429858939597,0.0441240195441545,0.0062692485706949,0.0166497201053328,0.0201283537624559,1.3030444529716192,2475.0,178.06908742144878
404272,-12.0,4213.0,18204.18564265044,0.7203546167038355,0.1236049197363904,0.0868072766550898,0.0541301597389454,0.0092694440771992,0.0040768384752779,0.0017567446132614,-32.43476470493502,2454.0,179.56151969096754
425180,18.0,3887.0,3938.0,0.624904214472312,0.0896745525657292,0.1169310922259244,0.116446389867944,0.0376676075976125,0.0076025233838273,0.0067736198866504,-2.7819529129383795,2335.0,39.12773821850988
452414,-12.0,4703.0,5617.229645150862,0.7060411614972796,0.144690468057389,0.0755487825543025,0.0610719198311009,0.0104558781721861,0.0012180408635399,0.0009737490242021,-42.63726376177257,2029.0,81.72828147527434
586511,-18.0,4433.0,2163.212316545507,0.7293014066791128,0.1508114834663879,0.0625710719518561,0.0485354583086995,0.0047017911332266,0.002620540275309,0.0014582481854082,-38.90089842433133,2588.0,20.43310740553761
470046,34.0,4329.0,23113.0,0.593484264992466,0.1095462348281267,0.1340668249583133,0.1085149426109839,0.0344989323748654,0.0091832304440579,0.0107055697911864,0.982738213237667,2169.0,316.1940609248959
138389,48.0000000000054,3836.0,14046.0,0.6431671044029257,0.0724462423157032,0.169050420161899,0.0684649669626267,0.0118572401201821,0.0114555338690203,0.023558492167643,21.11567915740551,2315.0,162.1418571462582
146174,6.0,4483.0,2716.877088845196,0.6661715548229763,0.1092368249566555,0.1208516137329283,0.0630484056624915,0.0166577557861628,0.0137682538573903,0.0102655911813951,-23.252466572613912,2042.0,39.80118569612341
202068,12.0,4173.0,4644.0,0.7605081876184011,0.0223811058868835,0.0813720374120463,0.0762623770324409,0.0324771235603032,0.0146911492857293,0.0123080192041954,-12.899937592733238,2316.0,57.6161695101946
436513,12.999999999691624,3961.0,15603.0,0.6696387685116638,0.1382777063364295,0.1038508322350238,0.0515197207271577,0.004999498127239,0.0137022691513546,0.0180112049111315,-10.53224102402396,2375.0,160.96211986999697
80284,2.0,4480.0,16656.908796330157,0.7014222192613208,0.0980290977973124,0.1202280039304239,0.0406939106986195,0.0143021735453074,0.0110774792423232,0.0142471155246926,-20.367064540112665,2549.0,179.32382454644903
307840,10.0,4124.0,17445.567731739262,0.6916840792008723,0.0923233061918065,0.0674375014529882,0.093213533190673,0.0206352964704857,0.0186782829157372,0.0160280005774369,-14.466219682811982,2153.0,225.31434468930087
329653,-23.0,3680.0,6176.835523485976,0.7229821610755661,0.1761557964237036,0.0597685704952941,0.0345778805733637,0.0023001244431971,0.0014079217158517,0.0028075452730233,-37.79543688311321,2538.0,41.10800648428904
61109,14.999999999385864,4826.0,1449.0,0.6979199981648037,0.1359086251545325,0.0962054437966505,0.0361338890023224,0.0064981735651058,0.0203036929118136,0.0070301774047713,-17.480567554101754,2472.0,19.366580828084807
340958,0.0,4307.0,3817.243512275355,0.7287806596601749,0.0595754219056713,0.1078489362288707,0.0693965873505676,0.0185774281905386,0.0081991622981281,0.0076218043660484,-19.49346483175185,2586.0,37.87653656904422
189389,31.99999999991985,4684.0,8376.0,0.5872624070520549,0.1649462349198167,0.0974565138759771,0.1002860422311756,0.0307963062248951,0.0055924299553562,0.013660065740724,1.0387908376263226,2504.0,102.76554452091112
418855,-13.0,3744.0,9537.659674955585,0.7676114177772319,0.0642166965974573,0.0852725969693474,0.0726781646632956,0.0039004222436835,0.0040408310698161,0.0022798706791679,-27.901364655938465,2527.0,72.79611206893787
480603,-15.0,3500.0,15351.635054259556,0.7693712025062421,0.0973131165013828,0.0389251121030644,0.0762387275881669,0.0134861366948471,0.0028347792046366,0.0018309254016599,-28.18665683985504,2478.0,104.14747463782987
36907,-1.0,4662.0,19032.939876653578,0.776235977717359,0.0539727432339256,0.0653556556293316,0.0657547292457257,0.0108802609198679,0.0188955038308916,0.0089051294228982,-26.34875911648149,2477.0,237.9575264489431
224397,27.999999999946112,4700.0,7510.000000000001,0.6279238266604936,0.1340479982817726,0.1241549571680307,0.0821048845924986,0.00979305874274,0.0063605006338712,0.015614773920593,-6.325267402540703,2323.0,105.09743127570346
509898,-5.0,3525.0,17072.133760231653,0.7376115644457835,0.070143168553451,0.0687344749281839,0.0945005590377414,0.021598944083721,0.0044084649051422,0.0030028240459767,-23.4662873202648,2114.0,172.8995512259462
226836,49.0,4328.0,18679.0,0.7315029367282785,0.0589197867693111,0.0419315219186515,0.1174105517002361,0.0227751997585895,0.0081800162036493,0.0192799869212837,12.117392543256926,2187.0,306.30981872031043
39859,11.0,3824.0,19889.0,0.7425878668894417,0.1183503030612565,0.0320891395987972,0.0686212795263773,0.0151223668648463,0.0105501507421367,0.0126788933171441,-15.249293305757874,2224.0,229.8643562340876
541190,-9.0,4704.0,17906.654397604885,0.6948479145802376,0.1608738423158983,0.069868907825658,0.0629986971198045,0.0025881644196808,0.0022949199302748,0.0065275538084457,-33.521031877754496,2505.0,199.2128157551888
307779,42.0,4444.0,16958.0,0.7376449762909727,0.111316912603486,0.0602230875289706,0.0596404681937352,0.01482794957757,0.0101440747574858,0.0062025310477798,12.058691971898156,2593.0,220.96798868299447
442841,36.0,4564.0,16747.0,0.6011808270830796,0.0923926137571128,0.1492964737779304,0.1037187596719888,0.0347464457550314,0.0074866016256025,0.0111782783292542,6.221498677132786,2570.0,192.87544636255188
572043,-8.0,4412.0,7339.8062536005555,0.7932797448348453,0.022923855640578,0.0772247358644993,0.0858239296421022,0.013105695419982,0.0060571757702053,0.0015848628277876,-29.8339145918514,2468.0,83.01193037335543
334674,-17.0,4875.0,13137.508133931771,0.7370548854966469,0.119026983713039,0.1076077775946409,0.0253826150103779,0.0048301680196731,0.0028854523871174,0.0032121177785048,-43.97882101649358,2399.0,159.3267663708757
514831,34.99999999998738,4056.0,20810.0,0.6981648232749794,0.0732440336075147,0.0744523675625812,0.0930457326367185,0.0156815979692712,0.0213312956036691,0.0240801493452659,0.6777994731926924,2059.0,312.53214913221746
517042,-7.0,3728.0,1435.107991699562,0.7800195857342703,0.0340101965567585,0.0859742509449843,0.068892428494162,0.0201434396831418,0.0056229185281573,0.0053371800585256,-23.90365815534875,2391.0,12.847130142234846
411045,-4.0,4112.0,21772.341983002378,0.6856593497320893,0.1009369789286176,0.1387732628462658,0.0516503257823891,0.0147162347960736,0.0042601593390701,0.0040036885754943,-21.127726124202496,2596.0,186.14436198170733
49369,25.0,4555.0,3130.9999999999995,0.7044624650825446,0.0755121924812227,0.0757517270739755,0.0796438782170713,0.015765212039195,0.0223495751741361,0.0265149499318546,-4.169527948554389,2383.0,42.807581200305776
326034,34.0,3626.0,12181.0,0.5783969947151663,0.1421054981274615,0.1052393468229454,0.1293935853273458,0.0111890588179263,0.0123620721016571,0.0213134440874975,11.409583243334112,2357.0,107.5868587862642
468491,20.0,3516.0,18801.0,0.5985577142074211,0.1380039561883759,0.0529564779119648,0.1671669405394995,0.0163152735758538,0.012238320775435,0.0147613168014494,5.267425858985803,2484.0,129.27169109473107
8797,-12.0,4897.0,10259.741395049292,0.7214764401329546,0.1290822175334975,0.0942302051310356,0.0333347601519939,0.0143197564776295,0.0052495083632,0.0023071122096886,-38.62049640526766,2451.0,123.9922870836217
445483,-16.0,4613.0,16510.57880087429,0.7761345069299509,0.0683479232773786,0.1110436896078987,0.0298710524736982,0.0064981504185043,0.0045237532325509,0.0035809240600182,-40.75151761959009,2439.0,190.4479259739928
490751,5.0,4606.0,11239.482112978225,0.69369083307506,0.043560735910172,0.1457207672157099,0.0925876402221341,0.0100685993816282,0.0099093430786115,0.0044620811166841,-17.146492079758445,2508.0,128.93521652005074
477744,49.0,3547.0,23376.0,0.7340975542702882,0.0275330986917219,0.0733829181521441,0.1154523811519801,0.0284377889629343,0.0122747053585967,0.0088215534123346,26.20530866117366,2324.0,247.45089826792537
231013,-14.0,3815.0,7369.741121174817,0.7330816433247409,0.1491551156751226,0.0274646446008554,0.0713887888571149,0.0138636747282196,0.0029410859590785,0.0021050468548677,-34.54670393485034,2227.0,74.32146567803102
516283,-21.0,4872.0,6567.169052387582,0.7502150025381055,0.1193337528426904,0.0915668964253908,0.0335707543097046,0.0025809544248667,0.0010078420528249,0.0017247974064171,-49.88519794207613,2246.0,85.41265854915946
48642,-16.0,3788.0,2155.152012962403,0.8427754921395164,0.0305347613283706,0.053171192107869,0.049403673985343,0.0117125390993061,0.0069422203905931,0.0054601209490014,-38.82393904314682,2147.0,24.4872272528296
472299,40.99999999998085,4007.0,9691.0,0.6619702766136222,0.0829365118062054,0.0658078744192912,0.1329198997658792,0.0297671571007375,0.015136181428033,0.0114620988662314,15.391031349324578,2486.0,103.51387073428486
221019,20.0,3702.0,16627.0,0.6428830145561173,0.0951221964391021,0.0486744308369726,0.1443056743356308,0.0199277179529917,0.0259904908871732,0.0230964749920121,0.1236993794365162,2161.0,181.0356729065425
595565,12.0,3817.0,24278.90482942985,0.6026985925703642,0.1515949670025843,0.103838681207545,0.1042304724511853,0.0095580020733394,0.0079626302428688,0.0201166544521128,-7.63674783474562,2252.0,242.439070653476
31286,-21.0,3527.0,17947.334808021173,0.8202251507051981,0.0376303234154089,0.0806812879094809,0.0541954074569775,0.0018814461909484,0.0031402442866881,0.0022461400352977,-38.99437584803715,2204.0,164.25492842951644
332924,36.999999999954696,4735.0,24451.0,0.6850963089369301,0.074874379137462,0.0995780318239327,0.0939325286265713,0.0131449780632057,0.0230738840617609,0.010299889350137,1.0118649743509422,2416.0,356.20489858211295
471744,13.0,3675.0,14274.89457050362,0.5859416777486073,0.1371331132896796,0.139069273856368,0.0820212808561913,0.0321307713161672,0.0109326401870253,0.0127712427459612,-4.92523610629911,2243.0,132.34043179420587
77420,15.0,4389.0,8256.360123055101,0.6314066154105161,0.1196826251208066,0.1038919321177306,0.0753141605982666,0.0376814330171819,0.0129521898612913,0.0190710438742066,-7.079218284447336,2436.0,93.04777985702276
261147,24.0,3680.0,6568.0,0.7075903087318043,0.1083884640374318,0.0932402882852328,0.0335805264713463,0.0307515610453965,0.0112202392519637,0.0152286121768242,-5.5100080285221225,2109.0,80.52596974040807
262629,2.0,4638.0,7152.8846378283815,0.6994750149239244,0.0653923332322703,0.1138251580742915,0.0976537389841377,0.0146157805488964,0.0068541530043601,0.0021838212321193,-24.175378305734483,2232.0,97.36973656852751
524662,25.0,3734.0,9433.000000000002,0.699270092095942,0.0383569900635874,0.1065191718075666,0.0980805421432783,0.0353153357279036,0.0109788066452039,0.0114790615165178,4.393021411119719,2541.0,78.9478397884086
418991,-17.0,3737.0,1900.9302171253528,0.7261151966716044,0.1307111757355108,0.100024453060393,0.0323543497042009,0.003675840689206,0.0033768581286565,0.0037421260104282,-39.90117171240175,2037.0,21.01157109355927
542085,-14.0,4835.0,5131.825163704951,0.7238552662261155,0.1218246886782546,0.1020771549851731,0.0398525063116352,0.0082055985796407,0.0018522007177796,0.0023325845014009,-42.95709361268999,2213.0,69.14476261945038
146817,38.0,3765.0,3149.0,0.6500795249652748,0.1197617999431325,0.1409682243503444,0.0567204894517144,0.0060567908420781,0.0134885712050885,0.0129245992423669,8.499095177417871,2159.0,39.008155936905496
214755,31.99999999979656,4742.0,10904.0,0.6597146135703927,0.1311807938067245,0.0937195374578425,0.0708408559867173,0.0129355318944021,0.0232033258068919,0.0084053414770285,-6.626900539348867,2203.0,173.67901286438973
42878,7.0,4841.0,17271.179350848983,0.7401704517602669,0.0340959558674713,0.0625439951714374,0.1277657143877545,0.0166651448032078,0.0061156131142384,0.0126431248956234,-17.623281330217026,2509.0,223.49444525489525
140508,16.0,4435.0,19899.18448874002,0.6596447433600205,0.0255344010519432,0.1641738767481006,0.1032812818967559,0.0206313467642376,0.0071756448741579,0.0195587053047839,-5.34448342699568,2476.0,224.50868396339132
243820,5.0,4370.0,15517.745708318473,0.6792717466168455,0.0561527534754471,0.1376007942344783,0.1047783436023492,0.0115142621450238,0.0074758385204459,0.0032062614054099,-16.949651793168755,2360.0,179.90740035529598
471561,22.0,4592.0,18132.0,0.6179882416739094,0.1385090706438997,0.0419006175256954,0.1452119341603471,0.0410407845823262,0.0076404988058426,0.0077088526079792,-10.266023191513456,2009.0,285.43777856341694
294595,19.0,3996.0,18180.534944138744,0.623510485413491,0.0537137030649308,0.1192206383941363,0.141402627121113,0.0363819347948269,0.018507073657373,0.0072635375541288,2.0023504771777425,2475.0,168.84654717854573
514737,21.99999999994492,4858.0,2665.9999999999995,0.6731106115939057,0.1164029518564375,0.1096155917668424,0.0552668076063773,0.0176399104351091,0.0099442490751081,0.0180198776662194,-8.887925901507117,2540.0,34.786252812378734
549498,-24.0,3929.0,7997.477895805698,0.7513142848490882,0.1233688351688094,0.0945846714817788,0.0201295917194447,0.0085569668998537,0.0012475242725605,0.0007981256084643,-40.28629522806182,2558.0,61.10856212197541
519780,2.9999999999728857,4856.0,22065.0,0.7222574253786999,0.1239162588396915,0.0605831814970886,0.0632603733790441,0.0146742713165385,0.0073291104196099,0.0079793791693272,-27.69412759122256,2367.0,302.29515267501847
380779,12.0,4520.0,23992.69727117764,0.6464606398261754,0.0671766005787612,0.1472842780072493,0.0925487436080229,0.0270480531598429,0.0146868705756822,0.0047948142442659,-13.314873507769164,2224.0,318.23361671658495
296755,33.0,4491.0,12718.0,0.6649339761846216,0.1109643083652256,0.1175555326297911,0.0644983244036106,0.0158881429896865,0.0082088744510382,0.0179508409760262,-5.1621933166162535,2144.0,198.5830787735449
259818,-1.0,3972.0,16473.241856131426,0.6972012604961747,0.1093929121623147,0.1165988825139554,0.0465074320514723,0.0062390699041918,0.0139433362763125,0.0101171065955779,-21.170718551254566,2378.0,162.55223303277307
101312,1.0,3743.0,12236.312515311276,0.6306658314127288,0.1677642202002662,0.0977527741986001,0.0740297467085098,0.015922983839369,0.0075364544847194,0.0063279891558069,-16.56317593632366,2336.0,107.44769555316998
11621,48.0,4836.0,11897.0,0.6472607573604823,0.1352656199559992,0.0503670457246508,0.1046978203290889,0.0384666380745028,0.0104765781973395,0.0134655403579361,12.258570944945234,2514.0,172.81357836886673
133326,-1.0,4516.0,19487.692347897733,0.7404526301961493,0.0363133565229715,0.1247282179452843,0.0683901268417771,0.0185594723407478,0.0041608134259013,0.0073953827271684,-24.70368389417945,2391.0,237.5238760516695
268724,23.99999999991661,4347.0,19163.0,0.6570740651036037,0.1114163142799194,0.1537061573602283,0.0511446697343019,0.004298899291329,0.005742020285125,0.0166178739454922,-6.463117798926817,2410.0,231.03147363027887
19643,-2.0,4124.0,9903.590001271985,0.755423126693273,0.0748948505659734,0.046141094573951,0.0977721932272976,0.0052645907737089,0.0127571614978184,0.0077469826679772,-21.67275869111876,2493.0,99.43695715428476
119449,49.99999999964365,4805.0,20736.0,0.640258437752932,0.108656585688518,0.102934205580505,0.1158819610208625,0.0091503042794485,0.0124484801283843,0.0106700255493491,11.618030122519258,2364.0,324.64596780955617
483362,-21.0,4327.0,2010.9462993204304,0.7811050428052378,0.1017341591812392,0.0666293482146306,0.0360423080154838,0.0100699516779232,0.002241553825995,0.00217763627949,-41.92872874194904,2555.0,19.149292677725043
496738,-7.0,3944.0,11887.123018472998,0.7654052010256964,0.0494670467307076,0.0788181399510581,0.0898541008596149,0.0073836293778998,0.0038259327049729,0.0052459493500502,-31.51953491272021,2026.0,154.15784713881112
136315,31.0,4434.0,2459.0,0.6513184048214762,0.0611070778685351,0.1416165041752278,0.0890167448045035,0.0315869233908765,0.015007626740614,0.0103467181987667,1.1959672951342668,2422.0,30.608631786021306
310899,40.0,4528.0,2338.0,0.6266861017790822,0.0640641363941366,0.1534155446486975,0.0925299012150067,0.0296858904583902,0.0200920369797975,0.0135263885248888,5.082713128792648,2270.0,33.44907387234525
396995,8.0,3560.0,6943.768709965333,0.6487732267370092,0.0899675661812725,0.1219006172353515,0.0942806221353138,0.0259757452618529,0.0073336558280868,0.011768566621113,-5.817375045921324,2445.0,51.090714049818416
578164,31.0,4844.0,17820.0,0.6470137365374635,0.0749747743411047,0.102491552380423,0.138240124645743,0.0194467462593581,0.0104979133125547,0.0073351525233528,-1.4429062527344172,2444.0,245.1581202475536
569171,11.0,3573.0,7231.0,0.7790244611071436,0.0734141105095278,0.0517578781304928,0.0430007805147529,0.0291182281348453,0.0158342221409149,0.0078503194623223,-13.619286183574502,2197.0,77.87842146590083
396081,38.0000000000004,3819.0,5470.999999999999,0.7050201191801189,0.0480636123639024,0.1242345597867825,0.0714324883366649,0.0315322552874085,0.0053856431504082,0.0143313218947143,7.365886774491969,2146.0,72.2807168914369
229599,-16.0,3926.0,1810.6043440260269,0.727300653708329,0.1162974865066834,0.0932170169024637,0.0568863353750357,0.0042322571581196,0.0014298529897347,0.0006363973596334,-37.79161873080631,2145.0,19.851669590285383
422417,-8.0,4438.0,3299.9636806368544,0.7731770218682993,0.0821079810327453,0.0428086070622845,0.0750008285692804,0.0144026471554045,0.0074281117044857,0.0050748026075001,-36.40144353144933,2129.0,46.253516058520745
429339,29.9999999999136,4668.0,2556.0,0.6857355204252981,0.1459036350573893,0.0432035880979156,0.0739492910315653,0.0171102661705587,0.0222588607804787,0.0118388384367942,-6.821252256086211,2262.0,39.43534997291954
348392,-22.0,4720.0,6680.83941957776,0.7896531743522419,0.0949359552829962,0.0728438240992318,0.0268130816370286,0.0103679689283916,0.0034177387111832,0.0019682569889262,-48.59746042831645,2416.0,78.30607185546887
554049,-25.0,3972.0,15047.572315321877,0.8030863676043104,0.1120794286542096,0.0303819954718262,0.0391996736277728,0.0105329181790469,0.0029426937003268,0.0017769227625069,-46.8651839487832,2320.0,148.39402803245684
440315,-19.0,3634.0,3930.501425470393,0.7761161268232694,0.0850369365643983,0.069183985072762,0.0549253686890161,0.0129915573013789,0.0010026451359443,0.0007433804132305,-32.859281561119644,2515.0,27.65013751434072
8695,1.0,4290.0,4687.815016933948,0.7111005733675955,0.0581322220412044,0.105768009948453,0.0988744927559191,0.0165237172760231,0.0077134665150522,0.0018875180957522,-23.05686545281,2190.0,60.03765064938034
597717,2.0,4758.0,19975.6302456932,0.7537008238772102,0.0442133926549822,0.0603836295311173,0.1029108838617284,0.0244193829996778,0.0077100509440177,0.0066618361312661,-28.82338693620156,2061.0,323.07287986349183
102385,36.999999999967145,4851.0,20025.0,0.7114163449211927,0.0612493981428755,0.1133386097470931,0.063988854550248,0.0363022850830109,0.0072519067215937,0.0064526008339858,-6.157416097881878,2183.0,349.98480141344044
464171,24.0,4703.0,18466.0,0.545646438703802,0.1580808432199685,0.1722106110376649,0.0474702137694552,0.0384649459626353,0.017626600119697,0.0205003471867766,-5.992517812672077,2132.0,262.0354011802156
518002,-13.0,4794.0,3837.261308414115,0.7420682450021457,0.1192811294965558,0.0640381171675859,0.0568026338432989,0.0132963264438417,0.0013740262996934,0.0031395217468781,-39.18355869176801,2430.0,46.40000769981816
124249,28.0,3766.0,7085.0,0.6735591569079267,0.0962426264102814,0.09099879177787,0.0989736299380325,0.0172389643568495,0.0059848005598635,0.0170020300491762,6.349013572501633,2516.0,62.29534513343151
542687,10.0,4773.0,9956.84973551536,0.7018976593990107,0.0722990484377374,0.0385867884718889,0.1453789474630525,0.0250645086949651,0.0052978214846774,0.0114752260486677,-12.50269731287716,2598.0,118.0349041917434
225774,38.99999999991098,4400.0,9977.0,0.6257088435929684,0.1078749079204176,0.131185682634817,0.1052525900357079,0.0090670304893916,0.0125418401145163,0.0083691052121809,4.769892912940122,2321.0,134.22552133194222
491789,5.999999999999943,4299.0,24311.0,0.6926921954471796,0.1374185770323112,0.1047457541869204,0.041045399127134,0.0087686967720926,0.006497047469829,0.008832329964533,-27.504345023350936,2011.0,355.61246584176115
74199,-4.0,3729.0,15300.25022635445,0.7842828048519089,0.0426266228720966,0.0589030374658699,0.0732255325627318,0.0254006538146693,0.0045757119566917,0.0109856364760316,-19.15178575644649,2534.0,122.17157989651604
60618,29.0,4236.0,13442.000000000002,0.6216517105274758,0.1106557539894818,0.0926286207681406,0.1188093918248378,0.0287504633015795,0.0194195785031329,0.0080844810853513,-3.5730705362389017,2034.0,196.7357098985813
248868,13.0,4248.0,19808.274370944106,0.5803424897238937,0.136234843089644,0.1442408306010977,0.1115568062686296,0.0121791101174222,0.0040875425827146,0.0113583776165977,-6.492982636849547,2478.0,193.26118211177527
332396,-20.0,4206.0,15254.314467919869,0.7545738059039508,0.0891032460799598,0.1198542677913006,0.0309128399084738,0.0028566488096279,0.0018342069652063,0.0008649845414806,-44.38296352035477,2139.0,182.7541375366127
307048,20.0,4101.0,22781.0,0.6964831259961539,0.0835208619332904,0.0482978477327083,0.1067220847701451,0.0303940766753962,0.0185750729994703,0.0160069298928356,-8.617327377012373,2074.0,322.0931477051636
565893,-12.0,3505.0,8989.486200171777,0.7399281564418985,0.1193078497057798,0.0419941658762082,0.0830647480787181,0.0080508906440436,0.0053956082547284,0.0022585809986232,-32.338896625119474,2031.0,94.50878661140268
231877,-18.0,3964.0,7228.865891547485,0.7412598833840508,0.1287360935322533,0.0693251339001181,0.0514078768908048,0.0051541260651006,0.0026761244712337,0.0014407617564385,-35.637298196299554,2504.0,60.71750724627236
473558,35.0,4212.0,19752.0,0.692466676248291,0.0399523313630464,0.143726863266667,0.0560862812787639,0.0353813375792344,0.0186226441385123,0.0137638661254845,6.314320937392381,2476.0,231.67871988385377
334998,-19.0,4851.0,5279.438572510831,0.8013553758371896,0.0902440310567045,0.029712049132819,0.0652656763140495,0.0083649473217166,0.0037983875988057,0.0012595327387147,-51.40606400920214,2134.0,77.07202268731362
45052,25.99999999999892,3577.0,7587.0,0.7443972184985247,0.0220050234410926,0.1419879051134717,0.0444658964838324,0.0200897927068137,0.0077133525018394,0.0193408112544251,8.236266639306223,2576.0,57.67876826160682
312941,50.0,3799.0,9069.0,0.6712782547319874,0.0859088130857251,0.1398029476100064,0.074529860424166,0.0068519510576029,0.0060558954908956,0.0155722775996163,23.58121712934588,2325.0,106.4161103771894
462158,-17.0,4765.0,5834.305579423896,0.7904735662739855,0.0561156711422154,0.0937787069105709,0.0476943654664943,0.0074589737966304,0.0032462835821718,0.0012324328279313,-48.29322806806164,2060.0,87.37880017907992
44007,0.0,3722.0,6384.23106074792,0.6838397706965433,0.1280558001812432,0.0591719735429262,0.0900624446161399,0.0253148289711039,0.0104669264518918,0.0030882555401515,-14.732657027164125,2509.0,49.065132128631376
367807,33.999999999946226,4697.0,6211.0,0.6660209052703232,0.0953328979998892,0.0780017764650109,0.1145859641383386,0.0163652031452403,0.0122362600152862,0.0174569929659113,-0.9878433242506048,2327.0,91.62543263877888
158617,37.99999999997766,3906.0,11570.0,0.5704682725544228,0.154460228040504,0.1018411496611216,0.1372315089492174,0.0154246023063528,0.0135640661554361,0.0070101723329452,15.975300971515992,2584.0,98.6435467318679
331794,35.0,4302.0,13680.0,0.7776955629915875,0.1275147503295227,0.0300398864009119,0.0446384958108632,0.0056165033165947,0.0049839957505355,0.0095108053999841,1.2773579665702073,2336.0,203.29175900932387
257323,14.0,4572.0,2687.0,0.7216769827282621,0.0520936936820708,0.0781248803342874,0.0909505323130836,0.0243872625689092,0.0163167244649082,0.0164499239084783,-14.332133173260388,2246.0,38.61441606845028
88011,43.0,3967.0,14723.0,0.7918266462612898,0.0447698134346397,0.050139802164224,0.0584151678989291,0.0234708177541607,0.0111187388066898,0.0202590136800666,8.114507688258243,2086.0,237.15245591643907
5348,-22.0,4570.0,8373.43772571305,0.8124282599598688,0.0734715321586018,0.0518550574463651,0.0496167536724295,0.0093732133696118,0.0018072712487642,0.0014479121443582,-44.7202523270401,2587.0,86.30427280392178
211297,30.9999999999144,4561.0,15880.000000000002,0.6494782850676025,0.1297172852395373,0.1008075841593933,0.0643374662543268,0.0342978999813521,0.0080251971242853,0.0133362821735023,-8.342148887612552,2039.0,262.4098064253194
391843,0.0,4544.0,14455.986336911332,0.6766367934894876,0.110862356173616,0.1027238879228153,0.0917002656746352,0.0092334687663162,0.0061887440106252,0.0026544839625042,-20.8061275742744,2582.0,150.0383420631988
587329,-18.0,3952.0,9116.289573977056,0.7420788686431163,0.1176134072501363,0.0850495406688897,0.0440897984839642,0.0078492935327282,0.0022566522590186,0.0010624391621466,-40.128052400006055,2177.0,98.63778924678265
161832,45.0,3862.0,22128.0,0.7207761075244167,0.0347048856230416,0.1284242249876103,0.0621467522457752,0.0214420776876562,0.0223921423342945,0.0101138095972055,18.26859766745497,2355.0,263.71670559771155
108149,28.0,4354.0,3332.0,0.6528117903827934,0.0841876254248152,0.1464416798231965,0.0387513933733902,0.0339800609854118,0.0226175507376291,0.0212098992727636,-0.0105041482094634,2383.0,41.34810922977249
217882,46.0,4246.0,24086.0,0.7071743461250616,0.0516597942781048,0.1420725594883849,0.0626150950490598,0.0180646413664039,0.0107351808803822,0.0076783828126026,9.972226955708663,2174.0,377.3893325279896
12828,39.0,3556.0,17396.0,0.6954261600477073,0.0937131316058395,0.1191431720354452,0.0530146934277174,0.0167823034715999,0.0142244273173485,0.007696112094342,9.055048194001245,2020.0,229.7715825959931
326188,4.0,4332.0,10188.744308513584,0.7162965360871715,0.068420480652668,0.1041557051704424,0.0665114142763379,0.019639708745938,0.0155070890160584,0.0094690660513836,-19.09581963827293,2367.0,120.36021011116463
193367,-23.0,4505.0,9984.91581047309,0.8132390707504468,0.1035050053926801,0.0209562686298244,0.0437184267587639,0.0135258893180661,0.0014953210668327,0.0035600180833855,-48.7220827340042,2426.0,111.61377693701615
386970,13.0,3587.0,17027.30840482127,0.6227515745157914,0.0368428703449882,0.1902707605472256,0.1194363971386506,0.011955155600506,0.0076303245479871,0.0111129173048507,-4.096162324344334,2209.0,157.88310891427682
156014,43.99999999998784,4423.0,5969.000000000001,0.620391647121805,0.1437768035368318,0.0754924112205742,0.1090509746165226,0.0294591296926852,0.0153189096422727,0.0065101241693082,10.314367761083815,2363.0,80.73225377399285
