,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"gas_feed Methane mass flow, kg/h","gas_feed Ethane mass flow, kg/h","gas_feed Propane mass flow, kg/h","gas_feed i-Butane mass flow, kg/h","gas_feed n-Butane mass flow, kg/h","gas_feed i-Pentane mass flow, kg/h","gas_feed n-Pentane mass flow, kg/h","gas_feed actual liquid flow, m3/h","gas_feed actual vapour flow, m3/h","1 actual vapour flow, m3/h"
489011,-22.0,4582.0,25159.0,0.4598984410458462,0.1111794625650071,0.0957919364502388,0.1740179365936312,0.1400864988705602,0.0072509738416888,0.0117747506330272,11570.584878272444,2797.1640986730135,2410.029329151558,4378.117266759167,3524.436225084424,182.42725088304852,296.24095117633135,25.50188440980804,237.87419095617963,237.87419095617963
617598,-12.0,4529.0,6447.0,0.371552566087101,0.0847476060507531,0.0692803275372829,0.1983850336693201,0.2592684922757884,0.0122050656352872,0.0045609087444671,2395.3993935635403,546.3678162092052,446.6502716328629,1278.9883120661066,1671.503969702008,78.68605815069658,29.40417867557939,7.711356024681591,51.33470763817832,51.33470763817832
357164,-21.0,3540.0,5709.0,0.6117804929248913,0.1041040302778215,0.0858602491751141,0.1188483972870113,0.0634092861891264,0.0111686039589361,0.004828940187099,3492.654834108205,594.329908856083,490.1761625407264,678.5055001115475,362.00361485372264,63.761560001566195,27.56841952814819,2.5791759045066263,114.41710846301255,114.41710846301255
401816,-22.0,4893.0,10835.0,0.3605979307376392,0.0800543028744647,0.1007191353934322,0.217662067888192,0.2270687426292193,0.0054421354296733,0.008455685047379,3907.0785795423208,867.388371644825,1091.291831987838,2358.3685055685605,2460.2898263875913,58.965537380510206,91.61734748835146,14.825413379080569,61.50438690770017,61.50438690770017
443301,-23.0,3767.0,9671.0,0.5009149645039048,0.1119036603466905,0.0373449396075279,0.0984276322394427,0.2266735952852113,0.0112052806379579,0.0135299273792646,4844.348621717264,1082.2202992128439,361.1629109444023,951.8936313876504,2192.1603400032786,108.36626904969084,130.84792768486795,7.783279929844229,136.6835345216938,136.6835345216938
342308,-25.0,4532.0,22907.0,0.4926088038046066,0.0567504998831125,0.0356882450195415,0.1072879171208537,0.2895659643445571,0.0128798581010957,0.0052187117262324,11284.189868752122,1299.983700822458,817.5106286626371,2457.6443174873957,6633.08754524077,295.0389095217992,119.54502951280558,21.99539817615386,230.4719602589863,230.4719602589863
250747,-10.0,3519.0,24317.0,0.3486947166502407,0.0843483763288061,0.1054310539531611,0.2064660479996921,0.2378146431050265,0.0133741252047174,0.003871036758356,8479.209424783903,2051.099467187578,2563.7669389790185,5020.6348892085125,5782.93867638493,325.218602603113,94.13200085294285,27.327155595620912,268.7440814411137,268.74408144111374
147342,-8.0,3769.0,29716.000000000004,0.5344514060524703,0.141568477726059,0.0206136692482556,0.0720897976442751,0.2179772864376158,0.0073935435676088,0.005905819323715,15881.75798225521,4206.84888410757,612.5557953811635,2142.2204267972793,6477.413043780191,219.70654065506312,175.49732702351494,16.518815525641735,531.7983001292198,531.7983001292198
457830,8.0,4642.0,10485.0,0.4296389386408019,0.1259114268230644,0.0827918426894935,0.1317780393943987,0.2170623247519011,0.0072971301748766,0.0055202975254634,4504.764271648808,1320.18131023983,868.0724705993393,1381.6927430502703,2275.898475023683,76.51040988358115,57.88031955448375,8.24681180343134,126.19747501562254,126.19747501562254
489017,9.0,4113.0,11929.0,0.4061820375022808,0.077470706849591,0.1138056670655949,0.2067471685092592,0.1705434798445032,0.012204999736258,0.0130459404925127,4845.345525364708,924.148062008771,1357.5878024254816,2466.286973146953,2034.4131710650786,145.59344185382167,155.625024135184,10.169849607874893,155.10790104268833,155.10790104268833
130219,-4.0,4292.0,12371.0,0.5044940883904708,0.1211064889969383,0.0626528064972046,0.0315575722114541,0.2710607750303975,0.0054745299158825,0.003653738957652,6241.096367478514,1498.2083753811237,775.0778691769182,390.3987258278987,3353.2928479010475,67.72540958938241,45.20040464511289,8.240407051256305,178.6198220681475,178.6198220681475
