,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"gas_feed Methane mass flow, kg/h","gas_feed Ethane mass flow, kg/h","gas_feed Propane mass flow, kg/h","gas_feed i-Butane mass flow, kg/h","gas_feed n-Butane mass flow, kg/h","gas_feed i-Pentane mass flow, kg/h","gas_feed n-Pentane mass flow, kg/h","gas_feed actual liquid flow, m3/h","gas_feed actual vapour flow, m3/h","1 actual vapour flow, m3/h"
520920,-13.0,4615.0,20158.0,0.581832705405283,0.1828936628191492,0.0728722864121539,0.0568533009559769,0.0856025749710292,0.0063363823599485,0.0136090870764589,11728.583675559694,3686.77045510841,1468.9595494961984,1146.0488406705822,1725.5767062660066,127.72879561184186,274.3319772872585,8.343836844504832,300.5893639965473,300.5893639965473
252915,-24.0,4153.0,14510.000000000002,0.5401940304862791,0.1428524993007186,0.1144843435145465,0.1763123539860264,0.0047414370398523,0.0094829231690269,0.0119324125035498,7838.215382355911,2072.789764853427,1661.16782439607,2558.2922563372435,68.79825144825688,137.59721518258036,173.13930542650763,10.104730266223305,197.7030502132149,197.7030502132149
467887,-13.0,4320.0,10589.0,0.5306032486823077,0.119705630601213,0.0792740180062178,0.1682568893433398,0.0842827917490964,0.0093856375319418,0.008491784085883,5618.557800296956,1267.5629224362444,839.4325766678403,1781.6722012566252,892.4704818311818,99.38451582573173,89.9195016854151,6.982064553877598,148.189563402977,148.189563402977
44975,-13.0,3975.0,28226.0,0.4964069426177023,0.1594907445037254,0.037607332362299,0.2409567491608754,0.0491574776698253,0.0100142995591715,0.006366454126401,14011.582362327264,4501.785754362153,1061.5045632582514,6801.245201814869,1387.5189647084887,282.66361935717475,179.69953417179462,19.341377036876512,417.3590891600826,417.3590891600826
273220,-24.0,3545.0,11478.0,0.5514758149307427,0.1528122763189626,0.0725491915959047,0.193227658549282,0.0172002611010067,0.0081336527563908,0.0046011447477103,6329.839403775065,1753.9793075890527,832.7196211377941,2217.867064828659,197.4245969173549,93.35806633785361,52.81193941421882,6.732301191877313,202.15084957002955,202.15084957002955
82060,-9.0,3713.0,22269.0,0.4070564765850037,0.063486441408537,0.0867533930795666,0.2111074060231371,0.2001076642672156,0.0161282429771376,0.0153603756594021,9064.740677071448,1413.7795637267104,1931.9113104888686,4701.15082472924,4456.197575566624,359.1598428578772,342.0602055592254,22.086763126580205,276.6266190761922,276.6266190761922
307975,-15.0,3985.0,23384.0,0.6697857509863098,0.1181556787766794,0.058377884194083,0.0390130233681773,0.0964561797905772,0.0044255069869729,0.0137859758972001,15662.270001063867,2762.952392513871,1365.1084439944368,912.280538441458,2255.531308222857,103.48605538337429,322.3712603801271,6.223166350463575,473.28756925567205,473.28756925567205
370882,-14.0,3569.0,27950.0,0.3743187252654673,0.1451327813475904,0.0866453379845092,0.193047982635126,0.1799691821953824,0.0078611290290143,0.0130248615429103,10462.20837116981,4056.4612386651515,2421.737196667032,5395.691114651771,5030.138642360938,219.71855636094966,364.0448801243429,28.98275041981387,331.1460880731615,331.1460880731615
525225,-18.0,4613.0,21078.0,0.4652696421683295,0.0272136353167975,0.0818879751097163,0.0721767732627941,0.3334533787145244,0.006230174434472,0.0137684209933658,9806.95351762405,573.6090052074577,1726.0347393626,1521.3420268331743,7028.530316544746,131.3196167298008,290.2107776981643,21.325835692985667,203.84442044839287,203.84442044839287
366546,-19.0,4564.0,13523.0,0.4990259381719714,0.167555771489774,0.1142767015595093,0.1329210318080451,0.0605875244791135,0.0101342521786584,0.0154987803129283,6748.327761899569,2265.8566978562135,1545.3638351892441,1797.4911131401939,819.325093531052,137.04549221199755,209.59000617172939,10.757338462508454,154.44583800875347,154.44583800875347
233139,-11.0,4444.0,7965.0,0.4617005467553381,0.1793085643839199,0.0495866200715617,0.2259357261092238,0.0599032731068779,0.0165792899863291,0.0069859795867492,3677.444854906268,1428.192715317922,394.9574288699889,1799.5780584599677,477.1295702962825,132.05404474111128,55.64332740845738,6.394997822498089,94.55032752004956,94.55032752004956
329901,-16.0,3710.0,9279.0,0.5537065686423471,0.1104150780862783,0.0945977560227443,0.1238306743332556,0.089458332050676,0.0145853408899265,0.0134062499747719,5137.843250432339,1024.5415095625765,877.7725781350443,1149.0248271382789,830.0838630982227,135.337378117628,124.39659351590846,5.317328784490668,163.11846473741346,163.11846473741346
136817,-13.0,4645.0,10625.0,0.5211509717145746,0.0902928471269824,0.0957969718572868,0.0642640388813412,0.209311958520318,0.0080152371138833,0.0111679747856134,5537.229074467355,959.3615007241881,1017.8428259836724,682.8054131142503,2223.939559278379,85.16189433501006,118.65973209714237,8.08695251310568,128.88810803091488,128.88810803091488
199135,-24.0,3812.0,29110.0,0.4165097560148496,0.1485613945853884,0.0485457336230012,0.2166663841889731,0.1450807866373303,0.0140855962355393,0.0105503487149179,12124.598997592271,4324.622196380656,1413.1663057655649,6307.158443741007,4223.301699012684,410.031706416549,307.1206510912601,30.03017309123036,318.5837528244936,318.5837528244936
545358,-24.0,4461.0,28670.0,0.4949961500366884,0.1505109676891555,0.0806820449806171,0.2066769934278583,0.0494473850265071,0.0102949249905788,0.0073915338485946,14191.539621551856,4315.149443648088,2313.1542295942922,5925.429401576697,1417.6565287099586,295.1554994798942,211.91527543920716,25.3255884007506,310.8334131032122,310.8334131032122
32385,-24.0,4687.0,13483.0,0.4480894283035086,0.0613115094297816,0.0863261451447499,0.1333347938963474,0.2540649764665379,0.0077111809675428,0.0091619657915315,6041.589761816207,826.6630816417453,1163.9354149866629,1797.753026104452,3425.5580776983306,103.96985298537957,123.5307847672192,14.775724467904984,113.45463917596808,113.45463917596808
158866,-24.0,4409.0,18963.0,0.4390585267525145,0.1271527776610707,0.0950505154003931,0.1604016634136656,0.1528439025063137,0.0150623982934724,0.0104302159725699,8325.866842807933,2411.1981227868837,1802.4429235376542,3041.696743313341,2898.3789232272266,285.6282588391171,197.788185487843,20.16831041247984,174.97001287136402,174.97001287136405
514780,-15.0,4088.0,20730.0,0.4384809976631841,0.1853165029435501,0.0418507723470795,0.1317418490402685,0.1879725751775759,0.0064874536513981,0.0081498491769435,9089.711081557807,3841.6111060197936,867.566510754958,2731.0085306047663,3896.6714834311483,134.4849141934826,168.94637343803876,18.25046357577849,249.4022154510962,249.4022154510962
181351,-5.0,3968.0,27775.0,0.4589729410817901,0.055856244914508,0.1401554223167512,0.0888253221854514,0.234528770667808,0.0151104900170958,0.006550808816595,12747.97343854672,1551.4072025004598,3892.8168548477647,2467.123323700913,6514.036605298367,419.6938602248358,181.94871488092613,23.30833033314079,380.0813534202893,380.0813534202893
451239,-18.0,3804.0,11680.0,0.339336543350332,0.1534034344894817,0.1195588087352538,0.1859685668012644,0.1777530532916042,0.0161018084006587,0.0078777849314049,3963.4508263318776,1791.7521148371463,1396.4468860277645,2172.112860238768,2076.155662445937,188.06912211969362,92.01252799880923,14.195573621283495,104.18316429792064,104.18316429792064
345651,-17.0,4156.0,20688.0,0.491800404768469,0.1110475686077577,0.0755843608819147,0.1815188283929198,0.1271223826087635,0.003037071428791,0.0098893833113839,10174.366773850086,2297.3520993572915,1563.6892579250512,3755.261521792725,2629.9078514100993,62.830933718828206,204.59156194591012,16.912159007594695,264.36501409243704,264.36501409243704
384100,8.0,4357.0,14816.000000000002,0.5087179621575425,0.1797231913476507,0.0716514418610802,0.1567758198825427,0.0443718508825801,0.0185043248191356,0.0202554090494678,7537.165327326151,2662.778803006793,1061.5877626137644,2322.7905473797528,657.4133426763068,274.16007652031305,300.10414047691495,5.300329196967692,249.56349284142863,249.56349284142863
217250,-16.0,3517.0,15981.000000000002,0.35179881801813,0.0312729876768983,0.0784923359410281,0.2283901232308343,0.2907294698394009,0.0148316864020686,0.0044845788916395,5622.096910747737,499.7736160645118,1254.38602067357,3649.902559351963,4646.147657503467,237.02518039145835,71.66805526729087,18.889002819878087,161.52001862125584,161.52001862125584
251145,9.0,4854.0,18414.0,0.4617153976386904,0.019395962270167,0.0990676449726554,0.2437155534639007,0.1548424015255206,0.0161767186993631,0.0050863214297026,8502.027332118845,357.15724924285513,1824.2316145264765,4487.778201484268,2851.2679816909363,297.8780981300721,93.65952280654368,15.406560170937237,212.64974413952584,212.64974413952584
145901,-14.0,4014.0,14488.000000000002,0.4495127324191906,0.0372042158093294,0.1165714314743264,0.295851644900453,0.0625376389097581,0.0173277049383059,0.0209946315486362,6512.540467289235,539.0146786455645,1688.8868992000412,4286.2986313177635,906.0453125245754,251.04378914617592,304.1702218766413,13.94459461702002,171.59069289004532,171.59069289004532
301755,-2.0,4588.0,26448.0,0.3427996013364776,0.0448416677666022,0.1055075940547852,0.2189444850298497,0.273975089315062,0.0093218914127331,0.0046096710844899,9066.36385614716,1185.972429091095,2790.464847560959,5790.643740069465,7246.093162204759,246.54538408396502,121.91658084258889,32.96690981751395,201.7869474311765,201.7869474311765
247784,-10.0,4518.0,8187.999999999999,0.5312760509780637,0.0663855917280784,0.1092084997727476,0.1940144160188167,0.0814518004814611,0.0111184132624588,0.0065452277583734,4350.088305408385,543.5652250695058,894.1991961392573,1588.5900383620708,666.9273423422034,91.03756779301264,53.592324885561396,5.803192839061686,107.82052019883037,107.82052019883037
40113,-12.0,4163.0,6018.0,0.4344869695079594,0.0995834520720318,0.1491778549682484,0.2683673241766727,0.0288733112095412,0.0083730583553945,0.0111380297101516,2614.7425824988995,599.2932145694874,897.7523311989188,1615.0345568952164,173.75958685901892,50.3890651827641,67.02866279569233,5.708800507295867,68.60100678775704,68.60100678775706
480473,-9.0,4553.0,27837.0,0.5082818516939267,0.1501978255558435,0.0696459811669013,0.1929726114109902,0.0656716467866186,0.0102635016379629,0.0029665817477565,14149.041905603837,4181.056869998015,1938.7351777430313,5371.778583847734,1828.1016315991021,285.70509509597326,82.5807361122977,18.504414784696024,363.4861863994328,363.4861863994329
346680,-15.0,3734.0,24493.0,0.3601860925862712,0.1916157495868384,0.0358098239323603,0.0856177207246868,0.3084765763719481,0.0131372520040891,0.0051567847938058,8822.03796571554,4693.244554630433,877.0900175753007,2097.034833709754,7555.5167850781245,321.7707133361543,126.30512995468546,26.330874746617507,261.9171299045068,261.9171299045068
527847,-5.0,3963.0,25056.0,0.6027221679425387,0.1488103133072127,0.0483834652407094,0.0878159381616337,0.0801490889009412,0.0148816884176057,0.0172373380293583,15101.80663996825,3728.5912102255215,1212.2961050712147,2200.316146577894,2008.2155715019828,372.87558499152846,431.8987416636015,7.504142470978443,501.0797954559967,501.0797954559967
196957,-23.0,4125.0,12016.0,0.3869336478060597,0.1208195838107644,0.0465966881656123,0.1318683744826175,0.2825773815376674,0.0153744581451162,0.0158298660521622,4649.394712037613,1451.768119070145,559.9058049979974,1584.530387783132,3395.449816556612,184.73948907171624,190.211670482781,13.884743080935026,104.83942240266984,104.83942240266984
122368,-1.0,4142.0,8963.0,0.4408492186447194,0.1513881662404296,0.0202146944306566,0.1625320716575963,0.2106503308186967,0.0057009541778475,0.0086645640300535,3951.33154671262,1356.8921340129707,181.1843061819751,1456.7749582670358,1888.0589151279785,51.097652296047144,77.66048740136951,7.001123353885115,120.8394822443157,120.8394822443157
310892,-14.0,3685.0,29546.0,0.4531482267356,0.0221590711636076,0.1491888881511215,0.1131726434051568,0.2303781121239995,0.0102668561956502,0.0216862022248641,13388.717507130037,654.7119165999501,4407.9348893130355,3343.798922048763,6806.751700815689,303.3445331566808,640.7405309358347,27.502261786351102,395.7811492689791,395.7811492689791
586136,-19.0,4465.0,29320.0,0.6500370370242166,0.0421538988157477,0.0845657316891497,0.1213415742407236,0.0683772434373125,0.0173836926770916,0.0161408221157582,19059.08592555003,1235.9523132777226,2479.4672531258693,3557.734956738016,2004.8207775820024,509.68986929232574,473.24890443403046,14.378360064417194,457.7977462817007,457.7977462817007
116822,-17.0,4813.0,17386.0,0.4558745404114003,0.1402995990695529,0.0454006832495951,0.1142823834035127,0.228395410274355,0.0033458274778722,0.0124015561137115,7925.834759592605,2439.2488294232467,789.3362789774604,1986.9135178534718,3970.882603029936,58.17055653028607,215.61345459298812,17.011475737904497,162.79447463768147,162.79447463768147
169620,-7.0,4837.0,29026.0,0.5795266837378803,0.01803365438164,0.0622905472262142,0.0322068601245061,0.2945978046347619,0.0098096827971109,0.0035347670978863,16821.341522175713,523.4448520814826,1808.0454237880933,934.836321973914,8550.995877328598,284.735852868941,102.60014978324774,19.39049545709096,386.1399717333318,386.1399717333318
181398,4.0,4691.0,23446.0,0.5142668504817257,0.2001217460031833,0.0706947111392368,0.1339179175017824,0.05611992992161,0.0145111712600633,0.0103676736923981,12057.500576394541,4692.054456790635,1657.508197370546,3139.83949374679,1315.7878769420681,340.22892136344416,243.08047739196584,8.812911873914564,354.0290991747404,354.0290991747404
145940,-10.0,3590.0,26878.0,0.4610319226161604,0.1315176777265474,0.0443727252627824,0.1781221053414827,0.1716002119726285,0.0070919543333897,0.0062634027470084,12391.61601607716,3534.9321419341413,1192.6501096130653,4787.565947368372,4612.270497400309,190.61754857284834,168.34773903409177,20.56319984796931,422.2421006726756,422.2421006726756
451951,-3.0,3929.0,26508.0,0.3758045395231731,0.0840854881322496,0.1227043835717529,0.2793083634566772,0.122612958347153,0.0038247373458992,0.011659529623095,9961.826733680273,2228.9381194096723,3252.647799720026,7403.906098509599,3250.2242998663314,101.38613756509599,309.07081124900225,27.51788655362512,296.811274795588,296.811274795588
49334,-12.0,4368.0,26576.0,0.4678603464475314,0.1285275449140255,0.0778465557310034,0.1851547746834835,0.1186368505543348,0.0102826819287154,0.0116912457409059,12433.856567189594,3415.7480336351414,2068.8500651071463,4920.673291988257,3152.8929403320017,273.27255493754046,310.7065468103152,22.4172942309402,315.958189808003,315.958189808003
64022,-7.0,3618.0,17097.0,0.4604510401431905,0.0445004175387739,0.1043549804338417,0.0927088554775963,0.27803245474271,0.0073504667194026,0.0126017849444845,7872.331433328128,760.8236386604174,1784.1571004773916,1585.043302100464,4753.5208787361125,125.67092950162625,215.4527171958515,14.406108315893263,257.93284984841017,257.93284984841017
468285,-8.0,3601.0,24500.0,0.5521325888596369,0.1114543269847452,0.1276886681160197,0.0593122883285186,0.1263777836266731,0.0049927263278005,0.0180416177566056,13527.248427061104,2730.6310111262574,3128.3723688424825,1453.1510640487056,3096.2556988534907,122.32179503111225,442.0196350368372,11.504109044197428,482.7637472136609,482.76374721366096
26725,2.0,4796.0,28584.0,0.4495486766230124,0.1749121109328129,0.02412128498807,0.1691016559729979,0.1672460069759869,0.0105441728300907,0.0045260916770289,12849.899372592186,4999.687778903523,689.4828100989929,4833.601734332172,4780.55986340161,301.3946361753126,129.37380449619408,21.37429904859604,336.48659992130786,336.48659992130786
509177,-8.0,4265.0,21463.0,0.5256913894918728,0.1036722574976424,0.1085539696390087,0.0764248451547918,0.1564200005817847,0.0101567216954256,0.0190808159394736,11282.914292664065,2225.117662671899,2329.8938503620434,1640.3064515572962,3357.242472486845,217.99371774891964,409.5315525089219,13.66359422062072,315.2992988656737,315.2992988656737
538359,-22.0,3524.0,18099.0,0.4335101745989805,0.17097333946925,0.1013372867533092,0.0563253416281822,0.2190564939417184,0.0087327800281975,0.0100645835803617,7846.100650066948,3094.446471053956,1834.1035529481433,1019.4323581284697,3964.7034838511613,158.05458573034656,182.1588982209664,16.316950287750537,244.9816207820976,244.9816207820976
164895,-14.0,4471.0,19117.0,0.4333564664771992,0.0377228411032681,0.095269319311484,0.1558348213782701,0.2698373459462761,0.0040548862577776,0.0039243195257245,8284.475569644617,721.1475533711763,1821.2635772776396,2979.094280288389,5158.48054245496,77.51726058993438,75.02121637327527,20.201391078050985,183.9295589052224,183.9295589052224
303544,3.0,3869.0,20736.0,0.4384774859232559,0.087529566564648,0.0704279397314791,0.2403409418068557,0.1466265608041851,0.0127787389019407,0.0038187662676351,9092.269148104635,1815.0130922845408,1460.3937582719504,4983.70976930696,3040.448364835582,264.97992987064237,79.18593732568144,16.269380666998046,304.4151629653789,304.4151629653789
206869,-3.0,3619.0,15447.0,0.4336933998231876,0.1736022235674929,0.0720291816144531,0.1457077066313134,0.1625131141183104,0.0059845926845644,0.0064697815606781,6699.261947068779,2681.633547447063,1112.634768398457,2250.746944333898,2510.340073785541,92.44400319846629,99.93871576779462,10.927846346088954,247.9980566375894,247.9980566375894
430816,-21.0,3860.0,21916.0,0.4781309675474263,0.1648690909321439,0.0884940831760571,0.0416191856687158,0.2107746990858384,0.0090206631414109,0.0070913104484073,10478.718284769395,3613.270996868866,1939.4363268864674,912.1260731155755,4619.3383051652345,197.69685340716129,155.41315978729438,17.654946726029856,296.9222970740928,296.9222970740928
441291,-13.0,4555.0,23718.0,0.419889705533482,0.1319987697312605,0.097544576608532,0.150301642433775,0.1779588623618623,0.0122451447379396,0.0100612985931483,9958.944035843126,3130.746820486037,2313.562268001162,3564.8543552442757,4220.8282974986505,290.4303428944514,238.63388003229136,24.393640487825845,226.0130273610648,226.0130273610648
549236,1.0,3829.0,11469.0,0.5810678071385592,0.1940273454295947,0.080348024148672,0.0903077710456502,0.0293180530768132,0.0124103460215457,0.0125206531391646,6664.266680072135,2225.2996247320216,921.5114889611191,1035.7398261225621,336.24875073797057,142.33425852110764,143.5993708530788,1.5171441863706536,252.66886478215275,252.66886478215275
574273,-18.0,4825.0,25744.0,0.3869325243227313,0.090544261298597,0.0545587502104498,0.1264419845476599,0.3234378074424139,0.0097060323291948,0.0083786398489531,9961.190906164395,2330.9714628710813,1404.5604654178196,3255.1224501949564,8326.582914797504,249.87209628279092,215.69970427144864,31.49844751265188,181.93925704948688,181.93925704948688
13959,-24.0,3679.0,7757.000000000001,0.4977501380621746,0.1174385933499615,0.1214123423251399,0.1747345635117382,0.0764153480649216,0.0043475726883352,0.0079014419977287,3861.047820948289,910.9711686156514,941.7955394161103,1355.4160091605534,592.753854939597,33.72412134341615,61.29148557638153,6.222040823339877,111.72677290627357,111.72677290627357
601571,-5.0,3612.0,25845.0,0.3934254757536359,0.1068616590085959,0.0857002701956859,0.1446970861407402,0.2538214849343607,0.0051940083165527,0.0103000156504283,10168.081420852719,2761.839577077161,2214.9234832075017,3739.6961913074306,6560.016278128552,134.23914494130452,266.2039044853194,24.44305413193933,343.52579730555016,343.52579730555016
456922,-2.0,3880.0,29153.0,0.4983692978892823,0.1255539109489345,0.0660015201661752,0.2271545856376265,0.0593909158521713,0.0095153640007709,0.0140144055050391,14528.960141366248,3660.2731658942876,1924.1423174045058,6622.237635093726,1731.42336983835,277.4014067144741,408.5619636884049,17.06824235797706,488.8988341969922,488.8988341969922
98503,-3.0,3596.0,18617.0,0.5691799985561103,0.055032494121546,0.1001466305931654,0.1635042352912711,0.1014714136054181,0.0040758666158291,0.0065893612166598,10596.424033119107,1024.5399430608218,1864.4298217529604,3043.9583484175937,1889.0933070920687,75.88040878689036,122.67413777055549,8.676752889065893,380.7988818870351,380.7988818870351
424374,-7.0,4212.0,9418.0,0.3760275467590759,0.1054561377373662,0.1102299571873899,0.2913333646755173,0.0850054036543147,0.0134536716912297,0.0184939182951061,3541.427435376977,993.1859052105149,1038.145736790838,2743.7776285140217,800.5808916163359,126.70667998800133,174.17572250330926,10.25818278101533,92.20174438240416,92.20174438240416
265267,-6.0,4416.0,28284.0,0.4237833252240066,0.1426192824597596,0.0520082281793531,0.1815804934557055,0.1778770479542074,0.0128901982408901,0.0092414244860771,11986.287570635803,4033.843785091841,1471.0007258248231,5135.822676901174,5031.074424336802,364.5863670453356,261.3844501642047,26.00205686307549,312.869934104661,312.869934104661
589649,-6.0,4883.0,15802.999999999998,0.37478925737672,0.1590196889993341,0.0563308481140419,0.1302649811222157,0.2692711091360678,0.0030372843598685,0.0072868308917518,5922.794634324305,2512.9881452564764,890.196392746204,2058.5774966743747,4255.2913376772785,47.9982047390019,115.15378858235368,17.931906044374934,126.98274755063863,126.98274755063863
241943,-11.0,3684.0,14866.0,0.4202346158778141,0.0494367482128994,0.0664878340090135,0.1666996756428335,0.2723366494291772,0.0125256918045629,0.012278785023699,6247.207799639584,734.9266989329625,988.4081403779946,2478.157378106363,4048.556630414148,186.20693436663205,182.53641816230933,14.620006717896803,188.4160623141385,188.4160623141385
123947,-19.0,3672.0,25888.0,0.4381077770757665,0.0539090004517829,0.0950951882595841,0.2272565707172154,0.1731047347512534,0.0086609605875186,0.0038657681568788,11341.734132937443,1395.5962036957558,2461.8242336641133,5883.218102727272,4481.3353732404485,224.21494768968154,100.07700604527838,25.46436616072649,322.4262389484078,322.4262389484078
226973,5.0,3994.0,29667.0,0.5388826949879849,0.0247436116118762,0.1033278672097088,0.1275046325845905,0.1942936069395582,0.0043498846813105,0.0068977019849708,15987.032912208548,734.0687256895312,3065.427836510431,3782.6799348870463,5764.108437075873,129.0480288404386,204.63412478812873,16.789001876366996,519.5624771648054,519.5624771648054
12337,-12.0,4794.0,8064.000000000001,0.6907547974983799,0.1762793644986415,0.0385968119537666,0.03271724033098,0.0401500821928223,0.0097422219368766,0.0117594815885331,5570.246687026936,1421.5167953170453,311.2446915951739,263.83182602902275,323.7702628029191,78.5612776989729,94.82845952993092,0.814168084021101,141.11943231205018,141.11943231205018
193422,0.0,3998.0,16305.0,0.3673374135669715,0.1721111705845333,0.0403270882061615,0.1611714637132008,0.2426087371073292,0.0066418602771493,0.0098022665446541,5989.43652820947,2806.272636380815,657.5331732014632,2627.900715843739,3955.7354585350026,108.29553181891934,159.8259560105851,15.692080364560262,189.97896214929773,189.9789621492977
443065,-23.0,4077.0,29146.000000000004,0.4777415018542081,0.2298517306703933,0.0350395599941952,0.1748087945549789,0.0541380977800646,0.0107966293953595,0.0176236857508,13924.253813042751,6699.258542119284,1021.2630155908136,5094.977126099416,1577.908997897763,314.67856035714806,513.6599448928168,23.119586539004256,366.547137693302,366.547137693302
18304,-11.0,3936.0,10579.0,0.585055869971063,0.0855284128074126,0.0832081254306505,0.0894987461126241,0.1318892233378632,0.0126355587855136,0.0121840635548728,6189.306048423875,904.8050790896178,880.2587589308516,946.8072351254503,1395.2560936912548,133.67157639194838,128.89520834699937,5.324650027887438,188.82859361436064,188.82859361436064
47624,8.0,3860.0,13416.0,0.3744030872905738,0.1567355429089456,0.0565550640284315,0.1110695486174828,0.2767410282863954,0.0116726007927476,0.0128231280754231,5022.991819090338,2102.764043666414,758.742739005437,1490.1090642521492,3712.757635490281,156.5996122355018,172.0350862598763,11.4567890008423,181.14939022617173,181.14939022617173
330125,1.0,3811.0,29376.0,0.6197360160597724,0.0723295277660219,0.1346297609295653,0.1336835053266236,0.0132526927676372,0.0109141280775269,0.0154543690728525,18205.365207771873,2124.7522076546593,3954.8838570669104,3927.086652474895,389.3111027421104,320.61342640543023,453.9875458841151,6.0400364736067855,650.8074468717074,650.8074468717074
115569,-14.0,4299.0,13903.0,0.5269647001452333,0.1131245113861678,0.1021257039445699,0.045746498493371,0.1971208089725076,0.0044324836557741,0.010485293402376,7326.390226119179,1572.770081801891,1419.8536619413553,636.013568553337,2740.5706071447735,61.62482026622731,145.77703417323355,9.596783996126874,191.6650691613194,191.6650691613194
428407,4.0,3807.0,14538.0,0.4365377064354828,0.1770987647818856,0.0602097146307023,0.059756727939869,0.2452126975853271,0.0133918207425765,0.0077925678841564,6346.385176159049,2574.661842399053,875.32883130115,868.7433107898155,3564.9021974954853,194.69028995557716,113.28835189986575,9.470793459818994,234.4780762429702,234.4780762429702
53080,-24.0,4282.0,8156.000000000001,0.4390002711105242,0.0771452831392858,0.086212693325996,0.2370442927333785,0.1384526295496543,0.0086779893603203,0.0134668407808408,3580.486211177436,629.196929284015,703.1507267668235,1933.3332515334353,1129.2196466069804,70.77768122277237,109.83555340853758,8.740122628595032,77.30933202567249,77.30933202567249
429683,-3.0,4197.0,13760.0,0.4719328625726501,0.2004364729339971,0.0471349574861385,0.0454622168833816,0.2151137053507205,0.0056575283604882,0.0142622564126237,6493.796188999665,2758.0058675718,648.5770150092658,625.5601043153308,2959.964585625914,77.84759024031763,196.2486482377021,8.605818152478383,201.82752815452707,201.82752815452707
141791,-18.0,3588.0,29447.000000000004,0.475298227647469,0.162007955813013,0.0649543204187022,0.2225085922838989,0.0524972017977747,0.0088707789987986,0.0138629230403433,13996.106909535021,4770.648274825794,1912.7098733695238,6552.210516983972,1545.8851013390718,261.21782917762243,408.2214947689892,22.10279205129834,453.8609843777321,453.8609843777321
246221,-9.0,3967.0,18480.0,0.487169805859701,0.0755338843140746,0.0358849485336927,0.1323769511765305,0.2393486818276133,0.012532999208478,0.0171527290799096,9002.898012287274,1395.8661821240985,663.1538489026411,2446.326057742284,4423.1636401742935,231.60982537267344,316.9824333967294,14.707778463884276,262.9849064457848,262.9849064457848
419843,-16.0,3922.0,22626.0,0.5881328136487313,0.1954373911668488,0.050280064487143,0.0745308278990221,0.0640999268912327,0.0158193099232829,0.0116996659837388,13307.093041616194,4421.966412541121,1137.6367390860976,1686.3345120432741,1450.324945841031,357.92770632419894,264.7166425480741,8.208266067922422,417.3145509094073,417.3145509094073
426455,-5.0,4567.0,26479.0,0.3931164355504958,0.1652315673310385,0.1217768220231236,0.1218795509370454,0.1793797001108201,0.0110004850778423,0.007615438969634,10409.330096941578,4375.166671358568,3224.52847035029,3227.248629262025,4749.795079234405,291.28184437618626,201.6492084769387,26.524371136591974,259.35507795872746,259.35507795872746
239210,-18.0,3812.0,20269.0,0.6506105480869793,0.0952064073884781,0.0269449535381956,0.1835947083222849,0.0184358765672524,0.0101836657627609,0.0150238403340486,13187.225199174984,1929.7386713570627,546.1472632656867,3721.2811429843923,373.6767821416389,206.41272134540066,304.51821973083105,7.634509699550099,402.7942581704826,402.7942581704826
447027,-3.0,4505.0,9524.0,0.3905599103226602,0.1344170519810281,0.0757694304312874,0.1868603722820695,0.1922191643584279,0.0102659587496099,0.0099081118749165,3719.6925859130156,1280.1880030673117,721.6280554275811,1779.6581856144298,1830.6953213496672,97.7729911312847,94.36485749670474,9.687914427921042,94.45041279229854,94.45041279229854
447145,10.0,4765.0,25607.0,0.4195666024130252,0.0694045659829147,0.0924441226880994,0.2585692745462035,0.1364528926952165,0.0055825768231982,0.0179799648513421,10743.841987990336,1777.2427211244967,2367.2166496741615,6621.183413304632,3494.1492232464084,142.95304471163632,460.4129599483171,22.679615978930613,281.74415687042944,281.74415687042944
467846,-7.0,4220.0,14689.0,0.4674577636328171,0.137073265321735,0.0817809458488515,0.0713646966829388,0.2250726143276146,0.0124714904696159,0.0047792237164268,6866.487090002451,2013.4691943109653,1201.2803135737797,1048.276029575688,3306.091631858331,183.19372350818796,70.20201717059327,11.306058513717806,194.55612787487115,194.55612787487115
290768,-2.0,4352.0,25768.0,0.5094475974304065,0.0407344747192732,0.1061155526880719,0.056999407552238,0.2769498715107829,0.005238358935919,0.0045147371633083,13127.445690586714,1049.645944566232,2734.3855616662368,1468.7607338060689,7136.444289089854,134.98203306076078,116.33574722412827,18.958203553820667,358.41965565026607,358.41965565026607
383164,-15.0,4472.0,19321.0,0.5873385101809302,0.0162637603498088,0.1035301556664125,0.2545241798236072,0.0205281825362138,0.0082109871630031,0.0096042242800241,11347.967355205752,314.2321137186558,2000.3061376307558,4917.661678371915,396.62501478218684,158.6444829763829,185.56321731434562,12.6224920991817,271.5211673611672,271.5211673611672
525623,-23.0,4238.0,9243.0,0.5723633083501211,0.0784150635205042,0.0250545002636203,0.2517428383356315,0.052945028710463,0.011993304765362,0.0074859560542977,5290.354059080169,724.7904321200203,231.57874593664243,2326.859054736242,489.3709003708095,110.85411594624095,69.19269180987364,6.380482792115595,128.72327041272507,128.72327041272507
