,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"1 mass flow, kg/h","2 mass flow, kg/h",1 Methane mass frac,1 Ethane mass frac,1 Propane mass frac,1 i-Butane mass frac,1 n-Butane mass frac,1 i-Pentane mass frac,1 n-Pentane mass frac,2 Methane mass frac,2 Ethane mass frac,2 Propane mass frac,2 i-Butane mass frac,2 n-Butane mass frac,2 i-Pentane mass frac,2 n-Pentane mass frac
552576,-10.0,4247.0,17516.0,0.7537876406566976,0.0669435580756481,0.0394548654345969,0.0614316480848363,0.0451705742612027,0.0197801467678923,0.0134315667191262,16260.4319873414,1255.5680126585994,0.8044590793423487,0.0686109989144425,0.0361296064414129,0.0465512306429762,0.0304381927410083,0.0088368980328077,0.0049739938850034,0.0975591654631305,0.0453491019579573,0.0825191575747508,0.2541428459786652,0.2359646095547911,0.16150241906489,0.1229627004058149
477445,12.0,4704.0,18057.0,0.6928662012892055,0.1086543003217702,0.088567814617559,0.0682912772469233,0.010899333833379,0.0194210183915591,0.0113000542996038,18057.0,0.0,0.6928662012892055,0.1086543003217702,0.088567814617559,0.0682912772469233,0.010899333833379,0.0194210183915591,0.0113000542996038,0.0927459111061989,0.0642094487060236,0.1554168631218034,0.2584265118608837,0.0559321260031482,0.2131780745654194,0.1600910646365227
242228,31.0,4682.0,19524.0,0.6335523258323259,0.1035891264696517,0.1380404796121417,0.1002317006791453,0.0117899401538729,0.0069965950381786,0.0057998322146835,19524.0,0.0,0.6335523258323259,0.1035891264696517,0.1380404796121417,0.1002317006791453,0.0117899401538729,0.0069965950381786,0.0057998322146835,0.1176184165495561,0.0717956240792178,0.2527120630810539,0.3665906424342158,0.0562773505070129,0.0664796796840053,0.0685262236649381
429449,27.0,3618.0,10397.0,0.5941054829750962,0.1585801928041052,0.1108043120311838,0.0843370103860826,0.0237306032214711,0.0201856929875144,0.0082567055945466,10397.0,0.0,0.5941054829750962,0.1585801928041052,0.1108043120311838,0.0843370103860826,0.0237306032214711,0.0201856929875144,0.0082567055945466,0.0764581702975424,0.0854073725087231,0.1716088401022541,0.2774133197698334,0.1042611339752504,0.1875015349474392,0.0973496283989573
602160,19.0,4256.0,11328.0,0.6263103435172382,0.1267718884287392,0.1260707645059343,0.0703019527815343,0.0157994349952146,0.0122113153522668,0.0225343004190725,11328.0,0.0,0.6263103435172382,0.1267718884287392,0.1260707645059343,0.0703019527815343,0.0157994349952146,0.0122113153522668,0.0225343004190725,0.0755922044499989,0.0655477512377122,0.1897647269403069,0.2255681670266306,0.0682157558255314,0.1116571853596885,0.2636542091601314
246502,-12.0,4543.0,7144.0,0.6615927294476491,0.0552095072303892,0.1659116630825058,0.0897404801382063,0.0103139427025712,0.0120961620529978,0.0051355153456802,6118.104412158665,1025.895587841317,0.7509793286567122,0.0564102271431817,0.1324428166766234,0.0509182722222848,0.0048732917033972,0.003268146579758,0.0011079170180423,0.1285204036766193,0.0480488079513526,0.3655088728692738,0.3212633800854773,0.0427601987129921,0.0647435474765774,0.0291547892277075
191103,48.0,4295.0,19741.0,0.7350733664797255,0.0922516816861697,0.1022474133425531,0.0446899727759764,0.0155984557082797,0.0049649587581434,0.0051741512491518,19741.0,0.0,0.7350733664797255,0.0922516816861697,0.1022474133425531,0.0446899727759764,0.0155984557082797,0.0049649587581434,0.0051741512491518,0.7350578296228973,0.0922544213531547,0.1022538413479586,0.0446936623599628,0.0155999333495062,0.0049655243275946,0.0051747876389256
401977,26.0,3620.0,21223.0,0.6865716703089129,0.0769238890181041,0.0657414776952012,0.1341514976268868,0.0153938547765978,0.0139283203260163,0.0072892902482805,21223.0,0.0,0.6865716703089129,0.0769238890181041,0.0657414776952012,0.1341514976268868,0.0153938547765978,0.0139283203260163,0.0072892902482805,0.0877527607569882,0.0420811009691934,0.1053128163005493,0.4630622922547065,0.0712637346852975,0.1382884829689654,0.0922388120642994
99408,42.0,4723.0,18785.0,0.6651024920194281,0.1465653712288427,0.0790271186212728,0.046707559850328,0.0376456001607178,0.0181235630468186,0.006828295072592,18785.0,0.0,0.6651024920194281,0.1465653712288427,0.0790271186212728,0.046707559850328,0.0376456001607178,0.0181235630468186,0.006828295072592,0.1406915095658298,0.109468714478103,0.1501247181892888,0.1732014838813877,0.1798130932028945,0.1687044252932548,0.0779960553892411
590281,-11.0,4517.0,17827.0,0.7081820388626026,0.0999668816336138,0.0836995396334085,0.0698323129983854,0.0055932279687095,0.0207488309018591,0.0119771680014207,16564.309765568425,1262.690234431564,0.7535277680553588,0.1016421239627249,0.0755176370152589,0.0519660624108327,0.003705714197666,0.0092035678786662,0.0044371264794924,0.1133245794378724,0.077990602642053,0.1910319365611117,0.3042065886612637,0.0303541407704271,0.1722026933190488,0.1108894586082231
263034,-2.0,4392.0,9008.0,0.7816609009010261,0.0716867545489956,0.0417382454179678,0.0580768227821247,0.0226187337497266,0.0147435722191985,0.0094749703809602,9008.0,0.0,0.7816609009010261,0.0716867545489956,0.0417382454179678,0.0580768227821247,0.0226187337497266,0.0147435722191985,0.0094749703809602,0.091947400402707,0.0424195514727918,0.0806436025875498,0.2584053587661148,0.1403914102187042,0.2083079138002807,0.1778847627518514
106006,27.0,4538.0,24662.0,0.675788862507594,0.1211865982284413,0.1389049119966822,0.0361728354131506,0.0051735317147654,0.0145237133144692,0.0082495468248969,24662.0,0.0,0.675788862507594,0.1211865982284413,0.1389049119966822,0.0361728354131506,0.0051735317147654,0.0145237133144692,0.0082495468248969,0.1299177740778933,0.0929027158131465,0.2943885833243083,0.1577905299322714,0.0299080866398118,0.1719565596409909,0.1231357505715775
346507,15.0,4453.0,1801.0000000000002,0.6377232231086298,0.0727937083243875,0.157639709517483,0.0801697799520195,0.0312323538483821,0.012056654301274,0.0083845709478238,1801.0000000000002,0.0,0.6377232231086298,0.0727937083243875,0.157639709517483,0.0801697799520195,0.0312323538483821,0.012056654301274,0.0083845709478238,0.0883722262544239,0.0413100527735877,0.2525755386754339,0.2683907464733225,0.1392238538314438,0.1115807359333975,0.0985468460583905
579899,10.0,3667.0,24280.0,0.7587349000488774,0.0648029344117212,0.039208697318002,0.0824174117625397,0.0265276528584685,0.0052552530573262,0.0230531505430645,24280.000000000004,0.0,0.7587349000488774,0.0648029344117212,0.039208697318002,0.0824174117625397,0.0265276528584685,0.0052552530573262,0.0230531505430645,0.071639367738741,0.0307365073598185,0.0608114606802256,0.295629755850739,0.1324751643358441,0.0601382170535551,0.3485695269810765
593341,-25.0,3716.0,5414.0,0.5477376968813783,0.1176540628951807,0.1664711271720278,0.1066170332218097,0.0410761123763123,0.0106079145236854,0.0098360529296054,3612.1330195415,1801.866980458493,0.759933304659794,0.1176029701870711,0.0860489731727285,0.0273530458230628,0.0076357374018561,0.0008503392308476,0.0005756295246397,0.1223573720457155,0.1177564864702961,0.327690307674243,0.2655144819506169,0.1081127382433041,0.0301685481820883,0.0284000654337357
