,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"1 mass flow, kg/h","2 mass flow, kg/h",1 Methane mass frac,1 Ethane mass frac,1 Propane mass frac,1 i-Butane mass frac,1 n-Butane mass frac,1 i-Pentane mass frac,1 n-Pentane mass frac,2 Methane mass frac,2 Ethane mass frac,2 Propane mass frac,2 i-Butane mass frac,2 n-Butane mass frac,2 i-Pentane mass frac,2 n-Pentane mass frac
598715,-11.0,4524.0,11920.0,0.7600152625773732,0.0801033587076975,0.048009482391671,0.0518589590484294,0.0401402013232629,0.0068828265529362,0.0129899093986296,11381.971482654708,538.0285173452878,0.7907710651272905,0.0810931715503665,0.0450472411425385,0.0426941965587563,0.030373758326395,0.0038194418352462,0.0062011254594065,0.1093775059086946,0.0591639081298506,0.110675575982265,0.2457391381464756,0.2467489071699478,0.0716886061223683,0.1566063585403975
90764,-4.0,3922.0,16863.0,0.7050976710363648,0.0758291691449462,0.0578927156967218,0.0973908122334596,0.0345696799486038,0.0208907459097362,0.0083292060301673,15688.345786447911,1174.6542135520835,0.7514926952520634,0.0780430383276544,0.0541475537549124,0.0774497311430859,0.0248851324107268,0.0104497678127116,0.0035320812988454,0.0854589941652416,0.0462613653916542,0.1079120276708207,0.3637181891688075,0.1639137275897108,0.1603374637991854,0.0723982322145795
204829,-10.0,4255.0,22526.0,0.6913709207877605,0.0302896163383178,0.0801791613308003,0.1476344268834906,0.0178383193544451,0.0129544531692489,0.0197331021359364,19005.20725194071,3520.792748059286,0.8000300040135461,0.0318053194531322,0.0660908745669045,0.0858451753242293,0.0085838918574801,0.0034700497672065,0.0041746850175012,0.1048301771866976,0.0221078647014633,0.1562276052274771,0.4811722451698302,0.0677936348653705,0.0641511765254264,0.1037172963237348
129194,23.0,4409.0,12586.0,0.7746142427684873,0.0194145793500957,0.0949088730246913,0.0769699708858096,0.0064436264906695,0.0129899925530347,0.0146587149272115,12586.0,0.0,0.7746142427684873,0.0194145793500957,0.0949088730246913,0.0769699708858096,0.0064436264906695,0.0129899925530347,0.0146587149272115,0.1154906910388633,0.0123666117739343,0.1758320883251867,0.3042945330904948,0.0342570911169589,0.1464856701995061,0.2112733144550554
355995,11.0,4401.0,6904.0,0.6707271739795082,0.0731553727153256,0.1218470424467727,0.0843627313876824,0.0312225875089196,0.0047835425129438,0.0139015494488474,6904.0,0.0,0.6707271739795082,0.0731553727153256,0.1218470424467727,0.0843627313876824,0.0312225875089196,0.0047835425129438,0.0139015494488474,0.0869094809304801,0.0409349202437698,0.1998583010821971,0.2964809411532587,0.1478559563669219,0.0481695699812897,0.1797908302420825
257448,37.0,3710.0,8043.000000000001,0.7287666315667127,0.0728957538061379,0.0984904971325285,0.0386078463660293,0.0306365322516037,0.0120686079607066,0.0185341309162808,8043.000000000001,0.0,0.7287666315667127,0.0728957538061379,0.0984904971325285,0.0386078463660293,0.0306365322516037,0.0120686079607066,0.0185341309162808,0.1188115513904945,0.0471882828058363,0.1770792956702078,0.144441810338239,0.151131360619183,0.12358354307605,0.2377641560999892
575491,-10.0,4530.0,22596.0,0.5525260534634756,0.1256948706105381,0.1435527696714966,0.1277366090415753,0.0209492056082031,0.011448940350181,0.0180915512545301,16804.311664528457,5791.688335471496,0.7006113511174551,0.1309280871585351,0.1005235778337751,0.0559476154493501,0.0073021127481621,0.0020937029730654,0.0025935527196569,0.1228635180208959,0.1105109386054423,0.2683999486685652,0.3360290019554216,0.0605456045253105,0.0385927221759161,0.0630582660484484
336264,15.0,4217.0,3316.0,0.6020445243066482,0.1027945361118162,0.0798219359487646,0.1504491985438929,0.0429010483953768,0.0092386028084992,0.0127501538850021,3182.774037964991,133.22596203500942,0.6239963264606546,0.1048321740253018,0.0783257863466744,0.1386555990048265,0.0380718553399193,0.00704962317758,0.0090686356450432,0.0776150143590617,0.054115277574272,0.1155650151332316,0.4321988054052992,0.1582706809088335,0.0615334215698245,0.1007017850494772
286526,-18.0,4368.0,18653.0,0.6862899602368232,0.0784660144069034,0.0367685084898115,0.1390220603828493,0.0362791192829614,0.0062879573602913,0.0168863798403597,15372.994966483571,3280.005033516384,0.8070564498160906,0.0808318984689004,0.0274266140924929,0.0669972015119258,0.0139025301185808,0.0012370443561492,0.00254826163586,0.1202717323831944,0.0673773961259213,0.0805528606721723,0.476594040172568,0.141155541445735,0.0299609881621914,0.0840874410382172
375409,2.0,3554.0,23907.0,0.7334929378269809,0.1315453391372055,0.0499066395928757,0.040964405137925,0.0305875238267948,0.005721247054134,0.0077819074240839,23907.0,0.0,0.7334929378269809,0.1315453391372055,0.0499066395928757,0.040964405137925,0.0305875238267948,0.005721247054134,0.0077819074240839,0.088244715695789,0.0845965689519104,0.1095194734059493,0.2134797627969009,0.225083858645894,0.0988645887013825,0.1802110318021735
418613,20.0,3501.0,13234.0,0.7032311783091617,0.0372055840459101,0.1235189985236878,0.10420339312469,0.0044367676081636,0.0164783256491891,0.0109257527391975,13234.0,0.0,0.7032311783091617,0.0372055840459101,0.1235189985236878,0.10420339312469,0.0044367676081636,0.0164783256491891,0.0109257527391975,0.0797703923297631,0.0191981547889414,0.1948630549307922,0.3645283797401306,0.0210982343745121,0.1727034376879803,0.1478383461478799
558717,-14.0,3855.0,1155.0,0.6134341408967384,0.1100929985452801,0.1355386304772787,0.0914140207346054,0.0326221178529198,0.0065525840135166,0.0103455074796607,951.4317313069048,203.5682686930953,0.722112106710622,0.1139989778659332,0.1026986265555288,0.0452641612918252,0.0129342460480917,0.0013475118368849,0.0016443696911137,0.1054980768282086,0.0918373406701291,0.28902533048209,0.3071079545245128,0.124638747346666,0.030879906068096,0.0510126440802973
572991,44.0,3797.0,9792.0,0.5891688724694636,0.1136529708092533,0.135116035886985,0.1010095750638219,0.0178715554920426,0.0192278459487753,0.0239531443296578,9792.0,0.0,0.5891688724694636,0.1136529708092533,0.135116035886985,0.1010095750638219,0.0178715554920426,0.0192278459487753,0.0239531443296578,0.0824396619451627,0.058507642578086,0.1825233070715915,0.2726468175512821,0.0626313521295652,0.1344578413790448,0.2067933773452676
322741,-24.0,4213.0,22091.0,0.5997622822102721,0.0944391720876236,0.1302422018170503,0.1047848511861146,0.0270095721170226,0.0192001798682824,0.0245617407136342,15683.07571697416,6407.924283025754,0.7900671724175982,0.094539068537278,0.0738895351745862,0.031649136611778,0.0060510652021408,0.0019534389475203,0.0018505831090985,0.1340005361893616,0.0941946804996165,0.2681625483711191,0.2837808721476333,0.0783044745445529,0.0614107197849029,0.0801461684628137
522975,42.0,4138.0,13264.0,0.6391410147573502,0.0900329737452144,0.1606328366919082,0.0498587995835388,0.0429639210386099,0.0099264025013876,0.0074440516819904,13264.0,0.0,0.6391410147573502,0.0900329737452144,0.1606328366919082,0.0498587995835388,0.0429639210386099,0.0099264025013876,0.0074440516819904,0.1209982695548488,0.0612808987003956,0.28245189207043,0.1733469247562429,0.1928324726271984,0.0879842722223549,0.0811052700685293
584425,14.0,4513.0,20236.0,0.6790837844996679,0.0602631193538656,0.159771529127932,0.0544697281613986,0.0150470358822312,0.0099389902347196,0.0214258127401851,20236.0,0.0,0.6790837844996679,0.0602631193538656,0.159771529127932,0.0544697281613986,0.0150470358822312,0.0099389902347196,0.0214258127401851,0.0909658654797943,0.0339582400995641,0.2589847079335824,0.1867959438866191,0.069142959612495,0.0959537293879555,0.2641985535999891
27303,29.0,4034.0,10925.0,0.6445259987302879,0.1097232206539675,0.1466482299961727,0.0369234235928155,0.0300570845793297,0.0199259855135986,0.0121960569338276,10925.0,0.0,0.6445259987302879,0.1097232206539675,0.1466482299961727,0.0369234235928155,0.0300570845793297,0.0199259855135986,0.0121960569338276,0.092562591827866,0.0643137632855884,0.2419488015978547,0.127113648794274,0.1377081222742434,0.1896139702206885,0.1467391019994849
279766,7.0,3565.0,3992.0,0.649576786642238,0.1222474529245277,0.0402141512016763,0.1423814023977966,0.015528658516333,0.0171056608478618,0.0129458874695663,3889.601977436576,102.39802256342436,0.6649515963713951,0.123916014677369,0.0396891279873325,0.1339242532328896,0.014161786586119,0.0136729421675506,0.0096842789773439,0.0655626735943047,0.0588669214371467,0.0601572251164749,0.4636272945723583,0.0674494635237738,0.1474979187515938,0.1368385030043475
319124,-8.0,4599.0,11498.0,0.6637564184797082,0.1153389323129446,0.1010216085345014,0.0845735459117305,0.0194890924155261,0.0041326141106853,0.0116877882349036,10543.508539281323,954.4914607186593,0.7131388855046704,0.1173505318016515,0.0898469156782406,0.0611993061705842,0.0125066165252678,0.0017674559666668,0.0041902883529185,0.1182675543085929,0.0931183915751317,0.22445955890141,0.3427701945485034,0.096618953921916,0.0302586363062467,0.0945067104381991
153389,-23.0,4026.0,8477.0,0.6601170660463561,0.1558093114335811,0.088454216078438,0.0597596717223531,0.0042880892199673,0.0169384937328989,0.0146331517664051,7365.937085638475,1111.062914361512,0.7408558719084022,0.1561274073686674,0.0661230484509155,0.0294870596801268,0.0016907123700238,0.003442792957567,0.0022731072642973,0.1248485797508157,0.153700452776923,0.2365016161554189,0.2604559174872647,0.0215077391759482,0.1064100092994336,0.0965756853541954
16987,42.0,3881.0,9900.0,0.7669033157264679,0.0302982911296224,0.0700467807591663,0.0674258496414992,0.0348249865824068,0.0125387735176874,0.0179620026431498,9900.0,0.0,0.7669033157264679,0.0302982911296224,0.0700467807591663,0.0674258496414992,0.0348249865824068,0.0125387735176874,0.0179620026431498,0.1302274886701417,0.0195366530795289,0.1216722372608172,0.239040819105853,0.1611144389443033,0.1182395488901419,0.2101688140492139
113910,21.0,3958.0,5916.0,0.6390066894554357,0.1207926717256379,0.1149424167225653,0.0887104032636661,0.013052466077491,0.0065560799937669,0.0169392727614366,5916.0,0.0,0.6390066894554357,0.1207926717256379,0.1149424167225653,0.0887104032636661,0.013052466077491,0.0065560799937669,0.0169392727614366,0.0832786260816988,0.0677733396232143,0.1888601674393888,0.3127160138019285,0.061906011025257,0.0663169996934704,0.2191488423350418
220845,22.0,3761.0,17981.0,0.6909726841291924,0.0556325664985608,0.0408006935330796,0.1549086789153676,0.0255284235410002,0.0161504100893206,0.0160065432934786,17981.0,0.0,0.6909726841291924,0.0556325664985608,0.0408006935330796,0.1549086789153676,0.0255284235410002,0.0161504100893206,0.0160065432934786,0.0685297491591895,0.0243998067686263,0.053592696623038,0.4447983221999404,0.099067461172467,0.1362267916234037,0.1733851724533347
385229,17.0,4345.0,21095.0,0.5846796034027685,0.1204095420367598,0.1124396333676352,0.1284496442508262,0.012957513195343,0.0151557730831656,0.0259082906635015,20330.32163739441,764.6783626055895,0.6037983156518469,0.1225814073762158,0.1107060920314741,0.1198440076804071,0.0117036288092653,0.0120237588669184,0.019342789583872,0.0763749509837771,0.0626666751485208,0.1585288842989462,0.357245655654882,0.0462942389504761,0.0984258896485532,0.2004637053148445
178947,-5.0,4831.0,4671.0,0.5692928989714446,0.0409804899118364,0.1544775697757774,0.1611618646384271,0.0382837324020368,0.025110562447446,0.0106928818530316,3336.1192282194847,1334.880771780513,0.7483219468486564,0.0441103384002031,0.1124538992467469,0.0743183821885316,0.0141559367791731,0.0049664516571259,0.0016730448795627,0.121865486981429,0.033158407262817,0.2595026613465095,0.3782001333522661,0.0985836517758249,0.0754545008452791,0.033235158435874
240872,21.0,3597.0,7311.0,0.6138886060221654,0.1407215530635523,0.1202336683249923,0.0750412213561881,0.0215615350615662,0.0202165829322003,0.0083368332393349,7311.0,0.0,0.6138886060221654,0.1407215530635523,0.1202336683249923,0.0750412213561881,0.0215615350615662,0.0202165829322003,0.0083368332393349,0.0733461757036087,0.0740570407209027,0.1886680158324987,0.2561599077846849,0.099430135731101,0.2016250310059489,0.1067136932212547
116187,47.0,4890.0,2951.0,0.7176538619423101,0.035394115661679,0.1226486904429746,0.0673003235689087,0.0257042190899117,0.0156563859763958,0.0156424033178199,2951.0,0.0,0.7176538619423101,0.035394115661679,0.1226486904429746,0.0673003235689087,0.0257042190899117,0.0156563859763958,0.0156424033178199,0.1444830286545974,0.0245030472859361,0.2119026621240443,0.2241241363487867,0.1096361334435335,0.128597352218615,0.1567536399244868
541660,50.0,4861.0,19982.0,0.60677019732127,0.0987296633050676,0.1445960147396133,0.1138550565888704,0.0074979040814737,0.0128035033785121,0.0157476605851925,19982.0,0.0,0.60677019732127,0.0987296633050676,0.1445960147396133,0.1138550565888704,0.0074979040814737,0.0128035033785121,0.0157476605851925,0.1209256663153257,0.0643726451957793,0.2269678670857217,0.3359720474138095,0.0280370763018201,0.089973711526734,0.1337509861608094
579261,9.0,4659.0,12118.0,0.7013702334500362,0.0358749816694957,0.1386501186589431,0.0814953011904519,0.0221574264785987,0.0142186473174927,0.0062332912349812,12118.0,0.0,0.7013702334500362,0.0358749816694957,0.1386501186589431,0.0814953011904519,0.0221574264785987,0.0142186473174927,0.0062332912349812,0.0967936531659709,0.0212281963833862,0.2391903729651717,0.2999853864845926,0.1097637665527365,0.1491159556125593,0.0839226688355825
584689,-13.0,4370.0,17967.0,0.6745672755983977,0.1113811490140648,0.0482720651128266,0.1072878123358841,0.0254359383831353,0.0150450073017902,0.0180107522539011,15561.970853373768,2405.0291466262124,0.7615890957139283,0.1148359640897237,0.0396398388424821,0.0632722084806406,0.0124936128864954,0.0041928664385188,0.0039764135482108,0.1114842750679787,0.0890264380174767,0.1041277098592828,0.3920949820326893,0.1091804919309034,0.0852648214973228,0.1088212815943461
576249,-21.0,4564.0,3682.0,0.6081049522279784,0.0246614248126909,0.1836468858203064,0.1226582188918233,0.036394699566559,0.015630781621418,0.0089030370592236,2524.54861135663,1157.4513886433392,0.820759167177747,0.0249080129453545,0.1052977866359218,0.0381210607993921,0.0084824534225733,0.0017035620877333,0.0007279569312779,0.1442790772771578,0.0241235847495999,0.3545362307100366,0.3070445068727119,0.0972748565511497,0.046007817822508,0.0267339260168359
107144,32.0,3568.0,22194.0,0.666285386030503,0.1222705987603867,0.1339269759915685,0.0362222337592624,0.0173242942856821,0.0169113971587288,0.0070591140138681,22194.0,0.0,0.666285386030503,0.1222705987603867,0.1339269759915685,0.0362222337592624,0.0173242942856821,0.0169113971587288,0.0070591140138681,0.1146183065180716,0.0850233325144877,0.2623376734949075,0.149178801671863,0.0943642494481955,0.193108179013486,0.1013694573389885
388022,3.0,4831.0,23402.0,0.6361602865870932,0.0887576032927883,0.1384130226982258,0.0838809475863286,0.0238314473948997,0.0213795321757523,0.007577160264912,21592.699540370657,1809.3004596293536,0.6803863220991684,0.0910027473204286,0.128677467036288,0.0672246735102024,0.0175209741655366,0.0115925857509281,0.0035952301174475,0.1083543649163342,0.0619634242742156,0.2545998766549419,0.2826615976843951,0.0991424062099454,0.1381796979217013,0.0550986323384663
246919,8.0,3899.0,11590.0,0.5875301553206144,0.0754202102041053,0.1456508390133522,0.1346299000138763,0.0282208091559695,0.020709447294466,0.007838638997616,10429.817020278742,1160.1829797212574,0.6441697565184564,0.0789918642978573,0.1365664239614381,0.1062700375291185,0.0201887789059607,0.0104161563932299,0.0033969823939389,0.0783512698167235,0.0433117417050137,0.2273179453093734,0.3895794912476293,0.1004271828687288,0.1132441099406857,0.0477682591118454
325304,11.0,4770.0,24100.0,0.7025858822706205,0.0441264387894543,0.0843723589052668,0.1049173634756439,0.0074010172284346,0.0284965890010308,0.028100350329549,23119.53158341881,980.468416581188,0.7286552196701331,0.0450110993243818,0.0826675025176689,0.0962346811460255,0.0065175867415384,0.0213826780564273,0.0195312325438244,0.0878686112457741,0.023266065490354,0.1245730226203726,0.3096557772313522,0.0282323858866622,0.1962432353834625,0.2301609021420222
472707,35.0,3870.0,19847.0,0.5741614681511181,0.1287564194484112,0.0973083125748541,0.1410906815712428,0.0290654854356595,0.0082018758063736,0.0214157570123404,19847.0,0.0,0.5741614681511181,0.1287564194484112,0.0973083125748541,0.1410906815712428,0.0290654854356595,0.0082018758063736,0.0214157570123404,0.072188999341939,0.0626120589776082,0.1285854802285321,0.3810263528557648,0.1030703697413336,0.0592656140878823,0.1932511247669397
519208,10.0,4087.0,11254.0,0.6834259743189701,0.0583365063139506,0.1308002842420524,0.0913732966197902,0.0184457214711086,0.0130947355985472,0.0045234814355807,11254.0,0.0,0.6834259743189701,0.0583365063139506,0.1308002842420524,0.0913732966197902,0.0184457214711086,0.0130947355985472,0.0045234814355807,0.089203788114472,0.0337262222194757,0.2267077729723033,0.3459319258048565,0.0944041235071189,0.1453296837388193,0.0646964836429538
20013,20.0,3727.0,24157.0,0.6569698002752724,0.1291372117188263,0.0775842663571565,0.0816119784853957,0.0232297770567499,0.0112770872147573,0.0201898788918414,24157.000000000004,0.0,0.6569698002752724,0.1291372117188263,0.0775842663571565,0.0816119784853957,0.0232297770567499,0.0112770872147573,0.0201898788918414,0.0737312821514911,0.0650149258119506,0.1178514036231483,0.2716009178038128,0.1049438538643898,0.1108981792464697,0.2559594374987375
261674,43.0,4743.0,13468.0,0.6617714282228181,0.0985768745972152,0.0714741844397795,0.138034306768092,0.009149708804505,0.0072963107861187,0.0136971863814713,13468.0,0.0,0.6617714282228181,0.0985768745972152,0.0714741844397795,0.138034306768092,0.009149708804505,0.0072963107861187,0.0136971863814713,0.1265406447241562,0.0658190422813227,0.1204740732994216,0.452114309132519,0.0385061813505083,0.0595808994948262,0.1369648497172457
41276,1.0,3760.0,23201.0,0.6466951035968032,0.0472126420187426,0.1434463896520048,0.0951733352452703,0.0418841622891848,0.0076561391905581,0.0179322280074362,20968.546657901166,2232.453342098835,0.7069846267095112,0.0492625841587175,0.1326095348552345,0.0724171267524973,0.0284206529735359,0.0034716060853941,0.0068338684651093,0.0804195830598699,0.0279583505191274,0.2452326582139922,0.3089133541470906,0.1683415524350674,0.0469597949501328,0.1221747066747192
578175,-9.0,4460.0,11940.0,0.6642918034402251,0.0443957241890001,0.1183139336703235,0.0976500743723619,0.0269263471406513,0.0242425734629165,0.0241795437245213,9889.948525122,2050.0514748779983,0.7792543685218981,0.0466261654163893,0.0955685336161171,0.0548962642525927,0.0124691694492013,0.0062521046756959,0.0049333940681052,0.1096843387464941,0.0336355314828624,0.2280432933844719,0.3039048862728867,0.0966712998596999,0.111032984547113,0.1170276657064714
484908,-22.0,4447.0,11524.0,0.7543454219702079,0.0455503997174172,0.0499695710059532,0.08079183419878,0.0137572962378221,0.0286590849397976,0.026926391930022,9926.0472182803,1597.9527817196908,0.8563226049883419,0.0465838534568182,0.0387614337384789,0.0419755186762054,0.0057257405905706,0.0061945802126788,0.0044362683369059,0.1208909510966374,0.0391308667170975,0.1195914653564153,0.3219082083022065,0.0636471312209733,0.1682024664511633,0.1666289108555065
220261,16.0,4243.0,9179.0,0.5519556256408447,0.1385170720999292,0.1620780836047699,0.0842248009149111,0.0263926752893229,0.018528063086684,0.0183036793635378,8817.558587305592,361.4414126944061,0.5714539259942487,0.1410752679800102,0.158887788117863,0.0776841451090963,0.0234681715268833,0.01425860737465,0.0131720938972481,0.0762840515470853,0.0761085011443675,0.2399070660584277,0.2437876338986746,0.0977375249895111,0.1226837424155356,0.143491479946398
367081,2.0,4610.0,12860.0,0.6104060913134824,0.1300467091347125,0.1092548102331047,0.0994549257700288,0.0260078512709048,0.0105855166764497,0.0142440956013168,11725.417402866027,1134.5825971339734,0.6595455265126597,0.1338112460576279,0.1002738086299663,0.0768284050810121,0.0181962112985084,0.0052511553810176,0.0060936470392076,0.1025714126334937,0.0911418582572301,0.2020695535216186,0.3332901706640375,0.1067377509790749,0.0657138193003688,0.0984754346441763
402069,2.0,4034.0,4421.0,0.6355309903557651,0.125360913858113,0.1319769943907402,0.0798605281100326,0.0126547761469694,0.0087459271905774,0.0058698699478018,4357.155963304665,63.844036695332726,0.6435631806639924,0.1260339942100184,0.1301913828595561,0.0761864869055607,0.0118133603265252,0.0074465474054729,0.0047650476288741,0.0873591060042185,0.0794252835175262,0.2538394005598891,0.330602357294249,0.0700787760917485,0.0974245363813336,0.0812705401510349
23935,-22.0,3879.0,13458.0,0.6397281794195917,0.0644590512611069,0.1374240922296745,0.0946763153110638,0.0251539618555197,0.0191187506577083,0.0194396492653349,10325.556447324972,3132.443552675021,0.7986430378548314,0.0662107973662309,0.0891479320247019,0.0347561300471608,0.0069633198956475,0.0024391766892097,0.0018396061222175,0.1158929327507573,0.0586847242905881,0.2965580746539896,0.2921928051926571,0.0851162555764512,0.0741000710336135,0.0774551365019432
463387,50.0,3534.0,18211.0,0.7234772202688409,0.1175114062790997,0.052107272344605,0.0631136404508532,0.0263561362956922,0.0065033260233845,0.0109309983375242,18211.0,0.0,0.7234772202688409,0.1175114062790997,0.052107272344605,0.0631136404508532,0.0263561362956922,0.0065033260233845,0.0109309983375242,0.7234545634204794,0.1175157739115673,0.0521117120493291,0.0631210344657082,0.0263596143651994,0.006504390336793,0.0109329114509233
224888,-17.0,3617.0,22907.0,0.6610679356500898,0.1418784920946839,0.1205735991846368,0.0510083442702899,0.0039675689306269,0.0143158233981406,0.007188236471532,21106.01429196616,1800.9857080338516,0.7089156379284911,0.1438795374529322,0.1042617556309446,0.0339205537909596,0.0022571356007107,0.0048308983040763,0.0019344812918852,0.1003337312525609,0.1184279495714078,0.3117344738305521,0.2512626541551793,0.0240123866910514,0.1254710445087486,0.0687577599904995
444627,39.0,3760.0,13857.0,0.6396511312053651,0.1265037434459573,0.0456131939820212,0.154573290405533,0.0042234445354441,0.0055345653228025,0.0239006311028766,13857.0,0.0,0.6396511312053651,0.1265037434459573,0.0456131939820212,0.154573290405533,0.0042234445354441,0.0055345653228025,0.0239006311028766,0.0912571329776662,0.0692437287020739,0.0676438933442907,0.4689371476160199,0.0167743788102526,0.0448751664142478,0.2412685521354484
6667,-16.0,3846.0,23036.0,0.7116966673079739,0.1426184992291705,0.0419477330435819,0.0462360136972168,0.0179323835905158,0.0202482624690398,0.0193204406625011,21400.8333716112,1635.1666283888023,0.7589541619690789,0.145454148737918,0.0375324800734968,0.0330660034983456,0.0111600628510495,0.0078200380719272,0.0060131047981838,0.0931971509628789,0.1055059129132486,0.0997339497298942,0.218603275158625,0.1065675753612981,0.1829071345435483,0.1934850013305066
479221,-10.0,3994.0,17117.0,0.6807843667492871,0.0575146020408755,0.1318576824612009,0.0962645831366856,0.0036024989225674,0.0122904284150799,0.0176858382743034,15220.860612965427,1896.1393870345669,0.7531328063713448,0.0594172890041907,0.1137885795162255,0.0628716217794699,0.0020068985021324,0.0040712839364233,0.0047115208902133,0.1000224657083022,0.0422411821347477,0.2769036106283906,0.3643195656700208,0.0164108461144964,0.0782678841458569,0.1218344455981854
594881,27.0,4790.0,19103.0,0.6667466172656573,0.1360507555959221,0.0762725614507828,0.0870413482916999,0.0172977906728583,0.0082314822266264,0.0083594444964529,19103.0,0.0,0.6667466172656573,0.1360507555959221,0.0762725614507828,0.0870413482916999,0.0172977906728583,0.0082314822266264,0.0083594444964529,0.12266524856785,0.0973644574450077,0.14826619650422,0.3440959119660585,0.0901360301767678,0.0868145862848016,0.1106575690552941
27242,25.0,4587.0,3181.0,0.6635719884833245,0.1577859154114885,0.0352068310657052,0.066723032766033,0.0393132628310585,0.019546739879918,0.0178522295624718,3180.9999999999995,0.0,0.6635719884833245,0.1577859154114885,0.0352068310657052,0.066723032766033,0.0393132628310585,0.019546739879918,0.0178522295624718,0.0899154021960212,0.0875832949226019,0.0550321322092711,0.2172410467249826,0.1707355883053951,0.1758222182968942,0.2036703173448338
562821,30.0,3908.0,22745.0,0.7208298134655503,0.0943454720884705,0.0726800599116313,0.0651630681043583,0.0173951408263218,0.0165070710139415,0.0130793745897259,22745.0,0.0,0.7208298134655503,0.0943454720884705,0.0726800599116313,0.0651630681043583,0.0173951408263218,0.0165070710139415,0.0130793745897259,0.110858159803458,0.0600919482930103,0.1321694796620989,0.2506303513754805,0.0891745365830095,0.1782336989916281,0.1788418252913145
26544,-22.0,4005.0,4338.0,0.6706544228886749,0.0687777896881929,0.0546378423969985,0.1551813849477432,0.0359823980994084,0.0068152379283362,0.0079509240506454,3428.3451021021724,909.6548978978204,0.8173704324670792,0.0707112549896365,0.0371579218089754,0.0619441909329709,0.0109830804877129,0.0009797958408175,0.0008533234728073,0.1177050417546974,0.0614908654803346,0.1205168919921505,0.5065775882474663,0.1302008630227721,0.0288080940604564,0.0347006554421226
127366,-15.0,4338.0,6753.0,0.7694032981140113,0.0364378597556272,0.063393148360219,0.0882084532801476,0.0200264180732493,0.0086932269613255,0.0138375954554198,6228.8947837674605,524.1052162325373,0.8247065655872966,0.0371390691328073,0.056172499955045,0.0620957778136246,0.0122657601934591,0.0033261665853311,0.0042941607324358,0.1121340635777134,0.0281041143614422,0.149209236033827,0.3985528325497279,0.112260419737107,0.0724797594070618,0.1272595743331204
72596,9.0,3687.0,14208.0,0.7326017102760869,0.0490633869319435,0.123091910025698,0.0496763182516879,0.0163317454178462,0.0191366969621446,0.0100982321345926,14208.0,0.0,0.7326017102760869,0.0490633869319435,0.123091910025698,0.0496763182516879,0.0163317454178462,0.0191366969621446,0.0100982321345926,0.0775176982549342,0.0258049529170602,0.2100559293061677,0.1948902255528864,0.0889774326714058,0.2375122795326954,0.1652414817648499
563496,32.0,4055.0,5802.0,0.7047131340354728,0.1282314952138497,0.0685162681424936,0.0660950369461434,0.0034775726965401,0.0201139446436027,0.0088525483218975,5802.0,0.0,0.7047131340354728,0.1282314952138497,0.0685162681424936,0.0660950369461434,0.0034775726965401,0.0201139446436027,0.0088525483218975,0.1264492587770953,0.0916120915903822,0.1361277145591976,0.2732591004513047,0.0189814967883323,0.2276987959906058,0.1258715418430817
575486,25.0,4860.0,7910.999999999999,0.7427137658077878,0.0840582514787627,0.0367173914438376,0.0850574526720404,0.0155422079464322,0.0152106276874075,0.0207003029637314,7910.999999999999,0.0,0.7427137658077878,0.0840582514787627,0.0367173914438376,0.0850574526720404,0.0155422079464322,0.0152106276874075,0.0207003029637314,0.1093100067760433,0.0506241120674183,0.0622324014040345,0.3002648390906667,0.0731832174107513,0.1483153620492527,0.2560700612018327
326169,46.0,4192.0,13711.0,0.7739356326810668,0.0351819456914947,0.0787772088144351,0.0691576755436454,0.0255066852255807,0.0111994400347356,0.0062414120090415,13711.0,0.0,0.7739356326810668,0.0351819456914947,0.0787772088144351,0.0691576755436454,0.0255066852255807,0.0111994400347356,0.0062414120090415,0.1834523098664793,0.0291261114100551,0.166224024875062,0.2878908679394734,0.135740317672411,0.117625965627094,0.0799404026094249
258387,17.0,4769.0,12029.0,0.7463069841646233,0.0773716269582637,0.0794226997141483,0.0632712787438153,0.0173306984021936,0.0116443850416706,0.0046523269752849,12029.0,0.0,0.7463069841646233,0.0773716269582637,0.0794226997141483,0.0632712787438153,0.0173306984021936,0.0116443850416706,0.0046523269752849,0.1319174894572989,0.0584143034990455,0.1739845735105319,0.2944741155206961,0.1085704365525596,0.1538884369382279,0.0787506445216397
398905,11.0,3934.0,18753.0,0.6034263070789553,0.1310551866748834,0.1124173257252577,0.1170140907620107,0.0207600361944597,0.0082453517208864,0.0070817018435467,18753.0,0.0,0.6034263070789553,0.1310551866748834,0.1124173257252577,0.1170140907620107,0.0207600361944597,0.0082453517208864,0.0070817018435467,0.0751269290442598,0.0708795652514242,0.1796981196048584,0.4044641938522578,0.0966019945068577,0.0823931704693195,0.0908360272710223
