,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"1 mass flow, kg/h","2 mass flow, kg/h",1 Methane mass frac,1 Ethane mass frac,1 Propane mass frac,1 i-Butane mass frac,1 n-Butane mass frac,1 i-Pentane mass frac,1 n-Pentane mass frac
208808,45.0,4138.0,7583.000000000001,0.6486447228295893,0.1146335075979012,0.1019558681696666,0.0846938841849806,0.0285712455815468,0.0114677760970744,0.0100329955392409,7583.000000000001,0.0,0.6486447228295893,0.1146335075979012,0.1019558681696666,0.0846938841849806,0.0285712455815468,0.0114677760970744,0.0100329955392409
274813,0.0,3858.0,23832.0,0.6795033197124036,0.1179547140240892,0.0971915141067699,0.0685713459499223,0.0074772765286133,0.0095749087650734,0.0197269209131281,23329.409549878023,502.5904501219426,0.692465819563237,0.1190476322013466,0.0954849244744394,0.0641474353591787,0.0067712479328718,0.0075654957743808,0.0145174446945456
115394,6.0,4898.0,22527.0,0.6676517099878035,0.1089764623711781,0.0904296083109054,0.0874538314092388,0.0095443584196801,0.0176241262040544,0.0183199032971394,21844.290994914463,682.7090050855428,0.6854139433796098,0.1102587580352647,0.088332224792314,0.0806563653985427,0.0084930553812951,0.0136243403925756,0.0132213126203979
297835,6.0,4344.0,12595.0,0.7382045432329823,0.0411971944704544,0.056415287641782,0.1360213943374683,0.0092671863988292,0.0101424596806233,0.0087519342378603,12595.0,0.0,0.7382045432329823,0.0411971944704544,0.056415287641782,0.1360213943374683,0.0092671863988292,0.0101424596806233,0.0087519342378603
99168,-8.0,4458.0,2053.0,0.6362993532035313,0.0265866803351411,0.1905083883616317,0.098378701803659,0.0250041834287502,0.0059880480881367,0.0172346447791498,1675.520688042793,377.4793119572061,0.7532791460807965,0.0277736046987584,0.149899497341035,0.0531083204325665,0.0110890000030092,0.0014763762640446,0.0033740551797895
221051,-9.0,4814.0,6276.0,0.7646836825356437,0.0357371145181403,0.0539492599738664,0.0737627127226224,0.0292721765189472,0.0220146474999414,0.0205804062308381,5752.617254686582,523.3827453134121,0.8240956682970932,0.0366801372407286,0.0487595613246406,0.0544477042066344,0.0191232830770104,0.0095085367034721,0.0073851091504205
524588,-20.0,3588.0,12625.0,0.6457741807962928,0.0487232375277357,0.1113922104472287,0.1662199741775692,0.0085153484327173,0.0068066253632602,0.0125684232551958,9820.3855329273,2804.6144670727026,0.8008183832468286,0.0510496614902881,0.0768204854043145,0.0664456156699592,0.0025921189439282,0.0009578140488014,0.0013159211958799
249141,-12.0,4257.0,15897.0,0.5995743358256153,0.0900640561091443,0.148130497072929,0.129966446263354,0.0063088128716066,0.0177080049241753,0.008247846933175,12520.06848819061,3376.931511809373,0.7297732344371446,0.0936395862328026,0.1085126244762479,0.0609789969362872,0.0023663774802904,0.0034695958102699,0.0012595846269572
533214,41.0,3753.0,7816.0,0.6748359896425716,0.0524166547202879,0.1298375814830513,0.1039908914063709,0.0088513528708126,0.0175368790647465,0.012530650812159,7816.0,0.0,0.6748359896425716,0.0524166547202879,0.1298375814830513,0.1039908914063709,0.0088513528708126,0.0175368790647465,0.012530650812159
172,-1.0,3629.0,22723.0,0.6777920072635365,0.0678777008009044,0.1090479738293959,0.0949027227115506,0.0267326748505647,0.0100787590580029,0.0135681614860446,21457.804641637973,1265.1953583620325,0.7132101458770327,0.06958830872496,0.1040206209268226,0.0798298186222168,0.0207832215276112,0.0057936337256385,0.0067742505957181
405270,43.0,3993.0,9344.0,0.5575450153501638,0.1383132129221377,0.110517052557425,0.1483851068187847,0.0155264709355117,0.0189077461637665,0.0108053952522103,9344.0,0.0,0.5575450153501638,0.1383132129221377,0.110517052557425,0.1483851068187847,0.0155264709355117,0.0189077461637665,0.0108053952522103
