,"4 temperature, C","4 pressure, kPa","4 mass flow, kg/h",4 Methane mass frac,4 Ethane mass frac,4 Propane mass frac,4 i-Butane mass frac,4 n-Butane mass frac,4 i-Pentane mass frac,4 n-Pentane mass frac,Q-104,"5 temperature, C","5 pressure, kPa","5 mass flow, kg/h",5 Methane mass frac,5 Ethane mass frac,5 Propane mass frac,5 i-Butane mass frac,5 n-Butane mass frac,5 i-Pentane mass frac,5 n-Pentane mass frac,"16 temperature, C","17 temperature, C"
654136,-15.0,2322.0,8666.0,0.6692739498620722,0.0866679591232947,0.124605943325743,0.0894277286442281,0.0168167205145658,0.0079668709871035,0.0052408275429921,393.7345806935,-14.0,3685.0,6617.0,0.081981644480706,0.0612703134305667,0.0726980551215068,0.3613400802621332,0.3303163904082297,0.0390883042682654,0.0533052120285919,-17.833307612775428,62.69956996628292
64963,-31.0,2534.0,13866.0,0.6905868144518531,0.13100743292638,0.0387497652478884,0.0956019928273602,0.0094597155500753,0.0137321708909616,0.0208621081054811,1326.337802471106,-17.0,4465.0,24542.0,0.1022696346756022,0.016562590698121,0.1306374503825286,0.1398507067945198,0.5782220889372889,0.0227991166775304,0.0096584118344088,-34.98272170432912,53.66220372078726
391640,-30.0,2241.0,14994.0,0.7109824429026431,0.0249519976200446,0.0878533646908436,0.1059085636581361,0.0404872183588408,0.007469437188372,0.0223469755811196,260.59559438628145,-31.0,3930.0,1697.0,0.1385340886280532,0.1112752657448927,0.0466427608252451,0.3156445845777565,0.2635780207272923,0.051817214245798,0.0725080652509619,-31.79311996289536,55.02032963683433
485374,-22.0,2676.0,21277.0,0.552230082457363,0.1518041790640687,0.166908145119864,0.0874823609735046,0.010857453162226,0.0193541171765806,0.0113636620463927,659.9301705922182,-44.0,4262.0,7421.999999999999,0.2224135739575226,0.145538245060163,0.0659249868234612,0.156364030894406,0.295968855355198,0.0719822534828916,0.0418080544263573,-28.28417185930536,36.882433584936
676821,-39.0,2712.0,16157.0,0.706666924029798,0.1088028579942031,0.0830736066280485,0.0583467522511929,0.0163979186264236,0.0162150056864167,0.0104969347839169,1670.486315975148,-19.0,3762.0,22878.0,0.0522565006480836,0.0178798794554545,0.0935704112938215,0.4545872971075262,0.3409605216485103,0.00247460626681,0.0382707835797936,-44.5587702972488,72.8552660742867
252757,-40.0,2657.0,24280.0,0.7597753144882273,0.0424202677704327,0.0632110581820848,0.100035038791682,0.0112244409212609,0.0120509999075298,0.0112828799387822,1102.3612327489957,-1.0,4225.0,19000.0,0.1331701188389643,0.072625312050485,0.1826921274057842,0.316429351081891,0.2155760065271563,0.0383861960080188,0.0411208880877001,-42.0389183779825,62.23716056719309
3498,-7.0,2050.0,4006.000000000001,0.6248569410577076,0.1323512166611187,0.1500174344467346,0.0386546264932554,0.0311340494918635,0.0098413166870832,0.0131444151622366,314.79487692502323,-6.0,3560.0,7254.0,0.1630823379700502,0.0697573674670176,0.2372082375937907,0.2008402551566268,0.1166146141513654,0.0824308161888938,0.1300663714722553,-9.118432037913976,59.63878085365173
596062,-9.0,2437.0,5812.0,0.7105464449137127,0.0760207321235745,0.1147586117451025,0.058381182205762,0.0147405009222136,0.012075857908653,0.0134766701809815,980.5395645440829,-43.0,4820.0,14852.0,0.0812393286187227,0.094074263655615,0.0723331824150633,0.3291788033260928,0.3422776367558501,0.0370483061430096,0.0438484790856461,-17.1777054803716,53.78836912940187
351964,-35.0,2252.0,19542.0,0.6214460686613196,0.0404184684762338,0.1550452109910498,0.1197366980151913,0.0337772269704583,0.0161908853244158,0.0133854415613311,1015.134622186581,-18.0,4316.0,10992.0,0.0732416207164431,0.0468009284021429,0.0549767395590095,0.1507998712053108,0.5090653020940482,0.0519626398767549,0.1131528981462902,-36.93282496670861,64.63785434764213
569787,-28.0,2387.0,10571.0,0.5900863070684388,0.1562677610208396,0.1627818790828876,0.0513760705458911,0.0101510655299956,0.0172566226551647,0.0120802940967821,1126.6920330651028,-18.0,3538.0,16611.0,0.0601852552695032,0.0189684043306519,0.015075564595588,0.3700480721128599,0.4041315384778827,0.0592966006395023,0.0722945645740116,-31.835607191059324,68.9820594572717
683475,-23.0,2172.0,16960.0,0.710869173040269,0.0219059774516699,0.096196990041129,0.0977110533599768,0.0316171360332236,0.020661155739718,0.0210385143340131,489.9646794823743,-11.0,3762.0,7265.000000000001,0.1286016430824949,0.1119029271429463,0.1415957822010037,0.2911239181496139,0.285658819525704,0.02805381642281,0.013063093475427,-23.692054188453568,56.638725182909695
630436,-25.0,2636.0,10436.0,0.6810122236731834,0.0858118897220915,0.0498136721509593,0.1308918346456926,0.0312396088264649,0.0085301195942794,0.0127006513873288,705.5305165607232,3.0,4636.0,15141.0,0.0487416634872802,0.0089404527202988,0.1158392244833922,0.3926229506432457,0.3695439271082099,0.0072660560967436,0.0570457254608294,-29.5387207521602,59.05929284329619
