,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,feed_gas molecular weight,"feed_gas molar flow, kgmol/h","feed_gas H2S molar flow, kgmol/h","feed_gas CO2 molar flow, kgmol/h",lean_amine molecular weight,"lean_amine molar flow, kgmol/h","lean_amine H2S molar flow, kgmol/h","lean_amine CO2 molar flow, kgmol/h","rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h","sweet_gas temperature, C","sweet_gas mass flow, kg/h",sweet_gas molecular weight,"sweet_gas molar flow, kgmol/h",rich_amine H2O mol frac,rich_amine MDEAmine mol frac
176466,40.0,187481.0,0.0172571324136771,0.5483063764583982,0.1714379307178748,0.0648650061815748,0.0621048878351618,0.0986924742005742,0.0085868825056498,0.0031737388954721,0.0247440485949087,0.0008315221967081,0.0,14.0,512124.0,0.0029024515582617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003603395045467,0.8185427082508849,0.1781945006863066,28.624153771247176,6549.748212585546,162.06728805663315,113.02987218083368,36.12062015454289,14178.161886724698,5.1089518296452825,41.15142806141074,38.62996139753881,523279.93688891607,36.12409264241339,14485.62160629972,-60.1953190370981,176325.06311108443,28.246862237865912,6242.288493010543,0.8014539631883391,0.1744116539776265
51050,34.0,229307.0,0.0254583597570583,0.8384381717848726,0.0589739454492179,0.0143659943012611,0.0179865688765245,0.0079623650789415,0.0151223759205906,0.0053933024751986,0.0154144601801138,0.0008844561762207,0.0,17.0,158128.0,0.0041418749077954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002315190327924,0.9092964638212858,0.0863301422381263,20.507835066381805,11181.433791414658,172.35576593434013,284.66096406156277,26.858828439390727,5887.375183054969,1.3630394080668653,24.384771543472727,44.66514916668359,171587.24995090236,27.513264055348223,6236.528301611965,35.55453202223936,215847.750049098,19.92634391296241,10832.28067285768,0.858139323314224,0.0814967111332148
173582,46.0,261035.0,0.0340529744694359,0.6589859744194378,0.110488350769271,0.053660472942652,0.0327261363368912,0.0607550258951104,0.0376037027581556,9.084349412609828e-05,0.0108125578348497,0.0008239610800698,0.0,39.0,626749.0,0.0015374621700971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002626439873583,0.7994938267277316,0.1987060671148128,26.295674716570563,9926.917746495601,107.33537225577955,338.04107658160484,38.15828204245844,16424.979492069928,4.313922106075551,25.252784613678195,52.1149692352933,644914.3822931605,38.21197063345153,16877.28666180303,39.54787218891414,242869.61770684007,25.63373087887152,9474.610576762518,0.7779595639501993,0.1933801803562225
209617,23.0,134366.0,0.0133899878434256,0.6082057702209392,0.1353621350250717,0.08634069260769,0.036167040377326,0.0763847872669464,0.0133137276197747,5.324172042880382e-05,0.0296813895500861,0.0011012277683109,0.0,14.0,552631.0,0.0034485809521784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003454194794877,0.8088105803597416,0.1873954192085922,26.76196660050084,5020.781992810849,149.02378617467642,67.22820984822742,37.06523573505408,14909.6852897486,5.150095732110379,51.417256693201516,22.24842827055164,561522.9944611976,37.02050864226631,15167.889773942949,13.613081197705696,125474.00553880275,26.34581910988187,4762.577508616522,0.7953364485289156,0.1842052466088143
30225,51.0,288793.0,0.0248302330122313,0.6828697156673827,0.1333997641064772,0.072473057340981,0.0074973261661759,0.0014767930232525,0.0409871126934331,0.0096267997339854,0.02536767829556,0.0014715199605204,0.0,30.0,243421.0,0.0044615968332478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002083416186483,0.8868714029912361,0.1084586585568678,24.319483338296983,11874.964446519498,301.24027785051936,294.8581342190414,29.10503286543016,8363.536338387925,1.7424726983636165,37.31472724210446,63.23369989350056,257786.7270953752,29.4036199708734,8767.176536451403,38.54816826598511,274427.2729046242,23.922893901422142,11471.324248456009,0.8464853958170292,0.1034647514019481
243085,46.0,142693.0,0.0190372761168775,0.7211829952938226,0.1514568456869527,0.0095325612644886,0.040287685807156,0.0135328013763923,0.0183752267549587,0.008535913620589,0.0179911339076488,6.756017111352963e-05,0.0,25.0,124104.0,0.0018224465213255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003824362967734,0.8466253021027754,0.1511698150791254,23.06646282810467,6186.167383502763,111.29616577172762,117.76777658496373,33.3593950906879,3720.211342640412,1.4227438490937976,6.779886219990687,56.80282283343439,130012.3377294708,33.5003332103086,3880.926703423472,31.12802017270286,136784.6622705288,22.70114536714685,6025.452022719694,0.810508720232553,0.1449092241042419
79523,15.0,37331.0,0.0308417549754645,0.7487261222826588,0.0069773451818046,0.0737762950100608,0.0037258332847947,0.0546219480834808,0.0492753422505178,0.0020185270060413,0.0282018448685336,0.0018349870566427,0.0,47.0,66686.0,0.0015043004979498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000228089633622,0.8761053185626055,0.1221622913058225,24.91852524277494,1498.1223662433242,42.249814566874704,46.204722942939696,30.41457827318869,2192.5669789340986,0.500101798916774,3.298279598198853,44.77436567040883,69568.62312473402,30.65159920409345,2269.6572097759677,47.643024081094325,34448.37687526584,24.241800038909,1421.0321354014516,0.8464031806473669,0.1180124527327833
19904,21.0,152435.0,0.0384863072774769,0.6632792382840973,0.1647746829549257,0.0078210111358028,0.0554193572332088,0.0412349393719108,0.0026478365469119,0.0099067088322928,0.0154493875339808,0.0009805308293918,0.0,34.0,322392.0,0.0027716338703002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002658554389599,0.7535754173958793,0.2433870932948606,24.702098107460905,6170.933308452825,95.33714012863798,237.49643549793257,42.709833223463136,7548.425635689213,2.006790010832318,20.92147215931854,38.7696078024598,331630.8568126568,42.57068774638496,7790.1221325891875,34.88433505975678,143196.14318734367,24.15085579114197,5929.236811552865,0.7303832943035777,0.2358351354823733
415092,24.0,2546.0,0.0130552449641592,0.7047459788484551,0.1601039531457534,0.0180447841524537,0.0162320193746176,0.0156857321752891,0.0392916568604959,0.0008106902461081,0.0303933432476079,0.0016365969850596,0.0,38.0,356740.0,0.0040504509777484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003237381885139,0.8431941236362479,0.1524316871974897,23.304519581529853,109.24919482218586,3.3204482777554825,1.4262750005407892,33.544004364791235,10634.98549906119,3.442950940337664,43.07648741301245,38.35004780029584,357521.85559042625,33.52030409337035,10665.829719042942,37.74266110765552,1764.1444095738473,22.50041420412445,78.40497484043959,0.8407646832494223,0.1519908709470029
148523,49.0,274441.0,0.0109338859889153,0.6011216433827117,0.103967066382918,0.0403929949171521,0.0980088141138175,0.0960064464288349,0.0359931959009854,0.0030728058711561,0.0089233706521382,0.0015797763613705,0.0,14.0,436407.0,0.0033029658990458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002365869008897,0.8194621453356279,0.1769983018644363,29.46032607961844,9315.613115017988,83.12666867722523,101.85585171645079,36.0080493563928,12119.706782242596,2.867363867302654,40.0309782081814,47.90335547932216,442486.0077116157,35.98981244814128,12294.757255242885,-31.58385734671984,268361.9922883843,29.359460987091463,9140.5626420177,0.8087577255691079,0.1744768329100154
440631,28.0,16821.0,0.0220227699030216,0.6717404741643808,0.0626865508987766,0.0399904050600459,0.0618582017986578,0.08929537402837,0.0302776617722288,0.0077034546413754,0.0127730295162476,0.0016520782168951,0.0,11.0,670419.0,0.0040259079890487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001449497808168,0.8872475156633264,0.108581626566808,27.385188067136976,614.2371547261963,7.845669307293649,13.527203524421697,29.10512687904821,23034.39537597796,3.3388305609955173,92.73435636705611,12.436047103699591,672460.5995031602,29.091824098839663,23115.106059299374,-28.94775196950752,14779.400496841818,27.70134433616054,533.5264714048268,0.8841883440291631,0.108202485606836
371958,40.0,139143.0,0.0242205481879579,0.7439931921720879,0.0070737249619488,0.0448227251291348,0.0598934292751449,0.0415670574684127,0.0315690867483866,0.0068042518475543,0.0388307700442636,0.0012252141651083,0.0,54.0,547422.0,0.004280863477168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001179123171785,0.9308792706647396,0.0647219535409136,25.20225006409232,5521.054653697302,214.38680365953132,133.7229702882247,24.674980664603734,22185.306138264863,2.6159208540772094,94.97226677708909,57.49413274782603,559560.5435124723,24.84687706459978,22520.357067717694,54.54209271438191,127004.45648752787,24.48985061344717,5186.003724244475,0.9167034810263234,0.0637588749329239
39222,34.0,127951.0,0.031183574087337,0.5927859683276996,0.1708972188709067,0.0553626456293851,0.0738576248712161,0.0018594335694187,0.0329410368329088,0.0074338169389711,0.0328270893750198,0.0008515914971369,0.0,28.0,362994.0,0.0048525140390653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000210680569487,0.8459588229452039,0.1489779824462436,26.91056419808008,4754.675489454383,156.08215724153501,148.26777538664606,33.21370017158072,10929.044283677722,2.3025372736338645,53.033340820112514,39.46431939656907,372946.7379153027,33.29316792154557,11201.900005254573,28.30609161009312,117998.26208469704,26.32820331830924,4481.819767877527,0.8254700064206992,0.1453490073725641
187116,42.0,91745.0,0.0091847619378713,0.5197932386663239,0.1812613566589519,0.0660646834859068,0.0510428633023982,0.0897877195130946,0.0494302549044981,0.0089388043834092,0.0239790505731182,0.0005172665744274,0.0,56.0,470929.0,0.0049020429418491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002241359290353,0.9567416302156876,0.0381321909134281,30.33029018525318,3024.863904685196,72.53336454724611,27.782654858993343,22.003320505573264,21402.633292584975,4.7970990968353755,104.91662746890074,54.72346258290855,474800.4053660695,22.06841299116257,21514.932023259043,55.33468501313507,87873.59463393038,30.17051615463512,2912.5651740111275,0.951470919749188,0.0379330149699574
155320,42.0,157075.0,0.0150503097856991,0.6070201635393301,0.1180821729249673,0.0401359484497842,0.0435642102902867,0.0967606627276317,0.0329045203694946,0.0096771346061807,0.035901301236978,0.0009035760696472,0.0,33.0,335491.0,0.0032936802385123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002474661766716,0.8985927813748338,0.0978660722099821,28.189483076461883,5572.113528082289,200.04612629832255,83.86203475872321,28.00387802451766,11980.162165621292,2.9646849270320565,39.45882337907957,46.17240053140495,346162.2147609257,28.194751123007663,12277.541066090424,34.11844504758767,146403.78523907406,27.755668403231635,5274.734627613149,0.8768650197954857,0.0954953930945491
294076,37.0,210875.0,0.0348534586336461,0.7283024653249254,0.0178994504057507,0.0294548991062262,0.0726796574943413,0.0742372039192332,0.0197860306542009,0.0004090106902719,0.0210770632352667,0.0013007605361374,0.0,39.0,17823.0,0.0045276212313793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001920853308767,0.863065413939669,0.1322148794980748,25.793128875334904,8175.626967135911,172.3182065742753,284.948876303193,31.509393593442013,565.6408444404168,0.10865130876171346,2.561007496623747,37.07378234477113,20126.56890044277,32.16471987836494,625.7343131404222,41.82549583217565,208571.43109955732,25.700273572865523,8115.533498435911,0.7805605847731889,0.11951471802466
449584,10.0,99829.0,0.0361536972995455,0.662493630650539,0.0346245260460391,0.0732382978566496,0.0900863912396792,0.0545152019898799,0.020861619119268,0.0062077219841778,0.0216305640445713,0.0001883497696501,0.0,57.0,459017.0,0.0014762437735038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003185198028634,0.95290607279478,0.0452991636288525,27.588444650931194,3618.5077217330722,78.270363020723,130.8224328476055,22.640713324889635,20273.96369598428,6.457658919704642,29.92931267043888,50.74423461977193,467264.4570781599,22.80954088254148,20485.482784785298,57.61583140876053,91581.54292184036,26.88049558974465,3406.9886329320584,0.942583158139021,0.044831294279084
