,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,feed_gas molecular weight,"feed_gas molar flow, kgmol/h","feed_gas H2S molar flow, kgmol/h","feed_gas CO2 molar flow, kgmol/h",lean_amine molecular weight,"lean_amine molar flow, kgmol/h","lean_amine H2S molar flow, kgmol/h","lean_amine CO2 molar flow, kgmol/h","rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h","sweet_gas temperature, C","sweet_gas mass flow, kg/h",sweet_gas molecular weight,"sweet_gas molar flow, kgmol/h",sweet_gas CO2 ppm
367187,57.0,60195.00000000001,0.0083331422253335,0.6566490293798165,0.11564141440136,0.0962135648672689,0.048779119578062,0.016415495896254,0.0160664986624878,0.0018308276225477,0.0387438412765528,0.0013270660903164,0.0,17.0,594080.0,0.0041560092361202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003010157846824,0.8056824146763409,0.1898605603028564,25.04618202496099,2403.3603181518743,93.11541069684166,20.02754334988234,37.332256851996966,15913.31599252676,4.790159300389428,66.1358882422405,23.95785943874376,599116.0550985473,37.2787710324969,16071.239434805451,16.723418082231774,55158.9449014515,24.56490560662163,2245.436875873158,4221.199907120311
125262,39.0,74583.0,0.0349214936881727,0.4827673095312527,0.1836114615176752,0.091653714142632,0.0830209758102086,0.0742924178817528,0.0322033537603447,0.0026475699579466,0.0139755799841495,0.0009061237258646,0.0,56.0,387928.0,0.0038006744293887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002255557865132,0.8668235766363042,0.1291501931477939,30.995279746083565,2406.2696194708165,33.62901353034338,84.03052932839184,31.181046350673604,12441.147600924547,2.8061728322533477,47.2847515590845,55.2407529309242,393084.1753252293,31.26301415700728,12573.45735606634,56.1408604493879,69426.82467477073,30.53124453243442,2273.9598643290205,7366.206982261237
478317,58.0,133052.0,0.0398983313664116,0.8328678246543619,0.0019453157096108,0.0188031897333093,0.0086199493213187,0.038676298702588,0.047101932185615,0.0005675713102201,0.0095316379539435,0.0019879490626206,0.0,14.0,576055.0,0.0032724455583997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002330547905971,0.9896106969883643,0.0068838026626385,22.55412274865136,5899.231882470621,56.22934251007053,235.36950845411292,18.800376225561195,30640.610224426753,7.140940999621138,100.26972883558176,23.757632881070265,587068.4041541779,18.979621616422,30931.512546394526,15.379373414579106,122038.59584582226,21.76023975218746,5608.329560502855,16491.21428925238
226082,34.0,226883.0,0.0091396772468145,0.8033330511511986,0.0640198947950098,0.0183396448911852,0.0280277915771569,0.0381983305398798,0.0081286618082664,0.0098845812828518,0.0209131621683508,1.5204539285740944e-05,0.0,18.0,56998.0,0.0033478707190582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001704156959588,0.794170284751667,0.202311428833316,21.885666130908543,10366.739519962757,216.8013047380323,94.74865331425629,38.56853780630276,1477.8366835230543,0.25184656693602614,4.947606160316913,33.90222505286022,66162.35744292809,38.40832865269105,1722.6044392924262,49.64567427596103,217718.6425570719,21.50950897998497,10121.971764193384,7128.004109076659
21347,24.0,220348.0,0.0250758269235498,0.7911969075819063,0.0335543069182019,0.0604562504278828,0.005052120952151,0.0368248387930739,0.0360817256688228,0.0081132704082811,0.0020394547200561,0.0016052976060737,0.0,35.0,230508.0,0.0035265826288897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003963629350603,0.9686036314109736,0.0274734230250763,23.19258137492545,9500.796674501624,19.376444622105634,238.24033304564023,20.89221500679424,11033.200640766803,4.373151789083513,38.90949372078292,31.0402463108548,235653.523036964,21.10555068938353,11165.476158625035,35.75261021519134,215202.47696303684,22.97080546276316,9368.521156643417,30247.81824217872
337245,46.0,244644.0,0.0295449950383438,0.7739709013198611,0.0526740314726778,0.0104167700011887,0.0709639286117801,0.0108333213601026,0.02528457422882,0.0017250454568292,0.0242807289000237,0.0003057036103726,0.0,60.0,686620.0,0.0016955917014874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003671652678532,0.865400830922533,0.1325364121081264,23.296257336771497,10501.42932675485,254.98235854569288,310.2646773544901,31.471111819279223,21817.468793059168,8.0106167732824,36.99351903297145,64.81984793821596,704555.8628100887,31.61686580764113,22284.177916199787,60.30759034503592,226708.1371899109,22.592372541514138,10034.720203614213,22228.97093399134
479098,22.0,174177.0,0.0088500882129919,0.7040780494395236,0.0718144267966773,0.0765474107432874,0.0665042786778543,0.0063949952248511,0.0375090757951734,0.0098858795313704,0.0173962344529024,0.0010195611253676,0.0,16.0,503337.0,0.0028332927383554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001805122438294,0.8054510364415857,0.1915351585762295,25.487731178415032,6833.75851623492,118.88166534294109,60.479365694963676,37.46532045931433,13434.744286962703,2.4251358365138502,38.06456342991312,22.27499940639916,510880.7712675225,37.416413245174034,13653.92155362235,16.547011978667683,166633.22873247755,25.19180314599312,6614.581249575276,1734.6258829048827
26386,47.0,117749.0,0.0112787978129026,0.5834180589123326,0.1656819014738955,0.0738900958810024,0.0146473437126569,0.0938946605796624,0.026078369508629,0.0089077122715022,0.0217928486359769,0.0004102112114391,0.0,45.0,254637.0,0.0042126058341152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003573034743753,0.8439750418100795,0.1514550488814298,27.67952200816307,4254.011321628827,92.70702482798907,47.980133590450116,33.44997330129076,7612.472443742552,2.7199628527354442,32.06834582855107,52.08698269705428,259489.3412566481,33.49054672984116,7748.1369100921465,45.45985054829328,112896.65874335212,27.41310110842941,4118.346855279241,8947.972122658992
440373,48.0,59632.0,0.0088038725333815,0.7695750474348738,0.018267468023197,0.0026012013838181,0.0548377373554793,0.0980192217011745,0.0394437472418763,0.0060709364155532,0.0013843602196107,0.0009964076910352,0.0,33.0,356595.0,0.0027240550611436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003082588042011,0.9339894217892266,0.0629782643454285,25.63116007987871,2326.54315349593,3.220773790907396,20.482589366789593,24.461198886249868,14577.985390587262,4.493792344163535,39.711234884506695,54.3760340052533,357823.6022732333,24.480035982106408,14616.955732204933,31.958922351507965,58403.39772676627,25.530727338385063,2287.572811878244,4218.413583680004
454620,11.0,2561.0,0.0231504570349004,0.550670280765208,0.1905767172093201,0.0827489583239998,0.0788034427356483,0.0404555439501835,0.0252756245823387,0.0028559474730968,0.0049378889522199,0.0005251389730841,0.0,52.0,368734.0,0.0042459621308383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000268571709063,0.9438070496003784,0.0516784165597201,28.371824163779955,90.2656094728454,0.44572155578135925,2.089690113830206,23.35716006557268,15786.765127473525,4.2398784908617335,67.03000689969126,51.62555359016517,369311.9709365185,23.360414102359925,15809.307545588832,51.94527094043531,1983.0290634815549,29.28138830629396,67.72319135753915,6062.935908114193
486103,58.0,149201.0,0.01615465867957,0.7011666368081046,0.0686355239524559,0.0731665834327977,0.0432372942858117,0.0374324362296483,0.0098897707284179,0.0099486063567962,0.0393347943832436,0.0010336951431537,0.0,49.0,422651.0,0.0028782380016475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002464211842881,0.8066334994133149,0.1902418414007494,24.72921810353252,6033.389303913614,237.32212770350324,97.46734488569285,37.33673065598495,11319.978813738222,2.789482585397574,32.581593199545935,63.36333428004736,435283.0334889575,37.30261416284098,11668.968603346972,49.21602545005516,136568.96651104247,24.025223098299985,5684.399514304865,4476.9026772437965
427190,55.0,217509.0,0.0181545739940815,0.7539209212260606,0.0276485639787511,0.0854880085429512,0.0055086361440623,0.0747350181549446,0.0096018465973553,0.0083686302288669,0.0147130796322492,0.0018607215006769,0.0,29.0,481618.0,0.0031532893780892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002047377516865,0.8557220981353758,0.1409198747348484,23.990637396927603,9066.411883990027,133.39484002791576,164.59684540871683,32.3543688145861,14885.717683445439,3.0476683707485943,46.93897545644307,45.48096829158641,490642.3059864548,32.40312872704118,15141.818869392146,29.370238162312376,208484.6940135463,23.663716429415818,8810.310698043348,18757.391148823983
420652,42.0,211000.0,0.0399920160059572,0.5959026023532025,0.0713225659926718,0.058835523545071,0.0943331873546057,0.0884709445210156,0.0197348254038925,0.0064732329897717,0.024396497068811,0.0005386047650004,0.0,44.0,531304.0,0.0014446676517708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001300596570864,0.8247994849223458,0.1736257877687969,29.416346814127543,7172.88252457864,174.99320748580845,286.85803273179965,35.616907580270265,14917.185013959834,1.9401239676100008,21.550374645147922,53.1294488129758,546474.6130022987,35.693039213167324,15310.397350548445,44.39781713799624,195829.38699770064,28.88479550887396,6779.670187990014,29438.47874441414
484789,59.0,183134.0,0.0383106938654973,0.583487817361972,0.1798103052392496,0.0209141996011213,0.0732579687563157,0.0245478690003373,0.037791263911006,0.0055370349423396,0.0353984646964853,0.0009443826256753,0.0,27.0,653301.0,0.0022055150156089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002762942921426,0.8933869470172653,0.1041312436749832,27.410291827429067,6681.213069637608,236.50468497526302,255.96190856104587,28.609767432291854,22834.89376647707,6.3091508093602515,50.36270108179925,44.00631598694713,672696.9902541672,28.81036569509777,23349.130565483592,27.208297612845342,163738.00974583116,26.55077667893735,6166.976270631059,7313.292684724949
242657,11.0,206094.0,0.0354599654032963,0.6572224493341816,0.1331604130795266,0.0132228337113598,0.0519982308449009,0.0505396269647339,0.0167985404999672,0.0018815810047963,0.0382768498705586,0.0014395092866785,0.0,32.0,230130.0,0.0041621171842591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002771414574058,0.7835138171041487,0.2120469242541864,25.32951972999249,8136.514319928682,311.4401370935604,288.520516288096,39.57614903631422,5814.865913023465,1.6115404137546308,24.202153340757445,38.707372320284605,246131.88912809925,39.32633350344159,6258.704211684503,34.40256886448145,190092.11087190063,24.710791192344555,7692.676021267643,45679.20646124427
24387,26.0,11632.0,0.0091822879428866,0.8083174712161496,0.0281693630293635,0.0618044071067249,0.048494626187543,0.0238041088111203,0.0017337607571968,0.0042592316313508,0.0140937218885742,0.0001410214290899,0.0,37.0,75307.0,0.0019511687807148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003967634084511,0.8691919576280475,0.1284601101827864,22.061681181212272,527.2490298656755,7.430901192947384,4.841352409834249,31.06591922049326,2424.103386914179,0.9617955222299253,4.729834849771955,37.78161061441818,75851.72869943063,31.08111913868565,2440.4439351419774,37.085956759937744,11087.271300569371,21.70109070224406,510.9084816378774,2618.2098887904453
9661,46.0,225059.0,0.0332674024132256,0.6109155733079087,0.1706684064522887,0.0668459169443076,0.0300969361703042,0.0397400726332564,0.042634932077839,0.0046584723231294,0.0001867317234495,0.0009855559542906,0.0,54.0,59386.00000000001,0.0009620049210556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000217211624204,0.8611907156120081,0.1376300678427321,26.839989506252778,8385.21192221663,1.565785073724806,278.95421933655757,31.964848873031155,1857.8533011649608,0.4035473330788043,1.7872640183200839,46.321387153867306,61832.98535208237,32.373504510703526,1909.9873889661458,51.48624992750717,222612.0146479185,26.71426081351776,8333.077834415464,52563.98688590367
246921,56.0,81652.0,0.0315616043709199,0.7286212412997519,0.0497834417316686,0.0130871397737463,0.0671877462631544,0.0708136506785453,0.0046570377532174,0.0072284506508917,0.0256599130385961,0.0013997744395077,0.0,53.0,270484.0,0.0036105630351082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001023566978556,0.900315134128168,0.0959719461388682,24.93059020947626,3275.1731633278223,84.04065855733563,103.36971962720695,27.81819585173755,9723.276140609432,0.9952424380909242,35.10650141343394,62.11247052339644,276946.3101422956,27.99031174287133,9894.363188463925,54.29143967266606,75189.68985770387,24.22281053444252,3104.086115473319,18309.7435082668
142154,28.0,285380.0,0.0225025077204143,0.550696020086519,0.1801068763943891,0.0536176887629184,0.0431245873511466,0.0914152622451747,0.0392894390886425,0.0048476897687246,0.0131211518411746,0.0012787767408959,0.0,43.0,491940.0,0.0018365743181351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001947450140792,0.8319415914698481,0.1660270891979373,29.079768110108063,9813.695863028652,128.76699354190595,220.8327669236001,34.85953746928324,14112.063317922015,2.748253969535285,25.91785306559198,35.850878685258465,502369.1861983738,34.90279830208891,14393.378486455262,43.64594921820338,274950.8138016245,28.843876741137667,9532.380694495363,21570.4122908887
237642,60.0,33014.0,0.0247814166330214,0.7077099739005328,0.0713652363553778,0.0019216103541203,0.0929619956913645,0.0536749772449996,0.0040637515155069,0.0097722984297284,0.0326752997238746,0.0010734401514732,0.0,48.0,15492.000000000002,0.00396526642963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002826766264437,0.8836409446595597,0.1121111122843665,25.329198025219625,1303.3969716344282,42.58888670734542,32.30002339229114,29.462765448469767,525.8162213963055,0.1486359555936813,2.085001410857666,60.08790120463664,16880.544972865155,30.086320822157205,561.0704304008286,72.02919514388952,31625.455027134856,24.93840280375785,1268.1427626299053,33595.03189414485
108067,28.0,271388.0,0.0341042515215803,0.7364865362647791,0.0546389254397725,0.0286264661784777,0.059351248686441,0.0697312868463771,0.0129236044629386,0.0012235646808985,0.0021284285914748,0.0007856873272599,0.0,29.0,303492.0,0.0031515182101206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003285149577085,0.8409895555523852,0.1555304112797856,24.831631675230653,10929.124736926058,23.261861569867925,372.72961893885144,33.83414501628805,8969.991700806873,2.946776444236166,28.269092189723516,34.12107951478754,310469.5622267118,33.95381235821144,9143.879307315174,30.65287539453004,264410.4377732882,24.58434291750644,10755.237130417763,44637.79541758374
366442,17.0,145792.0,0.0378286123418847,0.6034398980384457,0.1656336288110877,0.0318249462489574,0.0889809356811879,0.0158144320592259,0.0464073892240593,0.0053747645439158,0.0038344100650333,0.0008609829862018,0.0,35.0,211277.0,0.0011237846914899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001677323568876,0.8647611700712827,0.1339473128803395,27.70293881507281,5262.690755418211,20.179314401733286,199.08028846193582,31.59575423025457,6686.879460459005,1.121606052126072,7.514612771502071,25.24653561969928,216773.66926261724,31.768896555445234,6823.456045578704,36.26079564666776,140295.33073738258,27.36874873959604,5126.114170298504,37601.16711139483
102696,27.0,150720.0,0.0243324060059453,0.5216310412086885,0.1639616647676509,0.0933558621086614,0.062351579339251,0.0973757497483849,0.0120550241209868,0.0097055667887165,0.0134345886010447,0.0017965173106694,0.0,42.0,342967.0,0.0049881919424927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001923163874707,0.855920317044055,0.1388991746259814,29.830371763976924,5052.568610023462,67.87918065421746,122.94115079198558,32.1974759123565,10651.98405407856,2.0485510926758903,53.1341410301154,38.01178172305049,350790.7198506579,32.309562071613605,10857.179650814707,42.93389722039831,142896.28014934194,29.479117814462345,4847.37301328731,5297.216290692998
75547,16.0,161039.0,0.0353348640518701,0.6796951886995279,0.0998181099971093,0.0085989480571116,0.0149049524468331,0.098783267271235,0.0263126293256517,0.002935406120783,0.0322758541725904,0.0013407798572875,0.0,11.0,299133.0,0.004805259875625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000208833307919,0.81723545905396,0.1777504477624958,25.68232153371058,6270.422235334933,202.38323366823863,221.56451723338327,36.12273327566301,8281.017876394615,1.72935235606386,39.79244293077239,28.829183975344847,310942.798211196,36.11792401691773,8609.099406309995,11.920291553502068,149229.2017888065,25.11286531462333,5942.340705419611,41245.14766278952
175582,10.0,69932.0,0.0071997977357783,0.7983048416060103,0.0156541769245786,0.0185790196163367,0.0664293266343547,0.042458627715673,0.0071380490475675,0.0096204921757967,0.0332939296335234,0.0013217389103804,0.0,22.0,315967.0,0.001134280336374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001526596444564,0.8760853008532232,0.1226277591659462,23.11046299240716,3025.9887057639585,100.74705504154178,21.786506632250056,30.450829239774645,10376.301988757872,1.584042572376013,11.769635310126484,24.61885104281589,320844.47922460514,30.48831844534155,10523.521649769058,22.801471371047,65054.52077539408,22.59803400831043,2878.7690447527543,1319.839214226229
449410,58.0,159449.0,0.0322981906277945,0.6527610506372806,0.1311574034845605,0.0986062778934263,0.0445366629107323,0.0115442134249263,0.0136533237025544,0.0041099338942741,0.0103141230119072,0.0010188204125435,0.0,22.0,639133.0,0.003738202303836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001185429049723,0.9088299787602526,0.0873132760309389,25.096689648711457,6353.387726902325,65.52962255761206,205.20292793578128,26.94596251033806,23719.063653962665,2.811726708763631,88.66665839607597,34.66841256052237,650635.7011029128,27.089240746404936,24018.23318688841,22.24521230463739,147946.2988970863,24.4368957571236,6054.21819397656,5963.8560777842085
232673,25.0,121430.0,0.0105962781641969,0.7311408528639901,0.0422692473424735,0.0663217080157423,0.0460366910481114,0.0621934985073563,0.0056073086585665,0.0022886564160566,0.0330153418101622,0.0005304171733438,0.0,12.0,100941.0,0.0008499595180874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002541749745871,0.8456351919706565,0.1532606735366687,24.386618108292552,4979.370221027421,164.39560984656322,52.762791944525155,33.5435421893491,3009.2528520154697,0.7648767671871902,2.5577431039022027,46.42378486197913,108702.16851525042,33.69567458250948,3225.997694424399,21.081201702891065,113668.8314847495,23.86684285416582,4762.625378618491,3254.6109604194294
201903,55.0,221633.0,0.0260234622438033,0.7506810632121159,0.0443690840892965,0.0704587193379881,0.0464317182669312,0.051774418021007,0.0039056486092445,0.0042026550826876,0.0005064750697812,0.0016467560671443,0.0,30.0,687577.0,0.0037792767820887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003346803824898,0.8195078954769327,0.1763781473584887,23.96944953227988,9246.478510135361,4.6831108486511726,240.62538439664615,35.95927917225801,19120.989514452067,6.399420084280273,72.26351172253018,42.26140364345173,698693.5337382638,36.01410283229283,19400.553638442023,30.49308674936537,210516.46626173583,23.477024224408847,8966.914386145403,5210.250874547727
361431,41.0,74417.0,0.0399827092937617,0.4997497576642459,0.1315104165468793,0.085783081612892,0.098178253420926,0.0856133269652458,0.0212229916516587,0.0082274634409279,0.0285851831094799,0.0011468162939825,0.0,44.0,295761.0,0.0028915452781622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002414936553422,0.8974537860664884,0.0994131750000071,31.316549839196647,2376.283478930928,67.92649836527251,95.010251537664,28.149815856751747,10506.676189466496,2.537295638491121,30.380529924831063,49.29424154071541,301870.65879140183,28.29640538029592,10668.162783729702,44.27687696493143,68307.34120859725,30.841356912440283,2214.7968846676963,17168.845992414394
466485,46.0,78751.0,0.0176237047413214,0.6741484963541304,0.1078836387454584,0.08838119497319,0.0118087710602024,0.0557305291964157,0.0141749506991878,0.000419606744895,0.0285327754305986,0.0012963320545999,0.0,48.0,411771.0,0.0040408054958046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003616828445175,0.8040436883156228,0.191553823344055,24.70656314685135,3187.4526429239986,90.94687045621845,56.174724255837106,37.50150788230621,10980.118487296346,3.9713204876245314,44.368523128052765,51.90467747102088,417808.06137761386,37.47411333748284,11149.244749700549,48.53823462084807,72713.93862238644,24.090813734286737,3018.326380519803,4751.556451389644
508487,41.0,4250.0,0.0248219896644825,0.6899159569953004,0.0903764254683564,0.0700262027742423,0.012069743326147,0.0453754237472885,0.0495177922009076,0.0012034059235003,0.0148012599955121,0.0018917999042625,0.0,58.0,450933.0,0.0045409896894275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002159810173632,0.9518579887097108,0.0433850405834984,25.503058490943364,166.64667892712782,2.4665808221890466,4.1365021419495,22.52512183767437,20019.114802113632,4.323748781671199,90.90659390786345,58.64133810586054,451682.54592491593,22.52905427332249,20048.8906655869,57.377994172687295,3500.4540750839747,25.57487557502072,136.87081545385539,1336.2263139533566
10488,38.0,22811.0,0.0312072953763713,0.5615176283006832,0.1852548513742433,0.0474092548392623,0.0122651332350305,0.0742043433777457,0.0415471853659746,0.0093074109023436,0.0368789877331435,0.0004079094952017,0.0,51.0,516137.00000000006,0.0032193734341175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003519113776238,0.9494458725549294,0.0469828426333291,28.002176393148087,814.6152527480568,30.04218591332718,25.421938810605972,22.85686320490082,22581.270026997114,7.946605843695578,72.69754083354827,52.69486381373184,518833.3495628963,22.89451531294377,22661.905808923842,51.34887811949272,20114.650437104097,27.40492239462136,733.9794708213408,1870.384405752192
134989,40.0,218650.0,0.0217835797946337,0.6295259413589355,0.1446054756257561,0.0370977103627603,0.0204259981810744,0.0990055305192642,0.0089017703141429,0.0016363460367408,0.0360208837131856,0.000996764093506,0.0,20.0,606361.0,0.0023016511881885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003434229694582,0.7916262971440771,0.2057286286982761,25.98985008319761,8412.899624278973,303.0400790568557,183.26307026972486,38.8897660426405,15591.788321255477,5.354578244449239,35.88685811560125,39.603560174959966,625287.822293266,38.80948531578735,16111.726739104795,19.63861980087228,199723.1777067339,25.30396038739406,7892.96120642965,4395.636467469078
359238,15.0,275883.0,0.0398627714789984,0.6965305881617004,0.0689269387071277,0.037141319498298,0.089555139125595,0.0125805152384918,0.0125890294544355,0.0086058720962628,0.0326872867950301,0.0015205394440598,0.0,25.0,553047.0,0.0045077496750782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003557629689526,0.8215409896900595,0.1735954976659096,25.246163534312394,10927.719755322181,357.1975096579323,435.60919539294446,35.69709341415111,15492.773979764976,5.5117552683527755,69.83754687334556,34.24157339417201,574912.2635441856,35.72338914364106,16093.44122508944,25.56988461108631,254017.7364558144,24.59731237058177,10327.052509997719,46330.78715349947
483185,16.0,241948.0,0.03888071066315,0.7579693249327842,0.0514545041081013,0.0484865830583475,0.0006378202545773,0.0580430180917447,0.0063235317414193,0.0038658646479461,0.0343167331999727,2.190930195642737e-05,0.0,13.0,133047.0,0.0027645263654179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002861247339076,0.8254580854670939,0.1714912634335806,22.87223138906016,10578.242056248358,363.01071036900555,411.2895687137573,35.43782021713245,3754.378773434781,1.0742206275373685,10.37907910492577,33.26475766688816,154262.8703550817,35.77206616176505,4312.383569276897,45.09240761304994,220732.1296449184,22.028633046156965,10020.237260406248,39762.00639020962
495444,11.0,295540.0,0.0201260489827146,0.7731032558252829,0.0847688912512184,0.0044602693949044,0.0010422108722076,0.0797636376586854,0.020679642285417,0.0018613695142208,0.0125361251697374,0.0016585490456111,0.0,29.0,524324.0,0.0046888184241022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001271992767816,0.8194363953784668,0.1757475869206493,22.814290689122256,12954.161232850078,162.39498668396834,260.7160835023232,35.915808524893606,14598.696828350274,1.8569436785199926,68.45063865665112,30.36534388422564,541213.5085348978,35.971383914813465,15045.668240526586,29.68427446867633,278650.4914651019,22.27922462682277,12507.189820673759,4400.134508745484
151538,31.0,97522.0,0.0355652349920138,0.5810795152717417,0.1427973860785296,0.0157675661346176,0.0921631543437837,0.0806833791356367,0.0039508202173393,0.0095073361432717,0.0374422328507423,0.0010433748323232,0.0,16.0,445254.0,0.0043383753557124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002536790627414,0.7961495826079356,0.1992583629736105,28.18883520154125,3459.5966560075494,129.5350235638841,123.04136804849362,38.28681028705001,11629.435742015863,2.9501443592459218,50.452857424002566,28.0897651191994,454072.0245054666,38.238774244296806,11874.649056597049,16.3035839824679,88703.97549453539,27.59595420724535,3214.383341426406,27160.001567687326
462658,28.0,25154.0,0.0306017999819913,0.7346260465173069,0.020433412345535,0.0018273673370567,0.0814510555716493,0.0718362889098281,0.0278913841091049,0.006477159897985,0.024313612690759,0.0005418726387832,0.0,28.0,619077.0,0.0032717166869642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002214875437871,0.9916424664746736,0.004864329294575,26.054911673344623,965.422578105828,23.472910646979134,29.543668633292924,18.595904770990376,33291.03948551944,7.3735505657670615,108.91884941115802,28.35779217410709,621702.0863078799,18.626510120623067,33377.27154908842,28.245123187258173,22528.91369212057,25.624609592140622,879.1905145368717,8990.121348656981
391852,31.0,49036.0,0.0201028258697813,0.8346993728151864,0.0321655288692965,0.027040994119922,0.0109381375287924,0.0402068430835059,0.0114875850648276,0.0098957870020053,0.0119148980225502,0.0015480276241322,0.0,58.0,656054.0,0.0038532507428909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000380088823377,0.978205897861755,0.0175607625719768,21.38472939152716,2293.0381349332642,27.321315539548547,46.09654633933149,19.89779458038712,32971.191724265766,12.531981467813655,127.04626900552536,57.70817661657907,659242.3798307937,19.936853846223823,33066.52016991431,57.733771500957175,45847.620169206726,20.86154526812336,2197.7096892847303,5900.019544475857
506239,56.0,175767.0,0.0393907106292315,0.7664964591947365,0.0429094939257188,0.0388915231093654,0.0244964503575535,0.0633920499530599,0.0005986915845163,0.0037876520511189,0.0193325539749878,0.0007044152197111,0.0,41.0,699194.0,0.0012162964360158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003266626549616,0.9330898131964864,0.0653672277125362,23.13198429644209,7598.440226636093,146.8972558071608,299.3079602009346,24.66394112518108,28348.83510511407,9.260505740505172,34.480587103549844,49.79604812750296,714113.9130889489,24.84818395566901,28739.078653111257,41.87685169944291,160847.08691103873,22.3144697740707,7208.196678638639,24713.51254463609
372704,59.0,101118.0,0.0311192096121202,0.5912429557192336,0.1768478485218245,0.0143946187136202,0.0892335487161089,0.0432019291579203,0.0357015515892927,0.0005123598640675,0.0175820197623149,0.0001639583434968,0.0,53.0,197948.0,0.0020244975894748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001364296639053,0.7718352980886106,0.2260037746580091,27.7198489123869,3647.8553804387575,64.13666538894097,113.51837621857418,40.93003608483781,4836.252760434975,0.659808338667223,9.790982055591455,65.1669993296075,203534.36364812564,40.88569419268153,4978.131536398322,53.42978640225783,95531.6363518745,27.248224141007515,3505.976604475413,26783.330005564832
270303,39.0,274106.0,0.0163659179505639,0.750753207127943,0.0285087468084827,0.0604168632629662,0.0854579084750939,0.0407545150690269,0.0009130667095654,0.0052733396671045,0.0096877750993772,0.0018686598298758,0.0,30.0,294468.0,0.0035972729910979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002054248080055,0.9918724156374308,0.0043248865634658,24.431923618958304,11219.173908488461,108.68883362623689,183.61207965942944,18.549545564999857,15874.674609582667,3.261051983823305,57.105538215519324,35.42240226389691,295664.8192922155,18.5683175882295,15923.080693085416,31.053810381906487,272909.18070778484,24.43065552731005,11170.767824985727,32910.701998701494
