,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,feed_gas molecular weight,"feed_gas molar flow, kgmol/h","feed_gas H2S molar flow, kgmol/h","feed_gas CO2 molar flow, kgmol/h",lean_amine molecular weight,"lean_amine molar flow, kgmol/h","lean_amine H2S molar flow, kgmol/h","lean_amine CO2 molar flow, kgmol/h","rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h","sweet_gas temperature, C","sweet_gas mass flow, kg/h",sweet_gas molecular weight,"sweet_gas molar flow, kgmol/h",sweet_gas H2S ppm
283480,45.0,105360.0,0.0391206603463934,0.6432318106487577,0.0802199827283672,0.0261075228948047,0.0660952934356399,0.0992412414843554,0.0150010187633633,0.0031463966909406,0.0260714223023303,0.001764650705047,0.0,31.0,655470.0,0.0027480002103171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001838839593301,0.8699779700293998,0.1270901458009528,27.4439593302098,3839.0962008175575,100.0906983107864,150.18797850931298,30.94464240719283,21182.018889565235,3.895033500018224,58.208192363466054,37.79282165839703,666038.9249319499,31.02701900405537,21466.416894413727,31.05724574728731,94791.07506805174,26.666420000308715,3554.6981959691007,5.505423781954299
200156,36.0,58241.0,0.0322572378535425,0.6883902400866202,0.0142631142722277,0.0870196017804195,0.0594760554748191,0.0527118507755327,0.0310771356091826,0.0027109614012043,0.0307730173222932,0.0013207854241575,0.0,31.0,471754.00000000006,0.0049220828870718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017061284073,0.934339459725262,0.0605678445469362,26.760622129256657,2176.3694326196814,66.97345424971488,70.20366644519241,24.272313763115413,19435.889161785835,3.3160122620057,95.66505743825033,38.78458530495408,477461.9325396116,24.365774513461293,19595.59841924292,30.6341152912305,52533.06746038941,26.04953879061619,2016.660175162616,8.780993182930391
27758,19.0,92498.0,0.0258074436076345,0.704127281764505,0.068951012620877,0.0132288717669213,0.0999676389327512,0.0364210703004646,0.0085893411242503,0.0094951500433602,0.0330773071951964,0.0003348826440391,0.0,56.0,429042.0,0.0009986961210775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002466494988938,0.8320995896540265,0.1666550647260021,25.45415118087218,3633.906286747786,120.19983456531197,93.78183157067198,34.90210992646894,12292.723875544976,3.0319941839430196,12.27669565198354,55.48747975830969,437276.3946610837,34.94395012937813,12513.650947934933,55.71538793425879,84263.60533891631,24.689164523602592,3412.979214357827,14.638603796978629
82131,22.0,111192.0,0.0298039146634864,0.5797916964412942,0.0816302937923576,0.0799891893063338,0.0970370716917287,0.0971040172523979,0.0008251345769236,0.0089622705616825,0.0232626989474846,0.0015937127663103,0.0,42.0,154672.0,0.0025488226106661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001473157363251,0.808429544245389,0.1888743174076196,29.40681367910649,3781.1645019875714,87.96009148065241,112.69350414584163,37.18825240015693,4159.1629081055535,0.6127101463036139,10.600968461623204,30.169197836233025,160675.35329154512,37.18167428400738,4321.358744209509,42.28364240831343,105188.64670845518,29.06591806115344,3618.9686658836235,10.255536615032852
155132,26.0,264387.0,0.016678616164477,0.762322196882805,0.1099816343249687,0.0633262502360934,0.0009380760840104,0.0250780400135921,0.0154395727692589,2.6881680193356903e-05,0.0047627163002711,0.0014460155443297,0.0,60.0,102943.0,0.0011247643908641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001705732375188,0.8080857957622876,0.1906188666093295,21.87977686162131,12083.62414626603,57.55087368777067,201.53812901137715,37.32806685928797,2757.790816975718,0.4704053080511646,3.101864908386302,30.018947961611048,111831.68378124842,37.63716812703825,2971.3097277610905,53.486299138709455,255498.3162187517,21.524519888420823,11870.105235480663,19.376118884604136
139843,43.0,132268.0,0.0061852981795839,0.6020980648388227,0.1736293807353304,0.023069307051754,0.0986608512188309,0.0590676856112312,0.0270518346455509,0.0032967112310007,0.0059287784208485,0.0010120880670463,0.0,39.0,167202.0,0.0026301384226311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001954244034547,0.942024236136999,0.055150201036915,27.74744950319861,4766.852534851994,28.26161244399748,29.48440430616494,23.665147998128777,7065.326615038317,1.3807372389564778,18.58278699865041,45.47052625821516,169536.28658010333,23.781395564544475,7128.9460755139135,38.76823678345454,129933.71341989684,27.626467020693987,4703.233074376401,10.489087429152296
353276,20.0,79787.0,0.0175353853646264,0.7797211714193097,0.0236439137253221,0.0133610247258981,0.0747085430963826,0.0518745731945707,0.0048639428281093,0.0029621452530377,0.0311452642806523,0.0001840361120907,0.0,18.0,188346.0,0.0027490398741896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002585754544002,0.8084925884412246,0.1884997962301854,23.567647260432487,3385.4461210455097,105.44061414787159,59.365102363712644,37.15736226937908,5068.874335980883,1.310686484723769,13.93453766686778,29.718741103345167,193626.0860213292,37.10337634026923,5218.557045742005,18.607690736257325,74506.91397867045,23.02606974256385,3235.7634112843803,6.216270579627551
88351,23.0,58784.00000000001,0.0127747585517917,0.661910401375359,0.0986924533891605,0.05913003124142,0.0774050210365505,0.0518452019269852,0.0267860067837414,0.008002281476897,0.0018348416775896,0.0016190025405047,0.0,45.0,585171.0,0.0016575915319017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002590080452467,0.7341367008457899,0.2639466995770617,26.870308215135022,2187.693551162514,4.014071305466976,27.947256901412874,44.76033713812405,13073.426998421512,3.3861227715365887,21.670401885518555,43.0252865923124,587921.4965140487,44.70380535669111,13151.486586500418,44.875158378838194,56033.50348595104,26.560770477949752,2109.633963083601,40.61655942579091
224177,49.0,224615.0,0.0057142691604044,0.5602625724008453,0.1615884487315765,0.0628382385497914,0.0872841018946972,0.087709861037781,0.024539921965672,0.0010496196800924,0.0075407335003541,0.0014722330787854,0.0,41.0,687837.0,0.0027615587103814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001147164173827,0.855102338574164,0.1420213862980717,29.17055771873138,7700.058468740462,58.064088849916494,44.00020664123435,32.4541558474625,21194.11157180907,2.431312549127161,58.52878341992456,45.43477370706819,692975.1542079587,32.46499306421228,21345.304243168266,40.45772389702313,219476.8457920408,29.07414857847633,7548.865797381255,4.816744176590074
495916,20.0,296585.0,0.0341940062673744,0.7801989436267366,0.0035986467801291,0.0710589774418809,0.0164260291292871,0.0375051338124008,0.0463524256096492,0.0039474848868523,0.0056569676184679,0.0010613848272213,0.0,60.0,299490.0,0.003497666301647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003785719559852,0.9346161859796353,0.0615075757627325,24.23881583380336,12235.952533059955,69.21838726063044,418.39623760274776,24.333680317704765,12307.632716868407,4.6593245911723145,43.04799220683874,42.57371161320856,314541.6486525794,24.85820388832252,12653.434257184592,63.37106312017397,281533.3513474206,23.67786174618242,11890.15099274377,83.60873506085424
448072,24.0,299942.0,0.0178849107511498,0.7747688546951678,0.051374525961034,0.0216578578899046,0.0362581445228533,0.0327042345396243,0.0292835737530617,0.0086216750626334,0.0260999169191241,0.0013463059054466,0.0,27.0,435596.0,0.0047062236893573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003384397586876,0.8232511987510553,0.1717041378008996,23.37338237396562,12832.631375341278,334.9306127501526,229.51046685038344,35.51066615031594,12266.62429130816,4.151513365061787,57.72947782820017,38.177583878723055,451477.55614515446,35.48579094428666,12722.769991346182,26.81053830580629,284060.4438548419,22.95162385406983,12376.485675303176,12.45235193811972
119072,37.0,7775.0,0.0340513163895275,0.7055220127564551,0.008158772532253,0.0846293561455552,0.0761318938630092,0.0674224241129151,0.0028109831769927,0.0024187435837773,0.0187366540041219,0.0001178434353926,0.0,13.0,409956.0,0.0031179062725722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001718262420359,0.7988684304917787,0.1978418369936131,26.15619806956457,297.2526809638673,5.569520635017613,10.121845087135924,38.11049023277254,10757.038219557315,1.8483414527030821,33.53943693905664,14.417680045396594,411372.4450915593,38.06597414047339,10806.828260154005,13.184496159291657,6358.554908440161,25.69500955378859,247.46264036716912,3.6109726506576463
345034,35.0,133442.0,0.0224508861431381,0.7116312438819529,0.0117461497127823,0.061085555500776,0.084808605439057,0.0887574660817759,0.013546729531463,0.0022106023017938,0.0035665128389336,0.000196248568327,0.0,60.0,381128.0,0.0034087656661217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002207777964646,0.9341676580130492,0.0622027985243643,26.80168621694187,4978.865841495029,17.757188947019962,111.77995012936435,24.3991548983137,15620.541022358972,3.448668626501304,53.246763923262826,55.16438286977052,385326.3799607286,24.510780243881555,15720.69008520913,60.12383790729382,129243.62003927212,26.49131439746556,4878.716778644888,27.82556187028484
225079,27.0,114300.0,0.0221186015040609,0.7264001500878805,0.040425418905381,0.0935749543316267,0.0437829234042372,0.0281760696426612,0.014842737827953,0.0058726945979239,0.0232841577404127,0.0015222919578625,0.0,56.0,361344.0,0.0023282340152787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003994036553016,0.9407764385648214,0.0564959237645982,24.466924110997606,4671.612969471035,108.77457328332136,103.32954565293244,23.796695199428104,15184.629503036373,6.064796527913245,35.353370918373784,54.9996695565971,369437.05141500046,23.990173289196044,15399.515750116576,56.51061028854167,106206.94858499944,23.830706974114,4456.726722390832,40.25629513824044
257221,52.0,182143.0,0.0188813393165715,0.6911973818598586,0.1211715400627451,0.0061388271354509,0.0119062207308156,0.0896945579305933,0.0128299668130941,0.0087753114021262,0.0381071896012445,0.0012976651474997,0.0,60.0,19091.0,0.0027484669912974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000290906533517,0.7550610590098678,0.2418995674653178,24.62031521360771,7398.077498996809,281.9199419389721,139.68561154885137,42.55917252086039,448.5754508183292,0.13049352941838568,1.232894819680528,51.27052070506164,22315.485045431968,41.91470331041596,532.4023142944802,62.56568358060844,178918.51495456806,24.461633032600048,7314.25063552066,42389.33522524264
445805,40.0,241049.00000000003,0.0075530862041269,0.7019553289865537,0.1079669953662149,0.0374001631071166,0.093051341208461,0.0127911704281139,0.0053306358041172,0.0073839979539494,0.0256802779876688,0.0008870029536772,0.0,11.0,590175.0,0.0026951871164087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001810645105873,0.8241776048897832,0.1729461434832206,24.44995919579166,9858.871259036274,253.1785545766898,74.46490449489008,35.58148872165671,16586.574120514226,3.003239925450884,44.703920874967906,30.08613711254304,601510.7559800007,35.54013336878835,16924.83114056777,11.30786987232534,229713.2440199999,24.12798567968701,9520.614238982744,2.831423349034987
169885,56.0,236643.0,0.0187736992101852,0.7636061641115192,0.0144773461358306,0.0317959345954529,0.0099704808249478,0.0921833964022538,0.0325648651225572,0.0034699322245503,0.0330635444902581,9.463688244460975e-05,0.0,25.0,350678.0,0.0030158128562013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001733859315837,0.9238024767965468,0.0730083244156682,24.58001987672084,9627.453565410622,318.31773928784804,180.7429173970441,25.48114137200691,13762.25636365128,2.386181640305381,41.504389671837686,57.95107837390373,368970.50900434,25.880261494212487,14256.830793106614,25.70159731395881,218350.49099566057,23.9081770102524,9132.879135955312,5.231775803560427
96568,14.0,50125.0,0.0330284632960259,0.6703605708759531,0.1285868603313905,0.0637433946198976,0.0625218140581197,0.0047825508971401,0.0073108976190988,0.007161190354363,0.0219108065744899,0.0005934513735209,0.0,21.0,49694.0,0.0041271531096373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003065804228436,0.8333199567271202,0.1622463097403987,24.59900868915656,2037.683738942517,44.647294263952865,67.30156258057174,34.53845668492372,1438.801983925697,0.44110852062015077,5.938156082111257,32.98654773234955,52766.46674739719,34.705086755947136,1520.4245740245851,24.52323433086332,47052.53325260268,24.054735344249817,1956.0611488436264,11.107707751576829
482174,56.0,141083.0,0.0364387670836208,0.5986845323559522,0.1393472069691718,0.0998346549187365,0.0447277748176418,0.0220418226589681,0.0298284509935693,0.0075023593131943,0.019712513082053,0.0018819178070916,0.0,56.0,210407.0,0.003543623413693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001869087343375,0.7936705056442699,0.2025989622076996,27.08074354560576,5209.716629914792,102.6966072209844,189.835650849131,38.60297485445709,5450.538482935246,1.018753249303264,19.314655785364064,71.95343765047738,219073.7262395024,38.61285032135765,5673.596339463386,58.19576744525818,132416.27376049766,26.554107625569102,4986.658773386655,43.74127608589532
302187,23.0,164180.0,0.0197162512843117,0.6739454583126043,0.1920370097584621,0.0030092929690569,0.0668835643907538,0.0207188878295101,0.003192976482224,0.0010063462550666,0.0179052744794694,0.0015849382385407,0.0,37.0,677036.0,0.0040405046693667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001317895388089,0.773582544496813,0.2222451612950114,23.620369819292293,6950.780248406759,124.45562819419752,137.04332999961815,40.60218864158742,16674.86464772826,2.197572721624938,67.37486847020375,39.72071690981937,688139.6035033705,40.52640784218464,16980.02956943729,36.66274040738949,153076.39649662955,23.03419457362644,6645.61532669773,10.38150599708472
456873,28.0,254668.0,0.0350430723321757,0.7102887093743916,0.0528117259177958,0.0026041454479981,0.0955977822351902,0.0495550233551659,0.0185063709104264,0.0027684981679241,0.0316285973364113,0.0011960749225205,0.0,17.0,307897.0,0.002696602875519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001661356716155,0.8078280060918921,0.1893092553609733,25.711365262919983,9904.88048362306,313.2774764817926,347.0974432291583,37.23638956245562,8268.712504566867,1.3737281053416996,22.297433916654928,54.55763236012291,331896.7313201056,37.30489345604799,8896.868495580637,20.350310797468467,230668.26867989483,24.86527101927696,9276.7244926093,5.114010440671867
177647,46.0,156724.0,0.008615139791533,0.6399964241683795,0.0750410626862084,0.06839945281219,0.082105969618355,0.0467134798465823,0.0329615922601928,0.0085340662003189,0.0364931283187765,0.0011396842974632,0.0,54.0,189526.0,0.0037506417315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003900234360993,0.8374528362093014,0.1584064986230019,27.664729109758635,5665.1196322293345,206.73793768016503,48.805797567413734,34.14161903988202,5551.1720102848085,2.1650871818295396,20.82045740104852,65.25350900821445,198505.4683107713,34.21005519873239,5802.547442780117,54.438205771281616,147744.53168922872,27.290637724716905,5413.744199734026,44.48341303096508
485702,27.0,206502.0,0.0267819993548686,0.5294625766826856,0.1651459394248393,0.0578531607411517,0.0929769790120642,0.0699297906161551,0.0390034467103032,0.0028371719514362,0.0154359205727371,0.0005730149337587,0.0,45.0,674903.0,0.0011830741916332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003066005900713,0.8374095216116344,0.161100803606661,30.213629390313944,6834.730026383443,105.50034982335617,183.04773515730244,34.346060886368626,19650.084539035382,6.024727514619178,23.247507881543328,40.66311591008758,687052.7505423368,34.41026217354647,19966.507290099096,45.22221077522801,194352.2494576636,29.81636815336084,6518.307275319734,13.591042941411486
445160,15.0,79186.0,0.0369528578245466,0.6416703677807305,0.1185778880137786,0.0779022989493975,0.0555814189130423,0.0585024831461831,0.0022489394710495,0.0075000837415695,0.0007690284176452,0.0002946337420565,0.0,23.0,43293.0,0.0031010441423444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003790395117244,0.8485782465133138,0.1479416698326172,26.287123150980992,3012.3494132542573,2.316582302669368,111.31491958584095,33.06605506242922,1309.288329625719,0.4962720091677878,4.06016090522572,15.10332047451152,45142.6038055286,33.357863174662754,1353.282240207072,23.60973662513584,77336.39619446934,26.05361659842688,2968.355502672858,11.676483388578474
427155,43.0,199022.0,0.007880178035162,0.6651234059126266,0.1751581401521292,0.0881248863471385,0.0186276518064952,0.0285974996843722,0.0109365354446473,0.0017723054111031,0.0024461855141214,0.0013332116922043,0.0,37.0,480279.0,0.0028970902542738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001957734167203,0.8020239100517572,0.1948832262772486,23.9393848409456,8313.580374863914,20.336559883476063,65.51249346355648,37.80587599917337,12703.818845792686,2.487070020836572,36.80410977020583,39.79694316430204,483462.39704805496,37.77517405595791,12798.416132560562,37.45147315315154,195838.6029519444,23.827595318402285,8218.983088096025,10.77001650501366
441833,32.0,197308.0,0.0171710192916164,0.6898490353018237,0.0976134934526395,0.0877634969690496,0.0755723500534082,0.0027683850677079,0.0109178679510896,0.0093677368842585,0.0080153813523636,0.0009612336760425,0.0,18.0,545238.0,0.0041740291258975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003986706132227,0.9653263358321632,0.0301009644287164,24.93558115283099,7912.709103938377,63.42338099838536,135.8692806726746,21.174853963366875,25749.315718695292,10.26549548763716,107.47839378176447,25.15137771992676,552170.171754507,21.28363956062985,25943.40926426432,19.061351281740546,190375.8282454921,24.66450450936974,7718.6155583693435,23.175864499795622
394212,58.0,190904.0,0.014328361647251,0.5417193892011771,0.1742974811523183,0.0795701668312672,0.0738133802882694,0.0799744592319726,0.0287997373904112,0.0068594285969835,0.0002460308149796,0.0003915648453696,0.0,11.0,210524.0,0.0030055132631562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003946806300629,0.8785014637865673,0.1180983423202134,29.598022708127363,6449.890314719551,1.5868717706594797,92.4163610144033,30.045215866649617,7006.905889256166,2.765490031163068,21.059348583846695,59.28017006654949,214512.17940463903,30.20076054159577,7102.873422978522,-9.073442410117591,186915.82059536097,29.41738938886289,6353.922780997192,13.822112933717118
433863,54.0,61859.0,0.0321054233540267,0.6856705631742691,0.0774462487966094,0.063512118576572,0.0887338814490089,0.0177409754731151,0.0104810245647975,0.0094677631808058,0.0133340514646145,0.0015079499661804,0.0,46.0,149944.0,0.0036580943801891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003511569934289,0.9132201879767828,0.0827705606495992,25.65205277564514,2411.4639300419212,32.15458414824052,77.4210703769609,26.488128704933125,5660.800038776411,1.987829522018925,20.70774080922223,56.216992722222585,153506.72300365605,26.684213008062493,5752.716895089798,46.73668575163998,58296.27699634385,25.13261216235464,2319.547073728533,25.30448437676705
128570,49.0,76856.0,0.0197371329505822,0.7097260129339437,0.0021267485335944,0.0656789321110344,0.0500976298322804,0.0796572338347697,0.0452742659212529,0.0079701208501906,0.0178842114922548,0.0018477115400965,0.0,50.0,523987.0,0.0012932962066349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001984988873083,0.7927513859379723,0.2057568189680844,27.240960118754384,2821.339617434685,50.45743440967915,55.6851551280531,38.86407730458904,13482.55346173182,2.6762718602284346,17.436935247810002,52.93552331858757,529088.2182399107,38.84083125914101,13621.959187997352,50.10808778584124,71754.7817600893,26.75486595562901,2681.933891169156,15.809295611178948
438064,51.0,109223.0,0.0092527431747023,0.6903537159521191,0.1154573185141067,0.0659628433286108,0.0354548363006704,0.0464089100029946,0.0067276214255984,0.0058239652762121,0.0232392958744908,0.0013187501504942,0.0,60.0,161867.0,0.0040954299851056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003157434571983,0.813291909254343,0.1822969173033529,24.34247851325597,4486.930118497235,104.2730965919213,41.51641202929147,36.5658677544057,4426.723880510047,1.3977091020945165,18.129337716023866,65.55564432147298,166479.88012294623,36.54650452880122,4555.288727865844,60.23618875495947,104610.11987705382,24.00214607291437,4358.365271141437,54.31690078678495
460642,50.0,126697.0,0.0059354202344994,0.7655130143168094,0.1456425022697856,0.0173399934177114,0.0036768376624991,0.0006276300939553,0.0469393684682795,0.0051994043693873,0.0082398304391701,0.0008859987279027,0.0,47.0,602525.0,0.0025978408417164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002690857629878,0.7949667135006482,0.2021663598946474,21.995016989193555,5760.259247003442,47.463559480970005,34.18955929062651,38.53595292951299,15635.399002642871,4.2072632702448445,40.61827810559751,42.17687409469852,606301.9650724764,38.50028520858257,15747.986327574485,53.40476864109672,122920.03492752375,21.764726532208133,5647.671922071834,34.26204265288058
498374,24.0,88801.0,0.0069126782726829,0.85510913802273,0.0057016229446963,0.0275980941581268,0.0088146506712601,0.0499863637415538,0.0171650673644122,9.520753428006625e-05,0.0267275014084762,0.0018896758817813,0.0,58.0,558954.0,0.0047840768151554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001410900666991,0.8712800080319218,0.1237948250862235,21.01897700748157,4224.80123406538,112.91838093401445,29.204691697127657,30.66356500745611,18228.604529971824,2.5718750289652412,87.20704430447489,56.79656080100847,564513.7689027142,30.687287687548363,18395.687968597194,57.99681982674088,83241.23109728565,20.51429776383925,4057.7177954400063,14.422872713030758
475638,55.0,63568.0,0.0062445718310603,0.6608368929855656,0.0960632182165361,0.0736928934277836,0.0144404659312684,0.0937562748549117,0.0391517026136107,0.004342470862476,0.0113837016603588,8.780761642821866e-05,0.0,20.0,530608.0,0.0014649538802704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001876260027778,0.8424991821215497,0.155848237995402,26.83109563941248,2369.191361184084,26.970167632018985,14.794585636441543,33.82018766878917,15689.090941670605,2.943681420603046,22.983794652915535,26.02177433157697,533054.9061535373,33.802991380658966,15769.459576838959,19.984259129028143,61121.09384646224,26.70416242889161,2288.822726015719,2.9570097873612924
104775,11.0,110720.0,0.0244148844072843,0.6862046506543771,0.1620984025744484,0.0128512079635384,0.0529236825783509,0.0045881219667755,0.0120104024113709,0.006338490965139,0.0380151175105684,0.0005550389681468,0.0,14.0,54763.0,0.0019453709501787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001086690243198,0.8652261012232606,0.1327198588022407,23.49633013080352,4712.225244692441,179.1357964132501,115.04843465025293,31.49200690947925,1738.9491929622327,0.18896991214090944,3.382901243825422,13.791431152612574,62823.50945543177,32.00486119494197,1962.93647620507,39.3023792805875,102659.49054456808,22.87300526984788,4488.237961449603,592.929229555146
298650,36.0,208982.0,0.0368585866281021,0.596159280467447,0.0522021703339362,0.0755644288287567,0.0956876127443326,0.0939913288743957,0.0129065397780781,0.0027533491749788,0.0319747651813571,0.0019019379886152,0.0,60.0,655738.0,0.0008266667458115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002233675559626,0.8596233668039347,0.1393265988942912,29.36668252375409,7116.295816899265,227.54188770642781,262.29660583838216,32.13303126415921,20406.976068000225,4.558256368896479,16.869768497986907,62.44132939266808,675055.081994544,32.28692026694737,20908.004740409033,60.08907640750607,189664.91800545537,28.670787416864727,6615.267144490447,13.34990202322176
6452,32.0,275218.0,0.0346372265344227,0.5744264049447086,0.1998236265012784,0.045924187462315,0.0800619866050484,0.0416554565659279,0.0155118482926191,0.0007410853159596,0.0071007087643167,0.0001174690134031,0.0,48.0,111992.0,0.0017680263411229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003371808491768,0.8515354765142442,0.146359316295456,27.264890816101524,10094.227109006708,71.67616690192716,349.6360310645761,32.870678723040854,3407.048602300344,1.1487915409102596,6.023751674352967,33.88829643302012,117889.4052180889,33.18218446584779,3552.7921719386677,44.46958515612738,269320.59478190664,27.07152237988306,9948.48353936828,23.76361927580776
475975,31.0,248633.0,0.0328399206428176,0.646754585801585,0.0699149219722092,0.0089115124055513,0.0797561846659909,0.0936808188598428,0.0460561644303299,0.0042814276563428,0.0170729161800523,0.0007315473852779,0.0,14.0,484785.0,0.0008775313997702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003922623806802,0.8354038962590177,0.1633263099605319,28.623965963564903,8686.182771335109,148.2984703796187,285.25355289965444,34.564601326804066,14025.476394662195,5.501666760744141,12.307795933051814,39.59455449650875,502186.4701717465,34.70446784160973,14470.369419399032,-9.7770115744039,231231.5298282527,28.05768719922727,8241.289746598251,5.999218200914531
55981,17.0,265118.0,0.0086862011492611,0.8186805164609724,0.0193461508218131,0.0097471607949967,0.0528367355287515,0.0483037733883495,0.0280349490267726,0.0060518113197294,0.0068261631826928,0.0014865383266604,0.0,56.0,354443.0,0.0028452824694873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001889017216423,0.7930042720049624,0.2039615438039078,23.12514911705934,11464.488235642268,78.25846750255599,99.58285088812622,38.72267689467839,9153.370283879074,1.7290874054542253,26.04392400544712,34.473106787155984,360882.7491403943,38.714826353148965,9321.564453072668,56.54016417838017,258678.2508596056,22.899390661926063,11296.294066448676,30.15713626759592
73871,31.0,176893.0,0.0241097274280267,0.6462591491937042,0.1007492262182154,0.050761481912292,0.0352511276425234,0.0864398169341356,0.0100654226051124,0.0095709913371969,0.0350992098962948,0.0016938468324981,0.0,34.0,373091.0,0.002529722150561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003076710830751,0.9232015176332188,0.073961089133145,26.413368772401512,6697.101059855336,235.0629557965608,161.46528111106085,25.567033886222685,14592.658720613174,4.489739113516358,36.91537200111229,42.66890809251896,385848.70760515326,25.80980778950632,14949.693184543225,34.31073506822145,164135.29239484688,25.888575444985907,6340.066595925291,12.176268256491769
165542,46.0,16601.0,0.0080803147457221,0.7742374583400848,0.0333963474975412,0.0554331846182144,0.0213850821793099,0.0563589118482586,0.0301141771983852,0.0016240204568143,0.0185362978970008,0.0008342052186683,0.0,51.0,556843.0,0.0040090005324562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003527353395811,0.7890927507213674,0.2065455134065952,23.68059087494461,701.038250593856,12.994653850200013,5.664609713588759,39.0169240340246,14271.832385208188,5.034179642840951,57.21578363142527,51.21453689946486,558566.4729419781,38.98135946722527,14329.066009398914,51.21619246741727,14877.527058021704,23.10876071385345,643.804626403128,52.098051275628194
279578,37.0,155727.0,0.0065820102963125,0.7898329468863481,0.054476678688184,0.0271912726033959,0.0654264321017119,0.0482427991992424,0.0020742322804682,0.0026552836545501,0.0028144694557249,0.0007038748340617,0.0,21.0,214628.0,0.0026627659698688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002305815243413,0.8582869991694648,0.1388196533363249,22.854588986507743,6813.817570376513,19.177281428706344,44.84861740541323,32.129598913474254,6680.070939509644,1.5403009399401537,17.78746557403578,32.923105306636614,216459.9226689665,32.14184180189135,6734.521437916764,21.57483397412051,153895.07733103196,22.767675685083663,6759.36707196936,4.6535365098340895
268994,39.0,187110.0,0.0109667095559738,0.6451135471030484,0.1300070333493335,0.0477816188989813,0.0360145716551201,0.0579335314780668,0.0346174043903912,0.0085820638056496,0.0282849474156188,0.0006985723478162,0.0,25.0,433321.0,0.0042338853698305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002236267218177,0.8094724706883665,0.1860700172199853,26.40233837075169,7086.8722827701895,200.4518098593612,77.71966998542169,36.94963015438787,11727.343364180926,2.622547352162338,49.65222749658442,39.785239814742056,442797.7245446639,36.894623725464015,12001.68696229453,25.206963767388743,177633.27545533897,26.074499452077035,6812.528684656652,8.158430021466128
