,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,feed_gas molecular weight,"feed_gas molar flow, kgmol/h","feed_gas H2S molar flow, kgmol/h","feed_gas CO2 molar flow, kgmol/h",lean_amine molecular weight,"lean_amine molar flow, kgmol/h","lean_amine H2S molar flow, kgmol/h","lean_amine CO2 molar flow, kgmol/h","rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h","sweet_gas temperature, C","sweet_gas mass flow, kg/h",sweet_gas molecular weight,"sweet_gas molar flow, kgmol/h",rich_amine H2S mol frac,rich_amine CO2 mol frac
125536,34.0,48614.0,0.0245114396407274,0.6037326189693598,0.1912329188727004,0.0262640292870038,0.050819770392718,0.066582933159536,0.0229787986850329,0.0045455956061403,0.0084621543715472,0.0008697410152337,0.0,25.0,244838.0,0.0043775172843952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001368105155505,0.8481087271221455,0.1473769450779088,26.78655019832076,1814.8660294093263,15.35767650453864,44.4849791358733,33.03822352210266,7410.74954699676,1.013868466140261,32.44068423230222,29.5600567816021,247601.32301732124,33.07688771307567,7485.629396729536,25.50681619256659,45850.67698267856,26.351173082996507,1739.9861796765474,0.0021864431522136,0.0097294717480389
44579,39.0,200085.0,0.033560470060342,0.5697426873288531,0.1733040004690529,0.0177029608657809,0.0594094759369677,0.0997563694642122,0.0115472240712756,0.0096035764589866,0.0236095660936914,0.0017636692508371,0.0,23.0,492840.0,0.004940025428204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001757816056762,0.8196340070626611,0.1752501859034586,28.222790315286865,7089.483278045121,167.37962402312624,237.92639129612851,35.87280772639199,13738.5398923601,2.4149826019255864,67.86873641465394,40.56967326072214,509164.2961513038,35.940284195772925,14166.952419680325,23.762731211317032,183760.70384869684,27.587261977167664,6661.070750724905,0.0119833796547894,0.0199561935195289
233426,29.0,69546.0,0.0284487172823048,0.7271810223378459,0.0641913313684294,0.0102960389102949,0.0262390003643928,0.0690676746928511,0.0324008499428802,0.0049582224452521,0.0352898322848091,0.0019273103709396,0.0,19.0,427994.0,0.0030138860497219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003757801614267,0.7042949536173606,0.2923153801714908,24.77472308236607,2807.1353116152823,99.06333434766864,79.85939885331774,47.66691841570725,8978.847683574339,3.3740728319593165,27.061223776102498,27.49712983042639,435489.9434939546,47.40505909149094,9186.571050432964,18.58813199009677,62050.05650604543,23.87080533010865,2599.4119447566627,0.0111453914110858,0.0106129402476278
241502,26.0,160267.0,0.0129380962235498,0.7335406555376986,0.0234725755980108,0.0674891001583762,0.0883665887118611,0.0156658312392473,0.0187366898404669,0.0025578192681423,0.0367231011528296,0.000509542269817,0.0,48.0,598739.0,0.0017443684805155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003298965422402,0.8699151392961025,0.1280105956811416,24.863160693050137,6445.962441323824,236.71573076007522,83.39848231923563,31.014001514181736,19305.441760754908,6.368798483292602,33.67580410988852,49.204951013332845,610301.6042190614,31.08422022400228,19633.807759083025,47.99907961754582,148704.39578093938,24.30765042555183,6117.596442995724,0.0123776821305571,0.0047625538222165
288860,51.0,27520.0,0.0068758394513668,0.6672565313101803,0.0327206738091506,0.0738574194970666,0.0538250476364541,0.0871125604571377,0.0328221312811813,0.0059580676693129,0.0380887376832536,0.0014829912048958,0.0,44.0,144578.0,0.0030165340720573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001118204007943,0.8837194299341082,0.1131522155930399,27.56262223919467,998.4536217626616,38.02983808821252,6.865206802875773,29.54066454478648,4894.202694079745,0.5472717068205399,14.763529182246183,47.93582019602087,146371.69066229375,29.584672524054223,4947.5514911745,44.716716071132,25726.30933770623,27.22058830537242,945.1048246679051,0.0077965179325653,0.0042292462824313
291176,48.0,223456.0,0.0340391114811927,0.6948187462726114,0.0634151086568011,0.0359895795821838,0.0792860575075906,0.0370875942428034,0.0127938465903391,0.0055003458335089,0.0353363802315471,0.0017332296014216,0.0,32.0,145864.0,0.0031827496762148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001333358569581,0.979383151380201,0.017300763086626,25.45826788528889,8777.344986974722,310.1595998832026,298.77302452052044,19.850102193045107,7348.274511710397,0.9797884791822695,23.387718322883735,46.6944161428313,150519.9697984859,20.13233158063872,7476.529441986792,40.34114344863502,218800.03020151416,25.29746236508006,8649.09005669833,0.0102137374005352,0.0088850341428581
475696,53.0,242295.0,0.028416289638434,0.618711083056758,0.1067249819261764,0.0633456103669252,0.0904275201887521,0.0421626434863578,0.0113443323894164,0.0056937098016232,0.0330258103918061,0.0001480187537504,0.0,12.0,332299.0,0.0026829747742382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002465948287931,0.7736853228813212,0.2233851075156473,27.243070338592727,8893.821327354692,293.7256568158173,252.72940283059245,40.68404866174904,8167.795756090176,2.0141361960900657,21.913989974719765,66.14206300875497,352139.9460116018,40.51771000032672,8691.013041180318,16.952873211056556,222454.0539883985,26.57562738187009,8370.60404226456,0.0340220153095362,0.0256805399961765
488002,12.0,91282.0,0.011474067473871,0.6300123797231669,0.1452530258306398,0.035757086780201,0.0397963730304187,0.0895975150565412,0.0346394159356474,0.0024291459301243,0.0098070819404981,0.0012339082988912,0.0,58.0,132104.0,0.0024340379656494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001097196586956,0.8114858401499258,0.1859704022257292,27.10837093361357,3367.299356480807,33.023380707193795,38.63662002098318,36.89093798056837,3580.9336176158868,0.3928988143364153,8.716128377747319,22.49556687736043,134843.55620440756,36.91467743302256,3652.8439520856086,58.20075855419486,88542.4437955925,26.86858613783857,3295.389022011087,0.0091401694698001,0.0113641665749872
42929,33.0,155685.0,0.0161034746862185,0.6552051769648561,0.0654019388973137,0.0213936479975626,0.0940306605292527,0.094172957694498,0.0229379569055629,0.0002828508436595,0.0285013747563841,0.0019699607246916,0.0,17.0,301248.0,0.0049700228838519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003130260854544,0.6663917122657477,0.3283252387649459,27.75130008251732,5610.007442428903,159.8929245027701,90.34061283865124,51.35910147087067,5865.523176468708,1.8360617590720576,29.151784412813164,42.83826982751066,310522.2534506883,50.70810110727066,6123.720799439773,17.57019557996722,146410.74654931168,27.35724016518653,5351.80981945784,0.0263857290666496,0.0149605730295935
379898,36.0,112271.0,0.0135285370328679,0.7169337473931686,0.0399659387819445,0.0803713701450383,0.0960953142492244,0.0145029683330636,0.0007855811927566,0.0045449160649866,0.0331445896640738,0.0001270371428754,0.0,55.0,543661.0,0.0021678030736717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001786806362569,0.8200388290108377,0.1776146872792336,24.787707001709823,4529.3015603361655,150.1218416821914,61.27482389203418,36.039957434634935,15084.951223542059,2.695388682526797,32.70120362858215,57.0475008729191,551934.2718797189,36.03884591498001,15314.981872110959,54.923251916688,103997.72812028127,24.1896196482142,4299.2709117672675,0.0099753310494543,0.0052893538699415
379225,23.0,26268.0,0.0302679493475128,0.6584342882885962,0.0026913193885209,0.0953345959907527,0.098974000598148,0.0871055791288149,0.0160608006832086,0.0007352313139681,0.0101014529912466,0.0002947822692309,0.0,16.0,612716.0,0.001188547180808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002286024348071,0.8786321872046279,0.1199506631797568,28.557043933494896,919.8431063514229,9.291751898131146,27.841764550703697,30.18267583296591,20300.254470174696,4.640687599085651,24.127810220211135,17.68468063856153,615216.8978998442,30.1792260742101,20385.443165011537,-15.80713284519544,23767.10210015398,28.475380675251035,834.6544115145338,0.0006833732057754,0.0024648622853408
24426,54.0,284209.0,0.0153173469717645,0.6547186545172432,0.078500607733831,0.0317072613431162,0.0913536017645854,0.0599098844603813,0.0460941757858475,0.0062481318237334,0.0154057000361241,0.000744635563373,0.0,23.0,582478.0,0.0014178706944425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003782347481176,0.8981372352498036,0.1000666593076362,28.043202820245423,10134.684038116326,156.13190225211503,155.2364718610311,28.179804302173466,20670.051280486514,7.818131639652692,29.307459963225497,44.16779876972845,592291.1908666259,28.27620817800109,20946.62718346475,23.69849575300236,274395.8091333766,27.834530253865115,9858.108135138147,0.0078247927449139,0.0052408749834726
55299,31.0,145161.0,0.0122038355817133,0.760575516796083,0.0234000750248303,0.0045546319623004,0.0590610491243881,0.055727597953054,0.0430370517355428,0.0090781152147912,0.0321782353141654,0.0001838912931312,0.0,21.0,595259.0,0.0011979451516141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003763484090933,0.929476716951515,0.0689489894877774,25.1753320373863,5766.001409015402,185.53975016110687,70.36733315955118,25.02655213277675,23785.09819658305,8.95148386641195,28.493243065261936,27.60380865602457,605209.1506449414,25.13943360060202,24074.096507506372,22.304042833326832,135210.84935505752,24.68701348775189,5477.003098092057,0.0080778622447236,0.0038482299844932
326995,26.0,143176.0,0.0250677549204506,0.7323953407576277,0.1044010935630751,0.023650054135911,0.0144143432152859,0.0144062661934573,0.0469557835115934,0.0053564187900001,0.0324713619895143,0.0008815829230841,0.0,37.0,402640.0,0.001317824811083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002607210953405,0.8547996823863045,0.1436217717072719,23.607116819994708,6064.950713453202,196.93721006510197,152.0346980894569,32.58084902805616,12358.180096942131,3.2220382512899186,16.285916351582454,43.29407293801245,414028.2597920254,32.667649442080645,12673.953188033702,37.23896948000885,131787.7402079772,22.92288547415593,5749.1776223616935,0.0157907217660844,0.008561745720078
445582,18.0,174331.0,0.0110004886762318,0.5357569514809414,0.135501901901465,0.0976009460565437,0.0847859945291369,0.0797413056037494,0.0386439734948635,0.0093835169752197,0.0061712511401139,0.0014136701417343,0.0,44.0,298052.0,0.002170891264823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002515399788584,0.8099530117752626,0.1876245569810559,30.721383442673154,5674.581690805229,35.019268729051234,62.42317163205523,37.0536914179328,8043.786964117491,2.023334002895587,17.46218685649978,20.411562409348164,301245.4113602201,37.011108918194125,8139.3241155260885,40.75581149813348,171137.58863978012,30.6750712297214,5579.044539396639,0.0045441403125717,0.0060477574082957
203192,22.0,173070.0,0.025463210087782,0.7514598668998235,0.0326009503107853,0.0594373500712188,0.0264848242857241,0.0700106450682449,0.0253267023002037,0.0019664576436442,0.0072051802497201,4.48130828528468e-05,0.0,48.0,498536.0,0.0029119088169226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000275846026644,0.8055415919928368,0.1912706531635965,24.6016275176593,7034.900429891014,50.687725636198174,179.1311475929428,37.44214141585634,13314.836736044039,3.672844809051314,38.771590487571565,45.247755073115,507895.5419587453,37.493261082399776,13546.315452329738,48.39271870856516,163710.4580412547,24.06295904219352,6803.421713605313,0.0040041000129002,0.0144657296055312
416442,10.0,52727.0,0.0256706697667471,0.6023679398998087,0.141236475534895,0.077064966165221,0.0320959123701693,0.0910373861603315,0.0002879049519964,0.0027390916881151,0.0260365243311384,0.0014631291315772,0.0,36.0,165570.0,0.0047195877889953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003924315450847,0.9196738984578154,0.0752140822081045,26.727689127618035,1972.7481769277454,51.363505907788166,50.64176698286453,25.752058549779875,6429.388923605692,2.5230950292410377,30.344065454551064,31.977947190903365,169605.36707389008,25.93886380196796,6538.6582993285265,36.07477114337843,48691.63292610983,26.1294267982154,1863.478801204908,0.0082370217439764,0.0116448074916679
335479,42.0,273450.0,0.0384595294564387,0.5730267248909652,0.196769921143225,0.0914612113081624,0.0157054156478313,0.0525922685600439,0.0064331670813113,0.0072973950681419,0.0163211618084321,0.0019332050354479,0.0,54.0,263312.0,0.0033172560119483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002337048011068,0.8116881866119228,0.1847608525750219,26.3868888759186,10363.10120855354,169.13785166196058,398.55999619042035,36.79354472077274,7156.472745376458,1.67250203958444,23.739852238944213,56.071840696515096,275165.36489900615,36.85286871948904,7466.592817874432,58.77651790427842,261596.63510099385,26.02179707298595,10052.981136055572,0.0228035173791075,0.0205174747257314
501760,55.0,263317.0,0.0353591412089822,0.6651968764722052,0.0388943088077278,0.061503706010842,0.075363739281856,0.0728242268559643,0.0383613188162967,0.005851096274887,0.0060443965149841,0.0006011897562542,0.0,26.0,198109.0,0.0029978350692746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003386748247885,0.9447626831567812,0.0519008069491555,28.12934139865902,9360.937260072247,56.5812165517655,330.9947024273176,23.348336370285423,8484.930012063991,2.873632185178457,25.436420750505985,58.38664660491958,209554.9158781098,23.925429185457176,8758.669040114255,41.01131557574507,251871.0841218905,27.717133234128514,9087.198232021987,0.006754352196541,0.0273451660196163
58333,27.0,264746.0,0.0258202988594053,0.5788073106597768,0.0816373866561372,0.0970115801594378,0.0707740849020114,0.061558037689728,0.0472715316524574,0.0077818646143524,0.0290482431117834,0.0002896616949098,0.0,38.0,658876.0,0.0024824108721286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003601544393111,0.7865339850276286,0.2106234496609316,29.813640794261715,8880.029172785771,257.9492462508099,229.28500712156622,39.38983732193815,16727.055626427766,6.024323340461672,41.52342474574415,39.07024373815756,677941.6108734179,39.33967916927193,17233.023379686212,38.745552206956745,245680.3891265824,29.33825975454213,8374.061419527323,0.0153087742310327,0.014242203857791
414916,35.0,232615.0,0.0398299150170139,0.8106410631902456,0.0168502054120166,0.0055304485736486,0.0069479466077201,0.0572230272876558,0.0133048681570428,0.0078721384613565,0.039809549228534,0.0019908380647659,0.0,32.0,328519.0,0.0027024980061177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003760180911117,0.8306928326523145,0.166228651250456,22.15879168964626,10497.639188001836,417.90628403814674,418.12007673738793,34.90534687716638,9411.709935330951,3.5389732039801656,25.435127334390042,60.084504882593706,350667.05873094144,34.97512686817012,10026.184037950514,33.15392827573555,210466.94126905804,21.295499918376365,9883.16508538226,0.0420245522515425,0.0189120453711221
37580,41.0,152829.0,0.0346433809220237,0.6895232398757295,0.0176382637851082,0.056288237214384,0.0997244491238305,0.0241215903521382,0.0474265627167081,0.006221012107488,0.0233324956697253,0.0010807682328641,0.0,22.0,554284.0,0.0026828801372011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003946291878501,0.8267318403591309,0.1701906503158178,27.4827218333934,5560.912086018432,129.74995716674815,192.64879566982196,35.30588612035008,15699.478498020599,6.195472449343977,42.11981902675522,34.53291483108319,565101.5037749673,35.33485260586057,15992.751125307954,21.96725629740933,142011.49622504011,26.959228576217864,5267.6394587312425,0.008498070715554,0.0101341306332587
321544,18.0,79674.0,0.013107314699811,0.5871565422801822,0.170231858650968,0.0341878478911897,0.0917019638029963,0.0266800317899353,0.0415769320624943,0.0060416049501772,0.0278542274972091,0.0014616763750364,0.0,40.0,211484.0,0.004493948394247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003175734010049,0.952423598541091,0.0427648796636569,27.91494942268194,2854.169599005682,79.50068932632233,37.41049914080084,22.462802931579624,9414.853553413071,2.989907062920457,42.309866008431335,34.79781890154828,215632.9271584579,22.617363923350936,9533.954880384232,40.512231235552406,75525.07284154222,27.6135969305665,2735.068272034519,0.0086464947217716,0.007175177759366
194389,40.0,181894.0,0.0236051991245788,0.7457003029207115,0.0608285267412163,0.0687115761406606,0.0106530009792922,0.0649831344449862,0.0198238154652849,0.0030977593893443,0.0021107753018194,0.0004859094921055,0.0,59.0,165479.0,0.0012182653069173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001681099259553,0.8003866142950424,0.1982270104720848,23.991704760094567,7581.537111216228,16.002921284182417,178.963693180643,38.10000998101779,4343.279702090499,0.7301484291215913,5.291266979294961,48.30822803182224,170668.41838655306,38.302855865594445,4455.762227898417,64.53597743511756,176704.58161344696,23.658226030194022,7469.054585408313,0.0036954275771175,0.0255098694871947
503909,13.0,287255.0,0.0352212906712763,0.5132417527246206,0.1607942981135813,0.0953062213191211,0.0722610714609283,0.0706076638196818,0.0096343767465981,0.0080914214142945,0.0344950925761304,0.0003468111537672,0.0,50.0,331732.0,0.0048514896439579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002113586645891,0.8367317519841612,0.1582053997072917,29.586439026528023,9709.008905817938,334.91316102866426,341.9638248018239,34.14702366788516,9714.814480653837,2.053310215361846,47.13132184586433,20.061152884957096,349631.67066679616,34.26707616937859,10203.136939335098,49.49623608798851,269355.3293332059,29.21206906638151,9220.686447136723,0.0330140863743744,0.0182627796055742
23548,10.0,286509.0,0.0292500250971259,0.7118159355416472,0.057848977200482,0.0227362275039927,0.0594036828910356,0.0702100473630801,0.037921229655014,0.0080310849212012,0.0010621209893602,0.0017206688370608,0.0,56.0,604336.0,0.0012270542154175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003795967179507,0.957192246243257,0.0412011028233746,26.365126865596554,10866.968380640003,11.54203520779137,317.8590978633937,22.22070443888044,27196.97756037696,10.323883420097928,33.372165962075705,39.25179220468999,613128.984646146,22.368764308474333,27410.051632305145,56.324704786361735,277716.01535385085,26.06708939535478,10653.894308711755,0.0007889379924258,0.0077904897740386
306701,60.0,106250.0,0.0242542389557513,0.6028652794785798,0.1411141301710118,0.0351700122170361,0.0678307860805758,0.0556999003455561,0.041814801541043,0.0024920541255334,0.0284112679854996,0.0003475290994127,0.0,55.0,134168.0,0.0031796810129213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000190348924818,0.7953337364895365,0.201296233572724,27.88451923873429,3810.357965663202,108.2571012831403,92.4173326061457,38.46180059732549,3488.3442250836692,0.6640025726397558,11.091821899032208,75.14571003494018,140184.3753172988,38.43346046581496,3647.456503220345,58.07782118653552,100233.62468270124,27.451898135784656,3651.245687526527,0.0298291018739478,0.0160105555936516
172735,28.0,261926.0,0.0272348384191093,0.6804349569204688,0.140319757096681,0.0067744865460671,0.0513572603582465,0.031039624376365,0.0162038350504963,0.0091412277374253,0.0369288134460551,0.0005652000490851,0.0,20.0,304277.0,0.0017467660599852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002269779216387,0.9729349887035658,0.0250912673148102,24.51937645609675,10682.408684780074,394.48867747476214,290.9336744568752,20.60227665892416,14769.095912912042,3.3522586947953936,25.798155477340888,30.49459476268544,320138.783005128,21.071294150262,15193.123911715094,29.813889289358144,246064.2169948721,23.98665291601393,10258.380685977038,0.016216394662259,0.0125293698020924
22590,49.0,8943.0,0.0147988291121765,0.6971207608572099,0.0374238710075141,0.0558814893918316,0.0650092321496425,0.0743336272967037,0.0116750062021263,0.002634912526673,0.0394011319085768,0.0017211395475452,0.0,38.0,673097.0,0.0015287301148715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003947779683194,0.8143186578761447,0.1837578340406644,25.92995297035404,344.8907142340218,13.58908452557796,5.103978742325788,36.648186946556905,18366.447458412058,7.25066881287692,28.077341332879634,37.466254475688686,675120.5352567056,36.62026824008712,18435.706992382737,37.888903482425405,6919.464743294368,25.104071087615825,275.63118026334115,0.0011302521778998,0.0017980676518514
184051,57.0,106256.0,0.018459528960596,0.824906242664189,0.0360649606466348,0.0333672514304061,0.0503049816537242,0.0171010741009068,0.0185132319584131,0.0005164930022299,0.0005673684993673,0.0001988670835324,0.0,51.0,167530.0,0.0045159741126226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001618725794458,0.9327979299753086,0.0625242233326228,21.915801861103745,4848.373820562029,2.7508145789439813,89.49869695246026,24.459501474650324,6849.281052339806,1.1087107912914878,30.931175922443042,58.81697110946044,171029.40455378214,24.68549463435426,6928.336137764251,51.24327119034797,102756.59544621797,21.545340362590284,4769.31873513759,0.000549493389517,0.015624164065083
337227,56.0,89893.0,0.00802392802115,0.5109803748713586,0.192350287445434,0.0761272026627741,0.0462714704580602,0.0962315855703594,0.034476930633314,0.0034068824109265,0.0314207946411445,0.0007105432854783,0.0,48.0,510052.0,0.0046398483539924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003681985094464,0.8296845748374514,0.1653073782991098,29.791285832416253,3017.425985090793,94.80992222239095,24.211608913516155,34.86239637674665,14630.43430772896,5.386904104659276,67.88299654091016,52.648753086631416,515203.03636398783,34.855593925406964,14781.071797730741,47.94345983367589,84741.96363601233,29.55989386073665,2866.788495089018,0.006774415272357,0.0058941784062519
331454,54.0,133074.0,0.0145743009774914,0.5931057254729044,0.1558634978587698,0.0982430340882508,0.0443647685624763,0.0348415417279951,0.0184782890799915,0.001650461755698,0.0374885352575921,0.0013898452188304,0.0,30.0,190368.0,0.0029134594416514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002661552441007,0.8595852621536885,0.1372351231605593,26.534153342015458,5015.196764891089,188.0123807443814,73.0929871128639,31.97641429987344,5953.387963226179,1.5845254265786328,17.344954371275108,61.47885244042777,198828.0465091958,32.093733958845604,6195.229472648983,30.756677783814155,124613.95349080412,26.10615527684605,4773.355255468283,0.0305993909042287,0.0087650191343834
82989,11.0,53844.0,0.0108429085584204,0.5939588757602663,0.1596632567560512,0.0961607368475977,0.0774336491013011,0.0271990862246592,0.0025889419469045,0.0095721670327008,0.0212753106620162,0.0013050671100823,0.0,34.0,364369.0,0.0016868688131883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001751754635308,0.9672662856738364,0.0308716700494444,26.754955919049458,2012.4869636456106,42.81628535481807,21.821212121822477,21.184566319767,17199.73845582162,3.012972156607079,29.01370239612098,31.62106105070535,367175.25762244,21.242049412619888,17285.30286744844,34.123148410884426,51037.7423775595,26.486659945979007,1926.9225520187813,0.0026506784965138,0.0027696803091528
372622,27.0,194968.0,0.0096965913353903,0.5794984563164903,0.1856501151324473,0.056181214707734,0.0697169469607863,0.0381072545591166,0.0178067215535592,0.00805864747198,0.0344397930933465,0.000844258869149,0.0,50.0,253975.0,0.0015185374153826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000394376757883,0.7385561563586955,0.2595309294680388,27.105613153853728,7192.901296618723,247.72203239641257,69.74662438911076,44.31224897351246,5731.485218721644,2.2603645584137793,8.70347475034114,46.94000228419634,264288.9957953941,43.86541249997264,6024.997389356796,50.44658110702306,184654.00420460623,26.763819351656288,6899.389125983577,0.0414260972149086,0.006276545045807
53078,11.0,43149.0,0.0211882011715393,0.7524449007958505,0.0952576451333631,0.0249881768007202,0.009328070685288,0.0411166820824525,0.0212852671587931,0.0052179728939477,0.0280593963746962,0.0011136869033489,0.0,47.0,329149.0,0.0046135763114093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001404056222704,0.8517988035707336,0.1434472144955866,22.7906532823193,1893.2761367342832,53.12418556738078,40.11511565840074,32.64693124913179,10082.080839029959,1.415580833984478,46.51444932866222,46.34259270085022,333025.5506515079,32.67452621163498,10192.207485870806,47.46523134011363,39272.44934849208,22.024204684509687,1783.1494898934363,0.0053500154319758,0.0080901013833912
159333,34.0,185313.0,0.0103470407764501,0.7562659589887623,0.0681546603366133,0.0340508301781231,0.0140670477688722,0.0682696919048996,0.0397106745122672,0.0072137434313784,0.0015994121168425,0.000320939985791,0.0,31.0,76701.0,0.0014035968900389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003774566482325,0.8006255986256073,0.1975933478361213,24.37046762977,7603.998528679399,12.161927383222373,78.67888284031231,38.04409706414951,2016.1077780520766,0.7609932843790098,2.8298026072571316,34.81502057423501,79935.84797387397,38.21462204748119,2091.760789222373,38.11100088564274,182078.15202612616,24.18567952316436,7528.345517509105,0.0061135342653938,0.0314684081806906
442174,19.0,145954.0,0.0329012589692958,0.7544207846218448,0.0351890183677269,0.0423420230213602,0.0793805046157683,0.0140252810022409,0.0313119357805756,0.0021677769137388,0.0067068634870931,0.0015545532203551,0.0,27.0,512185.0,0.0038471259763328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002784424666401,0.9716670334440184,0.0242073981130087,24.577447106046915,5938.533785475636,39.828935412675314,195.38523797384642,20.56829934075453,24901.669871419275,6.933682382455444,95.79986101640095,29.6236647771666,520486.0592930061,20.7198853737799,25120.1225249855,27.27858385480061,137652.940706996,24.06485809075321,5720.081131909455,0.0018578088564451,0.0094442117477785
216185,54.0,223829.0,0.0232571237439748,0.629236588515889,0.130983464391013,0.0584916974281045,0.0574246577189025,0.0438182237949791,0.0398675043381823,0.0031118523661198,0.012026753229757,0.0017821344730776,0.0,44.0,176069.0,0.0038770462033417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001473684265901,0.904260069786219,0.091715515583849,27.063691994705263,8270.453271630118,99.46670059613187,192.3469551570629,27.39531465835899,6426.974911429863,0.9471331804314663,24.91767867933151,62.10648805217863,185383.1159863808,27.822792743479923,6662.994534573602,53.04535392840529,214514.88401361945,26.699440607619188,8034.433648486388,0.0150556005192215,0.0233406546172636
115404,24.0,24379.0,0.0092424617310063,0.7604662716600197,0.0193493999176411,0.0754208450639132,0.0259909300737932,0.0299667063020233,0.0410109852242295,0.0086405839452695,0.0283433977579754,0.0015684183241285,0.0,13.0,626422.0,0.0029601342913412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003909593905085,0.9116160726223652,0.0850328336957849,24.34343754573376,1001.460864111711,28.384803610563978,9.255963711652988,26.699450536603933,23461.980955046216,9.172681774306904,69.45061436782646,14.325042143710618,628834.1957717357,26.699591785581703,23552.20262623335,14.046922410283004,21966.804228266534,24.10651824332098,911.2391929246239,0.0015944578630029,0.0033193529295355
17180,20.0,281969.0,0.0242982447895419,0.6859566369368577,0.1582259874719688,0.0058437204406365,0.0463490037785358,0.0199977196534167,0.0408999691872256,0.0019302006928574,0.0151413119712981,0.001357205077661,0.0,40.0,252246.0,0.0041182178989022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001686933137227,0.9066549945965512,0.0890580941908237,24.57648550869564,11473.121325676686,173.71810927662395,278.7767104714056,27.133132284630285,9296.604511189671,1.5682750213619874,38.28544309699624,31.9459631482082,262654.0973660832,27.41522827376008,9580.591295585788,42.35022145742931,271560.9026339201,24.27005427739176,11189.134541280639,0.01828827096626,0.0137733459372758
53343,32.0,285288.0,0.0198194283597146,0.7340784805684913,0.0516442167344755,0.096975783313194,0.0054181036161118,0.0497640214272394,0.020368919337303,0.0064150946597681,0.0144256727184675,0.0010902792652346,0.0,51.0,647111.0,0.0030209122876109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003071481522436,0.8633570838237871,0.1333148557363583,24.12925410573273,11823.324448815849,170.55940894287258,234.3315318869678,31.58333701053332,20489.000253018952,6.293158569033424,61.895472625207795,51.88422648915724,662851.7867721627,31.719131526734024,20897.53895731626,51.26888175909079,269547.21322783746,23.613865320010564,11414.785744518545,0.008454617770438,0.0128992551136575
