,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,feed_gas molecular weight,"feed_gas molar flow, kgmol/h","feed_gas H2S molar flow, kgmol/h","feed_gas CO2 molar flow, kgmol/h",lean_amine molecular weight,"lean_amine molar flow, kgmol/h","lean_amine H2S molar flow, kgmol/h","lean_amine CO2 molar flow, kgmol/h","rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h","sweet_gas temperature, C","sweet_gas mass flow, kg/h",sweet_gas molecular weight,"sweet_gas molar flow, kgmol/h",rich_amine H2S mol frac,rich_amine CO2 mol frac
206805,24.0,201538.0,0.0058468713130668,0.5333219037061142,0.1822909420136881,0.0952120145846537,0.0747710565566262,0.0690252130886552,0.0037090828049594,0.0001338917194699,0.0341304016966229,0.0015586225161431,0.0,48.0,572158.0,0.0030896923278877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003918979048528,0.8183959710046533,0.1781224387626061,28.3197235110888,7116.5242810752125,242.88983239686752,41.60940166776199,36.11870547061993,15841.043928482182,6.208071926253336,48.94395189156343,42.39189673125509,583234.4287873677,36.08270167979155,16163.823705973035,47.945409902023016,190461.57121263252,28.03484457093512,6793.7445035843675,0.0154012292354969,0.0052207328354225
459410,40.0,12077.0,0.0072799595366847,0.5858287729663548,0.1929439921308939,0.0443554394259714,0.0892052093783855,0.0368258979800687,0.0394900803645959,0.0012839568458238,0.0012591475459291,0.0015275438252917,0.0,60.0,136186.0,0.0022100206460845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002733356439164,0.8073551064914029,0.1901615372185962,27.81402478649441,434.2054086995781,0.5467286747932156,3.1609978059425714,37.311670444466046,3649.9571951005664,0.9976634001901106,8.066480758496924,58.45745577467108,136674.3769878163,37.298844558937375,3664.3059216446163,60.485334860331136,11588.623012183716,27.60137805283505,419.85668215552744,0.0004184519039064,0.0029308055201343
235063,39.0,238062.0,0.0200671114352426,0.7398181477626926,0.0474238498956532,0.0710165410466351,0.0307582974812414,0.0712874928058538,0.0018827322061162,0.0019233165211419,0.0138645172397546,0.0019579936056682,0.0,44.0,202239.0,0.0023911375279419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001381787380414,0.8301146411246856,0.1673560426093309,24.02313334982011,9909.698145258086,137.3931807756949,198.85901697051094,35.00746586355452,5777.0248434505065,0.7982620025018073,13.813660903027186,52.53590411386591,213039.9814081144,35.162268172579786,6058.766754251851,51.724664787811605,227261.01859188572,23.60428454987768,9627.95623445674,0.022790259402992,0.0239555440928957
365609,55.0,151585.0,0.0332215216742733,0.7683182079363203,0.0354266151835373,0.020969371449167,0.0437376931366657,0.0398678440563936,0.0157593024414894,0.0082816954742281,0.033634561882607,0.000783186765318,0.0,11.0,102904.0,0.0011641246203471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003460568585395,0.8479576273782587,0.1505321911428545,23.53240025300664,6441.544354602443,216.65852221443365,213.99790539221786,33.277203143018724,3092.327187406325,1.0701210320501204,3.5998542130284035,62.273450576623645,112575.3199454283,33.54480816949763,3355.9685116277788,43.94289339909858,141913.68005457247,22.97117312406574,6177.903030381007,0.0579427751977351,0.0213358068660953
191082,28.0,50786.0,0.0259483965272133,0.6967709855849625,0.0970194468121417,0.0090555400921605,0.0164739727513913,0.0993026465754742,0.0404210110531595,0.0025565856241,0.0105839707476065,0.0018674442317903,0.0,56.0,315350.0,0.004729898819241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001101748764692,0.7617335217201352,0.2334264045841544,25.861311623049392,1963.782840570855,20.78462013925353,50.957015840469836,41.75072760067728,7553.161779984989,0.832168666061729,35.725690984687255,54.03682328647369,318467.20615053864,41.7045329325511,7636.273176002159,56.03237496922458,47668.79384946141,25.3466888049518,1880.671444553685,0.0028262311010139,0.0096982450158336
395538,10.0,247188.0,0.0071434307950103,0.78812644198034,0.018782481077893,0.0351228500166274,0.0047444397434752,0.0862828022102719,0.0380762184938914,0.0056514758797346,0.0143826610208036,0.0016871987819523,0.0,43.0,481183.00000000006,0.0033859719930875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002784052718673,0.8902611375442759,0.106074485190769,24.038043894731253,10283.199460093323,147.89977204383285,73.45732369446394,28.837042686663544,16686.281087433974,4.645548622601242,56.49928043083707,32.35660166861084,489848.9960496923,28.924816930137755,16935.24965889419,43.05586264150213,238522.00395030773,23.770830729090395,10034.230888633101,0.009001786600387,0.0071952120515906
356452,51.0,3679.000000000001,0.0201270233552842,0.6264945654635787,0.1413325298487319,0.0888279609851027,0.0629595016646153,0.0279305733134825,0.0004264645799716,0.0062828154437887,0.02380441805443,0.0018141472910139,0.0,13.0,468489.0,0.0018036742594907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001631355316776,0.8666487862471195,0.1313844039617121,25.714208785781786,143.07265024752536,3.4057611786473414,2.8796265730343507,31.35411943637824,14941.86436811366,2.4375489879468084,26.950256149567885,13.800681288051637,469616.5044208394,31.33238091488281,14988.21636621214,12.313336931523736,2551.495579161711,26.3800493738296,96.72065214907933,0.0003898525782062,0.0019900633765975
487757,52.0,115122.0,0.0312258198176781,0.7543014944729474,0.0897440028271319,0.0691808752846543,0.0185670781220958,0.0273353870664118,0.0010274756844105,0.0002935327030381,0.0072275428859796,0.0010967911356519,0.0,52.0,510213.0,0.0034034021679588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002832292625049,0.9314367815683768,0.0648765870011595,22.25393135518056,5173.108434757547,37.38886306603297,161.53455188104996,24.670468499747063,20681.123263031306,5.857499289561288,70.38617974922391,55.75401202197594,518361.69373262377,24.81858226727892,20886.031609309015,52.18351077688476,106973.30626737625,21.53160186028418,4968.200088479826,0.0020665405379548,0.0103268604046378
13072,27.0,282162.0,0.0153384583632851,0.6542249786081046,0.166054080734794,0.0810730873214579,0.0253916100651834,0.0399113274326621,0.0029073026486116,0.0076655018107605,0.0068418079417338,0.0005918450734067,0.0,50.0,663045.0,0.0012031317125106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003117826905922,0.7918705843715865,0.2066145012253105,24.54114773890857,11497.506269955275,78.66372970791416,176.35402120331835,38.95030686403847,17022.84406421885,5.307428123873614,20.48072353078453,44.002544452078894,671042.10322271,38.93499788572899,17234.933598613854,49.916060923206544,274164.8967772902,24.293732628711744,11285.416735560275,0.0048610444926236,0.0066799252633232
362852,48.0,265019.0,0.0276547856978943,0.7763590153473375,0.0266495392305956,0.0628778754843351,0.0450697089363239,0.0030109232052773,0.0434319700886861,0.0075107728348606,0.0057406385162431,0.0016947706584462,0.0,49.0,155025.0,0.0036529645243929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003979703458973,0.7943291470255253,0.2016199181041844,23.94238699044596,11069.03000547748,63.54329998689459,306.11165268504146,38.51017934371077,4025.559024702846,1.602053117490989,14.705224308089178,51.48310926686423,160385.26071415877,38.54739177358755,4160.729256500665,55.72461683535386,259658.7392858414,23.748131461398486,10933.859773679666,0.0153406094912905,0.0203262376381522
408346,55.0,142194.0,0.016250565537666,0.5786011326689394,0.1064260075894242,0.0639414025064512,0.0766413716510268,0.083732143207035,0.0481943862417835,0.0093893857072859,0.0155676438007544,0.0012559610896331,0.0,35.0,36114.0,0.0035592995470689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129045703243,0.8067585828987851,0.1895530718509029,30.04666859732206,4732.438125026386,73.67291103952078,76.90479590369048,37.28288070600762,968.6483264202471,0.1249999044780558,3.4477095494966337,54.978465292754834,39636.809971612674,37.42411256617624,1059.1249131565583,60.10715648339726,138671.19002838733,29.87340349215143,4641.961538290075,0.0568236672237199,0.0358097024701435
225676,53.0,188557.0,0.0338877317563964,0.7476011972239902,0.1004544164488175,0.0151531571285444,0.0470887898470885,0.0213881739199435,0.0021673172473068,0.0019752890912498,0.0291320235599464,0.0011519037767159,0.0,10.0,320066.0,0.001406538521551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001096914022152,0.8187628112726537,0.1797209588035799,22.466438678509054,8392.829976224486,244.50012060199612,284.41397091133814,36.2321064687368,8833.767373590928,0.9689883300520735,12.425034101376045,56.56515061300547,340304.8111199858,36.346266341551946,9362.854713110959,11.335790053667836,168318.18888001525,21.404335906719552,7863.742636704483,0.0262165315436515,0.0285216869685748
24504,60.0,104696.0,0.0325815059557777,0.6938492775167493,0.1015059023518199,0.0222683848205661,0.0531301250810768,0.0366676853902636,0.0492527140496184,0.0074128310065544,0.001358007942847,0.0019735658847264,0.0,13.0,583271.0,0.0025958344857097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003462002785122,0.8904633220482393,0.1065946431875386,25.98899401945373,4028.4745120042408,5.470700384858451,131.25376630556482,28.87020586741212,20203.21582321586,6.9943589448394174,52.444204356139615,23.92269507812955,588628.1606132,28.922569532510124,20351.862580935573,13.2810504946101,99338.83938680822,25.60393029744749,3879.827754284721,0.0006117630892776,0.0071605691959284
330358,14.0,125888.0,0.032079703293378,0.7151902291170636,0.064322005958175,0.001341083916552,0.0864404026921061,0.0434529920251279,0.0139014825751353,0.009345806433161,0.0332268496405549,0.0006994443487457,0.0,19.0,282113.0,0.0047852922065187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002790470721876,0.7919318839587454,0.2030037767625483,25.25090156077077,4985.485357702109,165.65197236555602,159.9328910485641,38.677678165449294,7293.948690332996,2.035355026724002,34.90367582259776,29.35481026101786,291802.2594401055,38.59169652613291,7561.270576495842,19.502245086786218,116198.74055989204,24.62795985362172,4718.163471539206,0.0221732114784969,0.0149933015747257
213117,13.0,31757.0,0.0212105670691387,0.6444825874925318,0.1991453128594616,0.0926647060731624,0.0037636302840029,0.016337912566466,0.0123534209396236,0.009458201515966,0.0003293725961387,0.0002542886035077,0.0,14.0,68791.0,0.0032244745193597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000286828599925,0.8027642177393362,0.193724479141379,24.105062620771715,1317.4410910940546,0.43392899243345034,27.943672622289714,37.69864363170874,1824.7606113377283,0.5233935313482877,5.883894095189734,24.39276737724782,70045.6168538383,37.74364132017785,1855.8256279420432,18.115852456930725,30502.383146161683,23.71187069711392,1286.3760744897393,0.000512315896847,0.0167745967072871
43171,49.0,15020.000000000002,0.0179680726278895,0.6976867531259596,0.1095491453409845,0.0216272989749241,0.0210799361872188,0.0467922142499896,0.048556868177996,0.0036080722506146,0.0313712961552538,0.001760342909169,0.0,35.0,28792.0,0.0024234318365319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001673263528842,0.992562864578176,0.0048463772324076,25.04096543106487,599.8171293095098,18.817040802562797,10.77755774288546,18.57116800348926,1550.360213993562,0.2594161202643106,3.7571923006844075,40.97615623871224,29042.85272187216,18.634326008896213,1558.5673830116964,36.25940743372763,14769.14727812785,24.964331687137,591.6099602913756,0.0043345614495755,0.0023325466894442
408566,17.0,67498.0,0.035870707799393,0.7240762986875724,0.0858094444492198,0.018180791321289,0.0237170175062243,0.0419210996861649,0.0459198174768741,0.0002033900096733,0.0242912358063708,1.0197257218107491e-05,0.0,19.0,143876.0,0.0010804436247948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001805552595041,0.8165457994870771,0.182193201628624,24.547801254666933,2749.6556330953485,66.7925333698349,98.63209376371822,36.47483193361481,3944.528113573169,0.7122052971674215,4.26184025313399,35.125871751293346,150319.5091126372,36.573976497539725,4110.012733309132,20.522579344306905,61054.49088736272,23.6263353205842,2584.1710133593856,0.0164230759408946,0.0227650938321179
