,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,"sweet_gas temperature, C","rich_amine temperature, C"
456814,20.0,20902.0,0.0303695845837779,0.6683868444505854,0.0821959297912682,0.0618783198686041,0.0916717819988232,0.0144622557307029,0.0403913553450938,0.008601795982823,0.0001622180220379,0.0018799142262831,0.0,17.0,207523.0,0.0045494431624833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002901730794788,0.8610462610678417,0.134114122690196,17.15424665312821,19.07164449467416
26885,31.0,85746.0,0.0058331085213843,0.7126528196802141,0.0960475806055994,0.0694158836651835,0.0544166260083044,0.0128926959853901,0.023451789144736,0.0001489006872919,0.024915995766833,0.0002245999350631,0.0,26.0,194539.0,0.0014510515692505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003898321458875,0.8012107258696803,0.1969483904151816,26.28854142210264,35.33319477805685
40961,17.0,175402.0,0.0193957374224849,0.5556325401584478,0.1786272805357939,0.0644768161996459,0.0420600986266045,0.0753075890208777,0.0268985882696254,0.0063646766137427,0.0309160080595184,0.0003206650932586,0.0,46.0,444709.0,0.0009894791640939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002531067755118,0.950607004669778,0.0481504093906163,46.196276643198814,36.652210141570094
149579,48.0,65034.00000000001,0.0205741168223113,0.6993393024666594,0.0420848019580749,0.0843814674343112,0.0212280267848609,0.0951966244529348,0.0188015331441466,0.0098504595738934,0.0072426064308555,0.0013010609319514,0.0,13.0,403502.0,0.0015679769744774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003737131900583,0.8071567993108637,0.1909015105246004,13.323249296103256,21.600568627765085
316205,40.0,191575.0,0.0155700660745671,0.6183168350819633,0.1407743818352712,0.0428979805500389,0.0632752323763887,0.061347156189815,0.0312444086765946,0.0006371955347122,0.0249246294276572,0.0010121142529912,0.0,48.0,164588.0,0.0013105902058478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001950170564711,0.9400353064589624,0.0584590862787186,52.08989899244369,52.96467783455654
173275,48.0,126537.0,0.0179246147202719,0.7775215851415718,0.0216587859724385,0.032734841983726,0.026132516169262,0.0586559195717439,0.0263662286710716,0.0063848830292489,0.0318463286464703,0.0007742960941949,0.0,55.0,416059.0,0.0021815577061116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001544618092238,0.919785847434051,0.0778781330506134,55.115726117123074,60.904540529453925
42502,35.0,28417.0,0.0254319334010406,0.6980048717009311,0.0974208334073677,0.0423658073282325,0.0312462164576661,0.0918813278167389,0.0001164079808298,0.007051081041251,0.0057329680204975,0.0007485528454441,0.0,58.0,568756.0,0.0035541926267368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003540038146482,0.8750486591611194,0.1210431443974955,57.84338922703853,57.7695248821496
36472,44.0,162583.0,0.0284041386216435,0.5627454684731037,0.1844145051546348,0.0154409039166666,0.0935084135388087,0.0632888398008923,0.0085057067343905,0.0067165784216021,0.0361475920756174,0.00082785326264,0.0,54.0,475263.00000000006,0.0014152124806517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002255388706052,0.8024806646061939,0.1958785840425491,54.085472128365325,60.01073366932974
360065,44.0,26546.0,0.0103413962218516,0.7503492613938297,0.0213493146423838,0.052401667051639,0.0455175305817437,0.0994324103102626,0.0132821266816194,0.0063236482713466,0.0001803814522623,0.0008222633930612,0.0,52.0,635662.0,0.0034708534335621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001066002153174,0.8250641600549904,0.1713583862961299,52.04063206044936,51.819178354036126
158508,19.0,89666.0,0.0281701586344075,0.7621077118669646,0.1057774951334119,0.0082452645394807,0.0285159797661295,0.0142792618365995,0.0161739360250598,0.0074873599095091,0.0278537961325856,0.0013890361558515,0.0,16.0,552356.0,0.0044762140893878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003878058577576,0.7934489800110665,0.201687000041788,16.435783003519816,22.414874658817325
511562,19.0,129739.0,0.0196180972922194,0.7621893007850633,0.0276576937303534,0.0307205386514368,0.0775102707990544,0.0494671391288754,0.0243369012010584,0.0058549635562888,0.000844050720234,0.0018010441354157,0.0,18.0,327936.0,0.0028653437963027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003080017922925,0.8015850005959768,0.1952416538154279,18.88058854843848,21.0572590986364
111052,48.0,174729.0,0.0098156616787241,0.8064278055062988,0.0265311306278152,0.008794361729753,0.0422700151957504,0.0640153100241365,0.0032944754819189,0.0006960939256664,0.0361959911032053,0.001959154726731,0.0,30.0,584441.0,0.0009948821490797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002346605556889,0.7985757219958696,0.2001947352993617,30.135260686040283,42.99770731643213
441949,38.0,224231.0,0.0075420408037208,0.7615975236762419,0.1002577976686777,0.0039828349245334,0.028094778206208,0.0402777752030365,0.0345223240184762,0.0027042751865111,0.019251364380126,0.0017692859324679,0.0,57.0,251252.0,0.0015235348077511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003775544017509,0.8207784462417725,0.1773204645487253,57.79185292171371,53.856937298585024
162190,32.0,96142.0,0.0305783127412172,0.6478368990149582,0.1749627900126739,0.0256079007459117,0.0627873452585454,0.0381581089863285,0.0038927603568685,0.0082176284891506,0.0076817484745258,0.0002765059198198,0.0,58.0,201173.0,0.0029630861895196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002554427688841,0.8469906352930547,0.1497908357485414,58.36518449838405,56.30129067420023
464588,52.0,82716.0,0.035033716622292,0.691080267569217,0.0267569400269563,0.0997533001392792,0.0921762568636121,0.0039563657660258,0.0137076966269478,0.0004994392610229,0.0370038232572973,3.219386734934871e-05,0.0,29.0,679608.0,0.0016187913334161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001306767139875,0.8226636735425068,0.1755868584100895,28.88208512643189,36.264086874505495
281753,12.0,99044.0,0.0315693305619523,0.7245147741991648,0.0703933758630631,0.0323634916287473,0.0460328137328575,0.0454916662637649,0.0382248436083661,0.0087314937078175,0.0009376535471443,0.0017405568871217,0.0,38.0,349866.0,0.0019275898737358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003451344838383,0.9658717152349392,0.0318555604074867,38.131445137471246,35.80724708752632
417414,21.0,20801.0,0.0207242314685202,0.6091608257791608,0.0891152238932791,0.0712262334879348,0.0941814562673187,0.0582948906904376,0.043214823137451,0.0024769976240366,0.0109643391364661,0.0006409785153948,0.0,13.0,388863.0,0.0011194685879205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001037028926181,0.8199102363622852,0.178866592157176,-74.56424418392078,14.966774578599823
290378,38.0,148886.0,0.0175516121545537,0.8633205305759702,0.0310821262125404,0.0314525111373931,0.015592256444416,0.0096405901879446,0.017262465205097,0.0019661602540344,0.0112757650357274,0.0008559827923226,0.0,39.0,112397.0,0.0039136954052735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002839520417415,0.869262189645832,0.1265401629071528,48.7528399154682,49.836989956097455
410720,43.0,5008.0,0.0234027457868251,0.7902619031309852,0.0294293232244821,0.0401844888287506,0.0357570729897136,0.0231743723186164,0.0122119224628811,0.0045016844550182,0.0399054899679185,0.0011709968348091,0.0,45.0,485551.0,0.0032078258147376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002182157599392,0.8189714374554593,0.1776025209698638,45.478586044666656,45.78982065181674
351282,10.0,65385.00000000001,0.0110939282000661,0.7586192965022323,0.0167301024138699,0.0243665413047422,0.0580681383694164,0.0792309534035582,0.0274294972270828,0.0044898965498321,0.0198709213242395,0.0001007247049599,0.0,44.0,490352.0,0.0036983493309374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003836425931394,0.9267746559033488,0.0691433521725742,43.91103335005198,41.155906731629216
457476,53.0,42800.0,0.0383809518385246,0.7339809108398431,0.0611308310866772,3.692468514893133e-06,0.0912660731166137,0.0164660146694353,0.0315269700090632,0.0032526885386364,0.0234193616924789,0.0005725057402124,0.0,59.0,51433.0,0.0009253434543717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001812243194033,0.8058963137310744,0.1929971184951505,63.92118880938466,72.40484294917047
100719,38.0,241869.0,0.0260607641642272,0.5912017256193148,0.1463558368020075,0.065264113002945,0.0387545794222115,0.0733606089937251,0.0467974776517518,0.0094876711470155,0.0015642940676452,0.0011529291291562,0.0,19.0,274993.0,0.0010909201828396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001027303682791,0.8002545437248776,0.1985518057240036,26.03808241462412,39.735252351097245
109778,27.0,254849.0,0.0103911725570117,0.8399719052815126,0.0032564421814191,0.028290755036554,0.0585424570724196,0.0109540670834627,0.0245226221196593,0.0065184889178057,0.01605495643463,0.0014971333155247,0.0,18.0,470474.00000000006,0.0040077106144961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003086607303082,0.8430215057631973,0.1526621228919982,18.63916195836299,29.95348415885377
413559,36.0,252338.0,0.0192876407475787,0.6590784648699523,0.067273627569618,0.0976534715133246,0.091935640622354,0.0402875212147617,0.010552805648329,0.0047296065923222,0.0078400034398485,0.0013612177819106,0.0,24.0,231229.0,0.0010387126108156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002405688637545,0.7918253399474604,0.2068953785779693,29.5697533755187,41.06559707018556
119412,25.0,248059.00000000003,0.0058459870467454,0.5215477630499851,0.1830639115070415,0.0966003611877797,0.0804408063805053,0.0905122567333807,0.0083663997213947,0.0048983858408382,0.0074022685660044,0.0013218599663247,0.0,56.0,499247.0,0.0043665850452302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000298789719649,0.8448035635233218,0.1505310617117989,56.03048254761467,33.05843530771318
453187,14.0,230198.0,0.0213613598100693,0.7740336855341577,0.0151145496047833,0.0213982388162142,0.0846744008871474,0.0525749094544843,0.0003532717697218,0.0027001849937974,0.0261317880893032,0.0016576110403208,0.0,34.0,230159.0,0.0020915418803708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003306272358442,0.8126016356004369,0.1849761952833481,37.38506160626537,39.810276888665214
241216,52.0,248971.0,0.0160808610552682,0.5765599409427703,0.1733119539691503,0.0838434852443003,0.0672470273489731,0.0195899294090123,0.0475712272912194,0.0021458058127181,0.0118893532924906,0.0017604156340971,0.0,35.0,578904.0,0.0032653972379372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001709456023904,0.9948659167713894,0.0016977403882831,34.754580507702315,41.208075620732245
2756,29.0,253779.00000000003,0.0252059621383334,0.5681452558106846,0.1602966112399669,0.082451324589229,0.0952693043597924,0.0050653668028867,0.0450763983600746,0.0094665957356219,0.0087355297963491,0.000287651167061,0.0,48.0,685889.0,0.0040692365444425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001449684275915,0.8169702348592707,0.1788155601686952,48.29582566392924,43.900429217693215
432392,32.0,272109.0,0.0192035462395219,0.5566234777204467,0.1926650534727588,0.0735514704183496,0.0649526741150262,0.012511089861125,0.0335572571328513,0.0063214928592414,0.0387867039000798,0.0018272342805989,0.0,48.0,528434.0,0.0036325954021854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002108103489211,0.9490024937505652,0.0471541004983281,48.13473314330509,49.47427934433921
57883,48.0,237551.0,0.0123547363935329,0.7662008293991208,0.0057634271507173,0.0157095081990843,0.0242819537314302,0.0888660713411426,0.0489784722856844,0.006482008138173,0.0294064731090187,0.0019565202520955,0.0,22.0,601429.0,0.0009092373188257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003673295742716,0.8770680636160164,0.1216553694908862,22.460232225416178,39.624321221914215
496042,39.0,80161.0,0.0190629856386579,0.6156310358463873,0.1051577082359124,0.0943272251843155,0.0663137597495654,0.043737745280152,0.0331039080555798,0.0015926637895998,0.0191930273234398,0.0018799408963898,0.0,12.0,536655.0,0.0022276153841258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003289720576954,0.8586746425303503,0.1387687700278283,-16.124100053370455,21.22366545965366
216712,54.0,266726.0,0.0230986429053901,0.7726531633561188,0.0479236035814659,0.0033681112779641,0.0591574084228428,0.036772866408004,0.039834328862839,0.0084361009083827,0.0080867554555406,0.0006690188214515,0.0,30.0,472682.0,0.0048155115429234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002593050497381,0.8430703699404313,0.151854813466907,30.30652116656369,51.57580687976508
