,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,"sweet_gas temperature, C","rich_amine temperature, C"
129949,11.0,169255.0,0.0301436763266334,0.6190452518899338,0.1747986749781409,0.0507059702967864,0.0483536151181109,0.0202494951630669,0.0092596628622384,0.0071006658538519,0.0384056877150221,0.0019372997962149,0.0,47.0,655529.0,0.0041647590866289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289951750218,0.7864515522191635,0.2090937369439894,46.75001609960981,47.07698171882589
103958,57.0,229854.0,0.0121833491023421,0.6280422860214331,0.1904445540405522,0.0028105960370772,0.0596958972192948,0.0308881466281023,0.0452456287467962,0.0054690409938504,0.0241428138853076,0.0010776873252435,0.0,43.0,119533.0,0.0044173026815934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001476323865928,0.8584941051065637,0.13694095982525,61.85704170882883,60.098125164512
508971,49.0,140191.0,0.0346662748945233,0.7412999930109043,0.0246740636719365,0.0428552680317918,0.0976812077723259,0.0097787939906142,0.0304778508482752,0.0036164658068448,0.0148386937439172,0.0001113882288664,0.0,25.0,547752.0,0.0027050413993103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002296907405137,0.7876671144223332,0.2093981534378427,25.35275491961329,37.26010790158574
462165,45.0,99151.0,0.0082356313575888,0.7835440806889659,0.0405972753861925,0.0159002693893621,0.0569482909113683,0.0343275068600777,0.0435529123028628,0.0019299452030873,0.0146162095475667,0.0003478783529275,0.0,57.0,475134.0,0.0043867101331047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001852336188876,0.8301408897456558,0.1652871665023517,56.77108372695244,57.62325721404869
428373,58.0,148425.0,0.0344678056430907,0.619971369408867,0.1688543313732199,0.0031353520565156,0.087661645705219,0.0219524225311841,0.0471313624823573,0.0030751204520393,0.0135911507153817,0.0001594396321248,0.0,10.0,493648.0,0.0020983014385142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001180748491664,0.8028823050148708,0.1949013186974486,10.36698702654877,32.67916334181854
212301,31.0,116814.0,0.0312522198595473,0.6023998933533041,0.1836921457438483,0.0503242735197981,0.059113653367765,0.0468500241112063,0.0234512766078951,0.0011394848261392,0.0006187343542031,0.0011582942562932,0.0,56.0,226458.0,0.0044993210037339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001073553471753,0.7912760553320459,0.2041172683170449,55.822986216354536,51.52885483421301
37034,35.0,241397.0,0.0285405922598872,0.6675921673442675,0.0923523580032126,0.0816223227762575,0.0420020392480799,0.0526838003572548,0.0098843257822086,0.0007508409227185,0.0228126823233749,0.0017588709827382,0.0,41.0,683185.0,0.0023026863575557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002882231366345,0.7993661715380763,0.1980429189677333,41.49032550582325,47.25703766622525
314954,54.0,116007.0,0.0396094839004303,0.6541386902079935,0.1487570599385918,0.0393247300775921,0.0885547564489342,0.0011897144202698,0.0227208237766916,0.0019212271959006,0.0020372704247032,0.0017462436088923,0.0,44.0,302090.0,0.0035552357813293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000282267227712,0.839572781073848,0.1565897159171106,44.2515206849543,55.619025667052085
144748,51.0,103901.0,0.0148258732129935,0.6296337836087107,0.1480698875758375,0.0020512188578211,0.0797312252054903,0.0793979434768695,0.0233350062149268,0.0041884428937197,0.0181478583928117,0.0006187605608187,0.0,58.0,575517.0,0.0028743202287097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001256192563496,0.7559100231151741,0.2410900373997665,58.08072103704495,59.96367889131682
358832,38.0,30340.0,0.0167345671035896,0.7113527402058801,0.0649480752613,0.0313969062850373,0.0849453019375596,0.0113147098783413,0.040744433344478,4.654752970873921e-05,0.0370932823846342,0.0014234360694708,0.0,31.0,373810.0,0.0030431023949289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003418558132592,0.8463438128138687,0.150271228977943,30.986692726042804,33.62575688536043
234001,31.0,261044.0,0.0174475844883112,0.6380508259831368,0.1392141324815335,0.0389284180922719,0.0528340925468501,0.0366213372418551,0.0481878214474927,0.0021297162283828,0.0253525619488018,0.001233509541364,0.0,50.0,201593.0,0.0020236608565539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001785895253384,0.8425971714013172,0.1552005782167904,42.03575817885144,45.63860210738346
100819,11.0,2323.0,0.0213678363832097,0.7099760331231394,0.0495759231807214,0.034332843425604,0.0463643240478651,0.0659177040123477,0.0423145889290136,0.0065312652370685,0.0221127167558451,0.0015067649051853,0.0,32.0,615976.0,0.0014624606913826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001985648113691,0.8985773497639717,0.0997616247332763,31.095507182244035,32.53129649120069
280694,58.0,44035.0,0.0200705369833214,0.6477456216685266,0.1653496277459589,0.0549781979338873,0.0369295921749253,0.0125294067683099,0.041155297845088,0.0008694975672898,0.0185373462466691,0.0018348750660233,0.0,52.0,582998.0,0.004082387339308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003547525691405,0.8085249199022542,0.1870379401892972,52.33910649497153,54.81322283558228
216281,39.0,262922.0,0.0288459598903164,0.5118234522303238,0.1496577895318529,0.0998159104139243,0.0732115510615716,0.0544726272126849,0.0403829371967652,0.004750629259761,0.0364327497479659,0.0006063934548336,0.0,14.0,259094.0,0.0024352003482263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002008208339711,0.8503163085800473,0.1470476702377553,31.715523369039204,55.87808938413184
164889,35.0,130593.0,0.0229370348665791,0.7051543067828051,0.0406924690315045,0.0682507011425554,0.0062913764196198,0.0908977691471109,0.0221839285076975,0.0074867022926198,0.0355971694884117,0.0005085423210957,0.0,39.0,675774.0,0.0013472534775983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301672072273,0.9945204687100972,0.0038306057400313,39.62822300628397,39.64245404748851
211946,24.0,36911.0,0.0275698348456927,0.6950493116282667,0.1112304187904308,0.0447776893082846,0.0135845371463415,0.0696601618641554,0.0082062614127521,0.0005650650785537,0.0291072537929284,0.0002494661325938,0.0,29.0,69522.0,0.0026829192238685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000327849392484,0.8739883445547001,0.1230008868289473,29.510650285532336,43.53495919370357
439140,34.0,154074.0,0.039001203232057,0.5972736706861589,0.1178490760288295,0.0469161250256663,0.0727668942654062,0.041247456393252,0.0450770709653785,0.0036690305440782,0.0358983754251816,0.0003010974339914,0.0,13.0,155090.0,0.0049510202395494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003343931441123,0.8006971108690843,0.1940174757472539,24.29007633073917,53.8452714110349
396001,12.0,154746.0,0.0364815478679243,0.6083179563301709,0.0698879213774033,0.0475759013086139,0.0548093935092441,0.08934058977042,0.0491278922044873,0.0060887712626487,0.0371774141272584,0.0011926122418284,0.0,45.0,472488.0,0.0037953899792829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002276193984349,0.8171092468535536,0.1788677437687285,-11.6880304243262,21.27888920130721
339838,29.0,227193.0,0.0225375697133248,0.5338200061172723,0.1505620643436731,0.0975569775663391,0.0654402223416009,0.0665414186533181,0.026302420852825,0.0024946206012944,0.0347223429233277,2.235688702416749e-05,0.0,16.0,21915.0,0.0024662746397812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003295824156524,0.910791384427335,0.0864127585172313,29.70323547752406,28.846055504463493
473241,46.0,60984.99999999999,0.0256030159872596,0.5648637832041634,0.1483014609057223,0.0320333244771779,0.0992529965210738,0.0979831851394218,0.0199038316848856,0.0071454893150667,0.0041404163144269,0.0007724964508017,0.0,52.0,514794.0,0.0034745528289827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002114577820235,0.7373227688068731,0.2589912205821206,51.74378769205242,52.75884023692555
232445,44.0,19531.0,0.0292025174368214,0.5392821929103427,0.1951753221498796,0.0785766345149859,0.0733903478581358,0.0173648324369934,0.0279511522018222,0.0048295720468193,0.0340971384042245,0.0001302900399752,0.0,46.0,577557.0,0.0021286654778985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003127775444266,0.9376556221776408,0.0599029348000338,46.93628877326466,47.170689949325606
125106,58.0,173318.0,0.0375860855297796,0.782214585020111,0.0570120419993856,0.0112048183701124,0.0435988841753112,0.0082893277720778,0.0427272134804102,0.0095457768795702,0.0058254836994374,0.0019957830738041,0.0,21.0,385736.0,0.0018726694686726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002271695123391,0.8708871228072786,0.1270130382117095,21.656856241731305,46.6322223266194
450847,14.0,138887.0,0.036410216900335,0.6841122662417292,0.0785200190448528,0.0746789226938415,0.0176735708875647,0.0426291153054693,0.0416888924441862,0.0041008150602951,0.0187697075955145,0.0014164738262116,0.0,21.0,339874.0,0.0037933125930575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002914319970937,0.8445144926393926,0.1514007627704561,21.99959396248414,29.223411833033254
296542,10.0,9198.0,0.0152219175279197,0.7303005714522833,0.0750521025298299,0.0170639542261338,0.0639044965477521,0.065530839232437,0.0189624564915504,0.0024261481325721,0.0112005731855719,0.0003369406739491,0.0,51.0,371649.0,0.001096445501835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000303700335906,0.9041439716697433,0.0944558824925157,50.7221681979604,50.154089459142256
206614,47.0,140214.0,0.0145654040607166,0.7023810887258756,0.070268382013789,0.0202058715761713,0.0854597997563966,0.0429917463943307,0.045852385310896,0.0052893922955777,0.011399707411249,0.0015862224549974,0.0,57.0,70360.0,0.0047768604219079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001118046679362,0.8051698136449178,0.1899415212652379,61.70384316419518,51.56785871807426
352238,43.0,141922.0,0.0219315223232381,0.7017515542904471,0.1584394017453028,0.0295850000449977,0.031690517905438,0.0238294230051382,0.0110341053562211,0.001165883981027,0.0192413611648086,0.0013312301833808,0.0,30.0,699274.0,0.0031441629632172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002236506783798,0.8011216112325681,0.1955105751258348,29.86174590991561,37.15975366884538
168611,55.0,93199.0,0.0141899657416255,0.581879242069965,0.1446051051275139,0.0840597919531204,0.0221343693510002,0.0917922104850578,0.0293287698667749,0.0098316338944147,0.0220811807245259,9.773078600128838e-05,0.0,24.0,430813.0,0.0032516144352563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001384791928946,0.8161519810349537,0.1804579253368953,24.329611131985928,36.46856866304523
292703,57.0,157536.0,0.0148668915822985,0.8143248862490107,0.029349430389481,0.0252044988398352,0.0493929068359593,0.024927524475398,0.0274040873530008,0.0045579473430276,0.0093447261661299,0.0006271007658589,0.0,35.0,441408.0,0.0027752425779147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003496358877294,0.9278244324321984,0.0690506891021573,35.50116945346491,46.13937785254205
250347,23.0,181406.0,0.0206314243273429,0.5116385732099358,0.1797819842092967,0.0414180403449711,0.0794498463395293,0.0964970328676472,0.0488626899771115,0.0051981429632237,0.0157716158736995,0.000750649887242,0.0,46.0,596786.0,0.0013546204642949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002501905130006,0.92108542179577,0.0773097672269344,46.50330485587699,37.020135462813926
71183,29.0,209158.0,0.0143381147293172,0.6589379540527116,0.1977247327414662,0.007799949859023,0.0677159927914961,7.596015708322135e-05,0.0377794328071333,0.0072880978271,0.0077491216421955,0.0005906433924734,0.0,12.0,260083.0,0.0042305133520004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001337273296824,0.7913360825292791,0.2042996767890379,13.28815409596433,32.75036279537261
476185,26.0,24285.0,0.0185927016138615,0.5394590072445097,0.1993573406033261,0.0602522157197096,0.0387190797865002,0.0860569080868949,0.0205626697479043,0.0051499751678368,0.0302891282936315,0.0015609737358251,0.0,59.0,489894.00000000006,0.0032441713950882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002990089382871,0.9057788438134788,0.0906779758531459,58.543135642188645,58.58944507583607
289267,35.0,232077.0,0.0145099181259158,0.6035920777064769,0.080032756412522,0.0808887550971505,0.0951932451182804,0.0910279701134128,0.018851346981905,0.0008459698569709,0.0131248383250758,0.0019331222622895,0.0,44.0,392609.0,0.0027168660564459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002813024023583,0.8385247966541518,0.1584770348870439,43.0771202110908,43.67009344386457
67263,31.0,6852.0,0.0180274654743962,0.5628594560914816,0.1400760181690768,0.0930635141491804,0.0631511681875177,0.069490035019354,0.0394653178760329,0.0089768572572757,0.0043003494961013,0.000589818279583,0.0,53.0,504056.0,0.0013316707155901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003879462784428,0.9368337963391028,0.061446586666864,53.45627216120306,52.19498660343737
350856,25.0,112468.0,0.0110610512049452,0.6105613879869151,0.1947379421937134,0.0487854976053496,0.0607967504015544,0.0482490257922435,0.0214351269350775,0.0013867533257343,0.001521773766962,0.0014646907875047,0.0,52.0,610852.0,0.0038601500844374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002829427616689,0.7337170406407313,0.2621398665131624,51.6512969567849,46.83536828582828
357729,13.0,66333.0,0.0366152001591138,0.7704826349815037,0.0123476326005566,0.0475491740015848,0.0590987137647121,0.0360683553073097,0.0060537558314344,0.0095849843658577,0.0209537071035817,0.0012458418843452,0.0,27.0,693126.0,0.0041854746829099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003882108366222,0.9013267360770504,0.0940995784034175,27.65919457450093,29.236684342418016
