,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"feed_gas molar flow, kgmol/h",feed_gas molecular weight,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,"lean_amine molar flow, kgmol/h",lean_amine molecular weight,"rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h",sweet_gas molecular weight
390800,36.0,296698.0,0.0112333987627523,0.6095852161337321,0.0980803582637657,0.0639102346875649,0.0475017580782399,0.0890729472122405,0.041144429172484,0.0077885868224538,0.0311629785806665,0.0005200922860999,0.0,10380.78948439988,28.58144849636668,18.0,216421.0,0.0026561483757773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001557703495158,0.7780021056912598,0.2191859755834469,5375.963432460782,40.25715626955742,48.74460474192705,231241.7672555268,39.941701097715885,5789.482192804017,28.280282591717363
309536,21.0,249706.0,0.0067905481986484,0.5969628434517495,0.1497704555731116,0.0107632843642966,0.0873730615653819,0.0714311653443307,0.0323444314970454,0.004503028176882,0.0387652867740349,0.0012958950545185,0.0,8890.357244913806,28.087285259864824,48.0,453616.0,0.0016428961657099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002216278404813,0.8142209675448349,0.1839145084489739,12372.170987881744,36.66422008266022,39.69758085992339,468642.405486437,36.60310988046261,12803.34941530695,27.742597665435767
182494,59.0,74103.0,0.0363694001044288,0.6911520565411924,0.1966360993223184,0.0158789633917493,0.0460208379730597,0.0054760392022046,0.0012530415562596,0.0045700236724772,0.0018602848896804,0.0007832533466292,0.0,3251.2149967255905,22.792402247969346,37.0,119441.0,0.001288119498718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000239198624311,0.9648719403790704,0.0336007414979003,5568.015038397243,21.45127108607472,59.83251550185816,124307.53825342518,21.87570631388527,5682.446841705992,22.072440929893123
417237,24.0,264817.0,0.012164997202685,0.6948505803431906,0.1070544999012859,0.0534311049089713,0.0823381399315961,0.010532537906877,0.0178993426676141,0.0032546897723394,0.0168920568246866,0.0015820505407536,0.0,10683.981327455143,24.786359305915948,42.0,442889.0,0.0027880153081449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002743448986149,0.8825317475413489,0.1144058922518912,14930.112755813752,29.664143013758554,41.16096279548964,454936.7453155843,29.81312665411384,15259.612002245618,24.41157874498304
101094,16.0,82657.0,0.0212859132161222,0.7760019166327491,0.0766803537946523,0.0168556278792368,0.0577950982129989,0.0318362503636065,0.0077315230060869,0.0059496805416062,0.0050173545378118,0.0008462818151288,0.0,3622.4385024230824,22.818054728799392,45.0,149985.0,0.0017847272625621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001871164583611,0.9919382136553112,0.0060899426237654,8028.888520214539,18.68066789349222,34.203736182853845,152185.32443645538,18.822638044135843,8085.228227818387,22.56153858676901
37498,49.0,127881.0,0.0317253622263728,0.6634550844492951,0.0554654276157802,0.0828655026997375,0.0433848722144027,0.0600102125057196,0.0328191281971211,0.0020003700389156,0.0278132280770752,0.0004608119755797,0.0,4764.58157611396,26.839922447985664,50.0,683601.0,0.0018033251349089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002914310568854,0.8856803844415632,0.1122248593666423,23237.339540900113,29.41821282065409,54.62209116381615,694516.7507512603,29.516780916455247,23529.556041935306,26.152884946826283
196050,17.0,55763.0,0.0101608250203932,0.6037876651515851,0.1949879173334356,0.0926704881950314,0.007813936855832,0.0439482287630872,0.0205766051665254,0.0031523615259888,0.0224091116435481,0.0004928603445728,0.0,2180.241254641158,25.57652731379855,33.0,474192.0,0.0024839435669267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002828439022976,0.8614978849496164,0.1357353275811593,14905.222624682512,31.81381532770635,32.983313046139585,477576.98036022094,31.81971689205264,15008.838135813257,25.22265738227695
176374,28.0,139491.0,0.0234418985285818,0.6046123582729022,0.1742240144309761,0.0086039417764945,0.0855912131930974,0.0624284815636402,0.0381210597576025,0.0001814157634082,0.0014380910509327,0.0013575256623641,0.0,5019.46873157182,27.78999281788914,48.0,535207.0,0.0035090568518759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001586754024766,0.9330376378937432,0.0632946298519041,21835.200776155925,24.51120122442139,45.63251228592276,540810.3138239833,24.607188165743715,21977.7371628693,27.45325887433502
60583,35.0,245283.00000000003,0.0151586284903827,0.7239545731761615,0.0739752969719635,0.0188747912238256,0.0932642152802285,0.0083848893937653,0.0456459649398105,0.0030492166671711,0.0161302002808816,0.0015622235758092,0.0,9680.618164744043,25.33753483773372,42.0,162570.0,0.0036296573090299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003404505299446,0.6880840319207371,0.3079458602402884,3300.0187292746145,49.26335676759475,45.64266566159006,170752.4267591751,48.44150229850816,3524.9201337100917,25.0748387722527
344442,46.0,251478.0,0.0265530935090532,0.7693375667304693,0.0669095241638312,0.0605521230204252,0.0098085074011395,0.0345566759980603,0.0174728750864831,0.0014700852846087,0.0119362931470886,0.0014032556588405,0.0,11141.906502862581,22.57046403462372,34.0,611544.0,0.002220478205725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003721123130108,0.8571007224214645,0.1403066870597996,18950.390037853118,32.27078697475092,45.16252588045222,623568.0718276476,32.34795669478067,19276.892129890235,22.14008085843518
286010,39.0,244040.0,0.0093151439705616,0.5821093154545686,0.1593813272182392,0.0843551997793705,0.0483201428535921,0.032798204745423,0.036478429867865,0.0074008333308784,0.0395355129404831,0.0003058898390183,0.0,8875.912414289993,27.494638140761936,47.0,133417.0,0.0031507801032033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144729946094,0.8059583039190841,0.1907461860316185,3567.948648970064,37.39319511745568,51.29499625612493,147273.1083521262,37.2658950804006,3951.9541402235673,27.106266440985173
241012,39.0,59382.99999999999,0.035155911239788,0.6105239182910118,0.1400764601669776,0.084706054077963,0.0687954392572526,0.0192051305128388,0.0270270336589381,0.0020967398799919,0.0117381233795781,0.0006751895356597,0.0,2206.120606825054,26.91738602879978,35.0,302641.0,0.0046461773048994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001102080014147,0.8223780428393256,0.1728655718543602,8495.683029941369,35.6229156541506,40.44660129803793,306678.38592993055,35.65298827669404,8601.758246738684,26.354484685370515
364535,19.0,198258.0,0.029161824408614,0.7975864705880281,0.0348796482002245,0.0203553320630242,0.0637109037288597,0.0118866569920702,0.009679089599225,0.0072923518268639,0.0237117322709467,0.0017359903221431,0.0,8818.047502557585,22.483208436164272,26.0,223985.0,0.0014555014830777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002960529697105,0.6994701949293755,0.2987782506178363,4639.403337782483,48.27883753410825,41.54715716702509,235165.20361749973,47.482762881286334,4952.643640502685,21.996712210722144
1098,50.0,260510.00000000003,0.0109120857634911,0.8070964626154847,0.0643060150536319,0.0061063611892504,0.0202870506804648,0.0089929838917345,0.0463009009888506,0.0086701984743329,0.0266591587298272,0.0006687826129313,0.0,11724.175443387257,22.21989949382193,23.0,229736.0,0.0021269916682821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002575075990839,0.8202793756601419,0.1773361250724921,6379.43139996379,36.01198689922491,64.0769827131137,242570.9175975416,35.94778420063635,6747.868415023132,21.81056599407136
507151,12.0,170978.0,0.0293907406110339,0.5509981918841971,0.1509454523575318,0.0526485617286503,0.0491468822356586,0.0821719771270497,0.0496296455020692,0.0037906935519772,0.0302732791670527,0.0010045758347791,0.0,5789.904704838412,29.53036512969202,59.0,54742.0,0.0015876125443576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013447770538,0.8234758515484001,0.1748020582018622,1531.687238757356,35.73967231352772,-23.63559792493401,63491.33763502449,35.72016794390672,1777.4647010262747,29.26135264705581
405777,17.0,149130.0,0.010169383643783,0.6575049615286654,0.1325467047458664,0.0940167799965718,0.0229613626712061,0.057557903216359,0.0073358093384576,0.000679072359935,0.0165433507880986,0.0006846717110568,0.0,5974.356571842097,24.961683857784564,33.0,646339.0,0.0027276083197373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001823143971042,0.8964665468658553,0.1006235304173031,22865.47325262957,28.267029195456075,31.894174568218546,653151.6329747933,28.319258929962697,23063.867405221456,24.63959366336752
63575,52.0,93954.0,0.0248454826153593,0.7002017542612664,0.1170057114978047,0.0043311933779113,0.0757477606495415,0.0527704488904339,0.0065895781466812,0.0042333631789586,0.0140542208773354,0.0002204865047073,0.0,3793.104577186404,24.76968353709137,26.0,429655.0,0.0039218249959128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001481261202568,0.7358024879194519,0.2601275609643784,9670.13807842611,44.4311132390707,36.33156894629593,435049.3801465916,44.31892331377358,9816.334595190527,24.2834802485152
251316,12.0,14092.0,0.0108227497564348,0.6971062483216048,0.1684425798543566,0.0242681768194342,0.0169332483795701,0.0153560927007216,0.0464844698065468,0.006458211730492,0.0140450748849876,8.314774585134743e-05,0.0,587.8588400569004,23.9717412408666,36.0,28711.0,0.0033073527993211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001260710118616,0.836087388830037,0.1604791873587802,836.1898407078332,34.33550445398402,30.84280377959737,29285.547751730395,34.37944914450723,851.8329548747096,23.623000271872243
319562,40.0,121348.0,0.019946544080695,0.8100962701077951,0.0574799912717142,0.0226315534500199,0.0062577489910638,0.0256423936342702,0.0189033780897476,0.0098272474934511,0.0290298203575454,0.0001850525236971,0.0,5638.79756154782,21.5201909051494,42.0,600678.0,0.0010205874945366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001332687359473,0.8792688464283497,0.1195772973411664,19930.248062845447,30.139012726078484,46.667576533131296,610566.5535372185,30.21365350396769,20208.299319280875,20.79177788295742
351298,57.0,43617.0,0.0351001090327684,0.7323692484346668,0.1225195885339707,0.0174577774761765,0.0133399572713515,0.0394868217158161,0.0128961705263789,0.0012049626971947,0.0249593372995128,0.0006660270121632,0.0,1921.5847394888133,22.69845253434056,30.0,512274.00000000006,0.0008989479832925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002371001320472,0.9088035601535897,0.0900603917310707,18866.946908389014,27.151928846114583,34.56239820914482,517226.3220257161,27.21033104072771,19008.453857159817,21.720779943381533
45811,46.0,78195.0,0.0084945351769671,0.5446213327599396,0.1962238194415585,0.0782558496078351,0.042453867823542,0.0612964022395088,0.0246934532479328,0.0046713351860726,0.038328873680466,0.0009605308361771,0.0,2799.1884005750485,27.93488283387288,20.0,395403.0,0.0048858375719714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002317902640126,0.8867068506820036,0.1081755214820123,13593.431551457486,29.08779865505005,30.7842597916976,400694.23348262266,29.137485362745124,13751.846753218657,27.60697758903426
159668,59.0,263080.0,0.0084525706934138,0.6224548224670016,0.1484920783241161,0.062660020143533,0.0382382793829051,0.056702677606605,0.0371105241962452,0.0057250911458624,0.0190033732226305,0.001160562817687,0.0,9793.194572507085,26.863552853178,22.0,552866.0,0.0019898714096815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002644615361961,0.811196593652575,0.1865490734015472,14966.428376167345,36.94040996984879,48.15099461111697,563776.1563092533,36.90636359891875,15275.852219853226,26.589618296486424
386897,16.0,173092.0,0.0245235105292891,0.6665777611597915,0.19819926879716,0.0219408684376781,0.0421645509939259,0.0265167672023333,0.0140698454710831,0.0010541204748339,0.0045416135537469,0.0004116933801578,0.0,7228.517558442289,23.94571204960876,30.0,313902.0,0.002336688076997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001766752786323,0.8042347780320489,0.1932518586123217,8342.69047065175,37.62599141179419,31.34018699375605,322596.2578193804,37.6974442185501,8557.510051586936,23.43952401541135
172955,33.0,142503.0,0.0249127399271567,0.5393269813552509,0.1306384635687709,0.0875433182828806,0.0959268077260959,0.0735535756059104,0.0298734452599272,0.0033398155498268,0.014330780278923,0.000554072445257,0.0,4705.736020517165,30.282829163956965,16.0,505840.00000000006,0.0048041479189239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002541321132016,0.8103497251172171,0.1845919948506572,13739.885806136419,36.81544425748321,30.53870254002584,513817.7672662284,36.820998233844975,13954.476845061183,29.953437995242297
243864,60.0,111566.0,0.0312244136712792,0.6566588777114997,0.118942725225624,0.0139089069250556,0.0587040141120365,0.0563023410575048,0.0308965719020626,0.0012491962663425,0.0309278101053987,0.0011851430231961,0.0,4261.820389014218,26.178015452642253,21.0,26543.0,0.0025860732224342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002085640167388,0.8908598867135219,0.106345476047305,920.2726919709746,28.84253790379468,58.8022464066957,29110.72780662701,29.561739885829645,984.7433851679742,25.968356246798542
233799,24.0,269060.0,0.0340855747744494,0.788013181884482,0.0038820939414387,0.0890538122716328,0.0382272986525753,0.010650757810295,0.0163674698491806,0.0042770980131516,0.0139085653316925,0.0015341474711017,0.0,11689.193920995967,23.017840393315588,51.0,113770.0,0.0014359047774796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002365597817156,0.7670469020164589,0.2312806334243458,2744.7466954596553,41.450090891154986,35.03995728049625,128448.57819988488,41.28511539354296,3111.2563686808635,22.46652968796764
189862,12.0,153543.0,0.0152846084373281,0.6613556620897059,0.0953436205346885,0.0136451684702788,0.0355639135127447,0.0968350188555544,0.0484892475282176,0.0023947562837539,0.0301904673641324,0.0008975369235953,0.0,5652.614213828791,27.163184005086705,36.0,248156.0,0.0016089658305466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001836696194089,0.908194281010156,0.0900130835398885,9135.223947120146,27.1647418209414,25.04554794094924,256426.1510449536,27.364862381995803,9370.63550568646,26.81694930019337
111906,23.0,9520.0,0.0166846179875661,0.6573299867215364,0.128611324791554,0.0312795281920677,0.0284964715826867,0.0486634981943365,0.0473926797560816,0.0085874029776908,0.0325659191489163,0.0003885706475635,0.0,363.8173706446,26.16697488394457,19.0,341946.0,0.0015339722274898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003343284325167,0.9842659332039684,0.0138657661360251,17569.003533347033,19.463027561635226,19.825885861664347,343111.7116015525,19.48151676858682,17612.16622284804,26.053848235281333
15504,58.0,67077.0,0.0110626691870222,0.5631049073869121,0.1071008568589754,0.0777975826327563,0.088086166850571,0.0965538560302668,0.0215195444282767,0.0021384775745989,0.0322299598867341,0.000405979163886,0.0,2257.244513022439,29.71631988161718,40.0,548570.0,0.0037911739061837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002077398737958,0.819397589168381,0.1766034970516393,15246.380626196562,35.98034270884191,45.13051375017341,553136.9343072379,35.96370683972544,15380.42051038643,29.441375948361934
373607,59.0,43179.0,0.0254849474928325,0.7291267428086454,0.062803999164718,0.0174139084054839,0.0308433710269193,0.0633210453934333,0.0372353412550325,0.0001284919980062,0.0320570319650875,0.0015851204898409,0.0,1743.5305966309952,24.765266570850148,19.0,521983.0,0.0009815071159369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000219016565907,0.8721691962911894,0.1266302800269665,16918.51166577208,30.852773004615194,24.41252563066854,526426.3905041795,30.87043137856575,17052.770790553088,24.0702766272796
311545,29.0,44649.0,0.0351115678750995,0.7765528912711686,0.00901449558881,0.0910556774850262,0.0288948143471072,0.0167180502901508,0.0347467090804003,0.0044651880993748,0.0029907249036203,0.000449881059242,0.0,1869.7264148390884,23.879964280144463,52.0,269613.0,0.0017799669129103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002281627668115,0.891489765207401,0.106502105112877,9349.310606839066,28.837741234393988,52.3466043357821,272730.78033298143,28.92987060317691,9427.307300262579,23.17939986741228
150772,19.0,261222.0,0.0264469720608954,0.7807248743560774,0.0368417871027198,0.0553687630996899,0.0528840653367564,0.0173356368609768,0.0058802279429301,0.0064201969494823,0.0171544736652778,0.0009430026251938,0.0,11452.670423011405,22.8088288889495,22.0,43601.0,0.0036936461622272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003803553741181,0.8478983590778204,0.148027639385834,1317.6418163085661,33.090176298556,18.95835654331478,50194.11389792881,33.51153061668754,1497.816213531409,22.588509724868832
262580,31.0,72028.0,0.0289116968222334,0.6966653551508011,0.0431869417950056,0.0797948120707289,0.0471720781818413,0.0468569138518841,0.0145251978998626,0.0083278722261917,0.0331863364031687,0.0013727955982823,0.0,2820.6402202134377,25.53604656270187,16.0,338982.0,0.0035078573959652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000101276648924,0.8343660885465689,0.1620247774085418,9826.518760596222,34.49665219785652,26.126624303991264,345169.2470950958,34.5114382273931,10001.589757598722,24.88717827802466
42422,14.0,287673.0,0.0383929511861582,0.7749318751615571,0.0342159550879724,0.004906600624307,0.0049000299250892,0.0942714469129772,0.0317590359805894,0.0019089048512555,0.0132376844631478,0.0014755158069457,0.0,11967.416898476724,24.03801943564083,40.0,446950.0,0.0011864066256653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001499133803104,0.9855444312394868,0.0131192487545372,23067.76710741766,19.37552073933844,32.60073983218405,462130.4242709849,19.70489847285118,23452.56560990123,23.52599096446793
251400,14.0,160400.0,0.0164015987142908,0.6821750127342461,0.0961973496242744,0.0959519387100968,0.0820506761129642,0.0070623222401236,0.0087970123223195,0.0074416698025479,0.0024476297474028,0.0014747899917332,0.0,6352.291136364539,25.250731831507025,59.0,47090.0,0.003845922232796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003872845448344,0.802627159824312,0.1931396333980575,1250.4894277852193,37.65725559423766,15.842656138158816,51737.97019154656,37.92907922924955,1364.0713469165391,24.96542544060539
160945,33.0,52904.0,0.0326175518227768,0.7578657574691213,0.0415642685862063,0.0501744381570698,0.0610691412449424,0.0230848503337261,0.0104661164185727,0.0013165445868868,0.0199331367120035,0.0019081946686939,0.0,2250.155409976291,23.511264939943604,35.0,56708.0,0.0022454812282849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003810664683471,0.7183124887630972,0.2790609635402707,1224.6264649606562,46.30636493865243,53.48518739705537,59834.796211027504,45.734141560434345,1308.3179036379238,22.97624352327717
163389,40.0,145537.0,0.0232588727330733,0.7278850376544279,0.0057052798193772,0.0452669665183681,0.0401252199269745,0.0906094346451233,0.0436619166720954,0.000651194583782,0.0217843205237303,0.0010517569230474,0.0,5507.35813403676,26.425919008344007,44.0,609442.0,0.0015385885451236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003545846299552,0.9463334819006594,0.0517733449242616,26158.816011235995,23.29776698372841,47.83990337098561,619278.1771165186,23.435562628714187,26424.719855360087,25.88991821308857
482213,47.0,209402.0,0.0058852351095997,0.6155612111658634,0.1432339637388447,0.0402842312249414,0.0920280450461589,0.0416107387654428,0.0281939053825637,0.0003943254548214,0.0312430921051191,0.0015652520066448,0.0,7715.364557854957,27.140908045208224,56.0,617610.0,0.0024490344937387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003546447144474,0.8209197495125957,0.176276571279218,17196.557334119632,35.91474665540189,59.86276165700599,628869.4753553635,35.89794653760181,17518.257616675797,26.798961552339243
38406,38.0,262295.0,0.0191731885514485,0.5496871732520594,0.1276872816897817,0.0870596969247613,0.0944089729678666,0.0438407299439013,0.0415812615212786,0.000502368739953,0.0359616073239246,9.771908502477844e-05,0.0,8849.318382205603,29.640135959785145,41.0,264037.0,0.003722132884457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001679788345981,0.8841552502483156,0.1119546380326291,8969.02118583114,29.438775372402272,50.86638624290197,278438.38831560937,29.72243875086613,9367.952295216539,29.33517762928036
194091,22.0,185869.0,0.0109172002481067,0.664539093030312,0.108928870552841,0.0677707274228615,0.0135718599393575,0.0744324265723554,0.0103912585205002,0.0087903896130477,0.0395342422058487,0.0011239318947692,0.0,7354.702877484607,25.27212901679712,17.0,488736.0,0.0016308753140708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000276733032634,0.8290437724864514,0.1690486191668436,13899.894233184634,35.16113085473634,29.44218211688093,502857.6030226488,35.148299733363864,14306.74049206769,24.719479172545224
178112,57.0,153482.0,0.0290182408251384,0.6458883201852738,0.0349810561780802,0.0781150264239678,0.0894248778231911,0.084610383321729,0.0148195975049467,0.0087569027927499,0.0127992050426918,0.0015863899022307,0.0,5401.108493448396,28.4167592978692,58.0,488142.0,0.002474491082176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002638423074683,0.8779686529398029,0.1192930136705527,16190.367607254764,30.15014926413825,63.81191164168706,497420.4259067504,30.28543486036419,16424.410882663113,27.90821636812013
235324,55.0,184631.0,0.0269817339335766,0.82811697862128,0.0444069939466585,0.0437851446527911,0.0046233572338615,0.0153408502254791,0.0121436759979577,0.0050318376869414,0.0191337788062973,0.0004356488951564,0.0,8877.178916639059,20.79838670976141,21.0,370174.0,0.0022882712513576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003252432577984,0.8485657977733698,0.1488206877174741,11172.37454425151,33.132974421311765,50.20992452312919,385972.8838986343,33.32514351666971,11582.032158558151,19.938788468693943
323375,22.0,108056.0,0.0149081101785653,0.6368583204077256,0.1596257583852238,0.0442141011459273,0.0304858903107567,0.0591135805072856,0.0363963121184136,0.0077973666215242,0.009487651313023,0.0011129090115545,0.0,4098.85817153224,26.36246375892689,27.0,642495.0,0.0026735332773743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002811756321546,0.8170741629445573,0.1799711281459138,17702.951407360484,36.29310080650536,27.690000465805724,647047.1959946343,36.27261088683221,17838.451111594153,26.11517602038008
86915,13.0,242421.00000000003,0.0114925661966414,0.6752931925244877,0.1428912843115404,0.0264813284687825,0.0517673754656768,0.0225221391857043,0.046336580273256,0.0015537437766262,0.0216161633541561,4.562644312816011e-05,0.0,9576.340149634283,25.31457698996396,17.0,382382.0,0.0032027122273049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001346035115667,0.7846594207213918,0.2120032635397365,9669.662447130153,39.54450344990964,22.03644786330256,391946.3044102699,39.40820454554111,9945.80465997447,25.03782147136782
474737,28.0,180966.0,0.0080128389760778,0.7207701971724501,0.0334421064073734,0.077090819356638,0.0494937706326577,0.0545224588908517,0.0357015379019103,0.0023072091955455,0.0181995870164698,0.0004594744500254,0.0,7031.222303128282,25.7374880494798,25.0,364096.0,0.0041477228686769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001063866995609,0.8571606641400443,0.1385852262917177,11327.559676782694,32.14249232747474,32.63902844007163,371299.3952407544,32.19803310502749,11531.74152065763,25.452112931852945
470599,48.0,275474.0,0.0056891910390222,0.7849145473265711,0.0731400986730661,0.0269927675200378,0.0617215696350523,0.0051942791079275,0.0177048405872018,0.0061722860294218,0.0184211708822849,4.924919941422656e-05,0.0,12258.002414388562,22.472992799923578,17.0,577806.0,0.0011426211573685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002123251356081,0.8663170867076544,0.1323279669993688,18382.049101470802,31.433165955027725,37.01428816258976,589194.1790516111,31.491135534291686,18709.842279584333,22.135891811973327
247123,19.0,124485.0,0.0298181580146596,0.7152332185077269,0.1156059244870698,0.0321783782698851,0.0333103313782083,0.038663118148179,0.0163743779905845,0.000484270379588,0.01677345525736,0.0015587675667386,0.0,5256.69277453482,23.68123939124748,51.0,165795.0,0.0047639395896772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001049951716563,0.832851930049504,0.1622791351891623,4797.99053423305,34.55509109846587,48.21015327476084,174079.67722563157,34.75206111975312,5009.1900053284735,23.030517688955666
467290,59.0,90302.0,0.0090999088491057,0.6398414055731497,0.1432076926446834,0.0924721368461098,0.0122904715133582,0.0558744970531169,0.0043976775347629,0.0042201999576974,0.0383311650863441,0.0002648449416715,0.0,3620.1686291234478,24.944141903650728,45.0,609658.0,0.003847040964629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003031925735576,0.9129660736323024,0.0828836928295109,23002.73944703389,26.503712803590133,50.3703765514183,616451.7464049868,26.56749606765799,23203.23092681007,24.41992326993576
41930,40.0,294599.0,0.0204830521131488,0.6359254363620587,0.1256932860834919,0.0066407533116108,0.0748630776909691,0.0790387436271344,0.026086299120615,0.0095267679852274,0.0205989913424423,0.0011435923633011,0.0,10746.577985306209,27.413284526740053,29.0,403402.0,0.0028952932322938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139549547222,0.7946722826101753,0.2022928746103089,10463.189504892109,38.55440062625146,50.47980133367315,420441.8696115455,38.52361143364735,10913.874737203962,26.95823830407831
135284,25.0,291503.0,0.0216748009313611,0.6184399896852422,0.1067065814889605,0.097405182137183,0.0331414200140288,0.0420960844706718,0.0330023128200546,0.0075567164775488,0.0388511698306081,0.0011257421443407,0.0,10787.197381124153,27.02305239265233,28.0,411411.0,0.0039293604598718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001999956556971,0.9811462252555134,0.0147244186289176,20979.666448099502,19.60998765246188,27.35148000477443,422886.1770912329,19.847509322166392,21306.76299110936,26.77104429896198
53894,48.0,261474.0,0.027921174820316,0.5674179448883732,0.1675906912744399,0.094124657621319,0.0272756222028063,0.0680014349046591,0.0024908300189962,0.0043848637149077,0.0394785276939274,0.0013142528602545,0.0,9711.267874392124,26.92480563629463,32.0,500278.0,0.0042589308358127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003607395823374,0.7549848799101898,0.24039544967166,11785.828470674818,42.447419054568655,62.20034479769441,524639.13368343,42.16463124776471,12442.635406926343,26.18740838759009
451721,19.0,95348.0,0.0355519179354608,0.6831685160349391,0.1127290854276637,0.0462546241212555,0.085053814289948,0.0089133598455279,0.0123140979143054,0.0092124978992214,0.0055159912974229,0.0012860952342547,0.0,3786.6653101162265,25.17993859802556,21.0,153538.0,0.0019870345339347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003741023273139,0.9161375398400772,0.0815013232986741,5834.2471164506505,26.31667753103456,31.641324456637165,159914.29085047587,26.69332452530728,5990.797088570406,24.509333964752045
184460,44.0,161937.0,0.0347293686847123,0.6971473125335318,0.0306619204601719,0.0765333580996959,0.0813911031222949,0.0075137606592856,0.0400831447812138,0.0068285395319759,0.0245491870487353,0.0005623050783823,0.0,6132.025266951362,26.40840390413291,51.0,207317.0,0.0017455053013492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003808212684871,0.8192035670944161,0.1786701063357475,5736.658587072142,36.138981752757545,66.25539646398994,218693.0803390901,36.28119617614114,6027.725196196943,25.776748044461243
