,"feed_gas temperature, C","feed_gas mass flow, kg/h",feed_gas CO2 mol frac,feed_gas Methane mol frac,feed_gas Ethane mol frac,feed_gas Propane mol frac,feed_gas i-Butane mol frac,feed_gas n-Butane mol frac,feed_gas i-Pentane mol frac,feed_gas n-Pentane mol frac,feed_gas H2S mol frac,feed_gas H2O mol frac,feed_gas MDEAmine mol frac,"lean_amine temperature, C","lean_amine mass flow, kg/h",lean_amine CO2 mol frac,lean_amine Methane mol frac,lean_amine Ethane mol frac,lean_amine Propane mol frac,lean_amine i-Butane mol frac,lean_amine n-Butane mol frac,lean_amine i-Pentane mol frac,lean_amine n-Pentane mol frac,lean_amine H2S mol frac,lean_amine H2O mol frac,lean_amine MDEAmine mol frac,feed_gas molecular weight,"feed_gas molar flow, kgmol/h","feed_gas H2S molar flow, kgmol/h","feed_gas CO2 molar flow, kgmol/h",lean_amine molecular weight,"lean_amine molar flow, kgmol/h","lean_amine H2S molar flow, kgmol/h","lean_amine CO2 molar flow, kgmol/h","rich_amine temperature, C","rich_amine mass flow, kg/h",rich_amine molecular weight,"rich_amine molar flow, kgmol/h","rich_amine H2S molar flow, kgmol/h","rich_amine CO2 molar flow, kgmol/h"
233034,56.0,281355.0,0.0213318468584667,0.6289742835009553,0.1533520154719226,0.0928036413677533,0.0151306778709711,0.0484772259900719,0.0203181157593751,0.0095220242304052,0.0084490825261467,0.0016410864239316,0.0,44.0,429781.0,0.0012033356545989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003296085716366,0.8126106260812906,0.1858564296924738,25.90045865938701,10862.935042968034,91.78183465420787,231.72646677006549,36.85095118343784,11662.68403386991,3.844120625852841,14.034123526276987,61.25451682158592,442632.781075576,36.91906115496571,11989.2751123234,95.48329579927007,212.02678690849976
417842,50.0,32910.0,0.0171492678792595,0.5633831928467782,0.1564210741990427,0.0599117244159691,0.0938513865331389,0.0762150650655633,0.0056660283077208,0.0031274162395592,0.0225173174132173,0.0017575270997506,0.0,21.0,428761.0,0.001960564883206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000195173996025,0.9502409299555638,0.0476033311652051,28.45676587582053,1156.491224041849,26.041079977350513,19.832977801106384,22.88438431588947,18735.963969207398,3.6567729572506282,36.73307301104092,25.54621735471943,431123.3011012111,22.917391124834573,18812.058438624877,29.69387081728782,54.815824901127144
119350,59.0,76499.0,0.0349313325265276,0.6613234094553404,0.0312660170257775,0.0528288381070639,0.0872355893813419,0.0657977399253453,0.0471081855805906,0.007270108772839,0.0114120538428839,0.0008267253822898,0.0,20.0,378466.0,0.0010710800586763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003844701281131,0.8195251344727104,0.1790193153405002,28.63856400588209,2671.1884012162004,30.48374585916624,93.30817028388672,36.1568309770995,10467.344337774164,4.024381218547965,11.211363787488189,32.9565983733641,383101.6872923442,36.170480908420565,10591.556365045657,34.49639803204943,76.12271482352413
337150,50.0,210684.0,0.0100268137103432,0.6888901205639549,0.0690209186711597,0.062311498929986,0.0596158814525248,0.0705069526065368,0.0314718303181317,0.0033651423560293,0.0039399389370738,0.0008509024542594,0.0,57.0,175257.0,0.0044218629504274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002365476151147,0.8989586603975213,0.0963829290369366,26.542420010283625,7937.633415429805,31.27379096166998,79.58917155750989,27.88301149084916,6285.44015260034,1.4868058780437865,27.79335493791219,53.73600856671112,177616.96864507184,28.00993072542673,6341.214135307929,32.62701031200031,58.089478026953216
146981,35.0,290938.0,0.036748757617779,0.7087911366881502,0.0387735746087417,0.0607093714867521,0.0432406808706382,0.0448811324319752,0.0229156848790879,0.0064988809343525,0.0371019553866453,0.0003388250958775,0.0,14.0,130635.0,0.0020732690069314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131751080321,0.8168438040662391,0.1809511758465083,25.34606799603067,11478.62461528796,425.8794183764624,421.825193772689,36.37422681566019,3591.4165450730006,0.4731730096960812,7.4459726138805,41.24523245679495,148449.5611367995,36.40909608200495,4077.2657690386905,391.31696742632414,111.81748926382294
376558,37.0,30254.0,0.0205052815878953,0.6427066880848539,0.0821612831790752,0.059535429166092,0.0687782200628863,0.0603191198899982,0.032309465279064,0.0025242433451136,0.0300077399383808,0.0011525294666403,0.0,22.0,210505.0,0.0016705343215579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001469226529575,0.8791130129368866,0.1190695300885979,27.369409431422355,1105.3946953369734,33.170396546937575,22.666429493650373,30.104767268104386,6992.414129141179,1.027344034430929,11.681067793276734,27.209211839891168,212805.6283132247,30.142802228905843,7059.915222784161,34.19607396346891,30.022069813405025
135109,30.0,217251.0,0.0142664719580477,0.7621309262621716,0.093893847066589,0.0306684115445555,0.0306945730832903,0.0066569866038769,0.0184530496908528,0.0048579669282899,0.0372647231406391,0.0011130437216867,0.0,40.0,473297.0,0.00125034885664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003405639624941,0.807168038469634,0.1912410487112317,22.173272155818943,9797.877303507805,365.1151850811699,139.7811417988861,37.396995314067766,12656.016774212823,4.3101832220177165,15.824436103253664,51.85667243417811,492059.4417019644,37.33554338904718,13179.383424919317,369.3306582383718,140.15316987179418
96245,32.0,233525.0,0.0224044879180423,0.6484213272275413,0.1878464369924675,0.0382112426689071,0.0396573122752373,0.0092693250802035,0.0317916697497618,0.0004752090391212,0.0212063224417602,0.0007166666069575,0.0,23.0,600395.0,0.0036696800460069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001224908538228,0.828003924825996,0.1682039042741741,24.629451465490448,9481.534752294565,201.0684831999135,212.42893080228177,35.12620883029978,17092.507845085198,2.0936758799173933,62.724034975325544,33.55915435097842,613071.2277822645,35.138411973922246,17447.323124256483,203.14215817390348,168.60134888730605
284780,32.0,96198.0,0.0339941105183024,0.6940818796654835,0.0169306199263511,0.0431411927788198,0.0770232075699172,0.0874648626322734,0.0318825315941357,0.0064477782834284,0.0082629855947853,0.0007708314365029,0.0,26.0,392500.0,0.0020626327696799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001509831067887,0.9524695119666996,0.0453168721568317,27.66419045465556,3477.347372867403,28.733271250067858,118.20933090378301,22.655055670985487,17325.05122477708,2.6157900591902155,35.73521839260809,31.96273893260235,398735.45575723617,22.80221354561362,17486.699480276533,31.33739331770151,143.41727666120482
141487,17.0,65215.0,0.0291673929526531,0.6759203209578097,0.1924438237337319,0.0147687132391378,0.0171053896001412,0.0182270731992049,0.0379881658858446,0.0088363876228622,0.0045769026245231,0.000965830184091,0.0,25.0,370292.0,0.0022870693472872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002575749364293,0.8092099802181179,0.1882453754981655,24.170680639256712,2698.1035814970523,12.348957363389035,78.69664738848522,37.11960322203177,9975.64542339232,2.569476235771514,22.814992867246417,27.09097090779801,374576.88323240005,37.12489874201618,10089.640535732207,14.905591769237432,94.30384425264262
304882,19.0,8962.0,0.0272865358936254,0.7392436131575664,0.0959279694510514,0.0189489621523831,0.0038099181534389,0.0697261266962153,0.0002899646257059,0.0068408571763795,0.0359771327140309,0.0019489199796029,0.0,52.0,60933.0,0.0019001911996823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000355823450876,0.7462011828296855,0.2515428025197561,22.83042004854568,392.5464350171204,14.122695189030647,10.711232389009346,43.513563561013314,1400.3219918902232,0.4982674034919333,2.6608795257113913,53.84927429127151,61933.04155346728,43.36787130299925,1428.0858085184389,14.602835565906847,11.760555591172409
34030,25.0,166753.0,0.0398454577522135,0.5555513311548483,0.1961510379710358,0.0130261183111592,0.0770074785075126,0.0760829061334258,0.0261988946025962,0.0011909850623529,0.0136269536980118,0.0013188368068435,0.0,55.0,241882.0,0.0046691996242754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002568760414882,0.9048241239961315,0.0902498003381048,28.50127744870921,5850.720210702417,79.72749341126368,233.1246249755648,27.26941085212819,8870.085287563988,2.278512396332159,41.41619889198453,42.844481024813774,250336.1429222232,27.56228787002804,9082.560348498693,81.89967944946366,166.4732377226087
124896,60.0,73898.0,0.0077280854243104,0.6116604350074728,0.1027723599859064,0.0700081920895072,0.0909476210210066,0.0846432787582139,0.0026179402942521,0.0022958159275993,0.0260896341579034,0.0012366373338275,0.0,43.0,165626.0,0.0015816648639477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002784650885664,0.7096965618703093,0.2884433081771766,27.802209703519512,2657.990166538639,69.34599104029783,20.54117506398763,47.236470794424136,3506.316141203986,0.9763866348021659,5.545817042435027,59.26432257139953,169229.16806520396,46.91381568667069,3607.2352160706027,70.22520168848614,20.35853950313865
455380,39.0,260542.00000000003,0.0369539570316586,0.5989788882327695,0.1710784060340933,0.0697163236242235,0.0486227191594606,0.0274685257760867,0.0227970483272768,0.0050894514229302,0.0175415151568416,0.0017531652346589,0.0,17.0,366164.0,0.0045104466935794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003572763486637,0.8164026583131242,0.1787296186446326,26.518256355664573,9825.004951516941,172.3454732730782,363.07281081419006,36.21649636985288,10110.420297442137,3.612214047325486,45.60251180129594,51.87077505554595,387071.7367683592,36.370451581457175,10642.478163941765,175.88618544887836,364.1434770178701
276411,21.0,50675.0,0.0359083344671444,0.6717545852706749,0.0785748076042309,0.0484490314703149,0.0230557957184783,0.0857970280554762,0.028961517966375,0.0079340990027185,0.0182158180127138,0.0013489824318728,0.0,53.0,242603.0,0.002504295104113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137446922868,0.8350819439390931,0.1622763140339258,26.490323003841315,1912.9627068968434,34.84618053394127,68.69130470242577,34.49658875843499,7032.66638040202,0.9666183535434932,17.611871985300873,51.541757108222896,246666.4139096348,34.55391914127191,7138.594406647533,35.8002376251309,73.48622155344677
